#{"t_start": 1525584647.2249455, "env_id": "BeamRiderNoFrameskip-v4"}
r,l,t,i
264.0,967,11.443513,966
264.0,1362,21.53844,2328
308.0,861,27.748823,3189
440.0,949,34.734561,4138
660.0,1799,47.879545,5937
484.0,1358,57.708872,7295
660.0,1849,71.291408,9144
352.0,1331,81.112626,10475
528.0,1308,90.750498,11783
528.0,1484,101.581748,13267
528.0,1459,112.335407,14726
440.0,1569,123.709275,16295
352.0,1132,132.052764,17427
396.0,1686,144.480839,19113
352.0,1114,152.600968,20227
176.0,996,159.947918,21223
264.0,1160,168.541731,22383
264.0,906,175.148352,23289
396.0,1230,184.061241,24519
220.0,860,190.260255,25379
528.0,1386,200.519231,26765
660.0,2189,216.509791,28954
264.0,903,223.284461,29857
572.0,1357,233.248172,31214
176.0,1101,241.200216,32315
220.0,1026,248.646588,33341
396.0,1521,259.694457,34862
88.0,812,265.587962,35674
220.0,1420,275.985233,37094
176.0,888,282.345963,37982
220.0,1060,289.987311,39042
220.0,1000,297.184221,40042
308.0,940,304.132925,40982
528.0,1890,317.978256,42872
484.0,1714,330.485841,44586
176.0,870,336.902008,45456
264.0,1067,344.585488,46523
352.0,1139,352.950171,47662
484.0,1801,366.099301,49463
440.0,1382,376.182432,50845
308.0,988,383.259031,51833
528.0,1375,393.268163,53208
352.0,1041,400.8694,54249
528.0,1686,413.161453,55935
396.0,1305,422.61366,57240
176.0,1212,431.434173,58452
176.0,951,438.462451,59403
396.0,1479,449.334538,60882
440.0,1537,460.482427,62419
176.0,991,467.812111,63410
616.0,1687,480.1591,65097
528.0,1423,490.707593,66520
176.0,882,497.226238,67402
440.0,1536,508.45455,68938
572.0,1484,519.499787,70422
308.0,1218,528.390595,71640
220.0,1015,535.803384,72655
396.0,1251,545.128509,73906
352.0,1300,554.614983,75206
396.0,1457,565.298882,76663
88.0,1006,572.754098,77669
616.0,1500,583.724683,79169
308.0,1191,592.326512,80360
220.0,1172,600.871988,81532
660.0,1859,614.578108,83391
528.0,1228,623.60693,84619
176.0,942,630.476682,85561
572.0,1486,641.348147,87047
264.0,1123,649.462995,88170
572.0,1408,659.784506,89578
572.0,1516,670.852057,91094
440.0,1448,681.466348,92542
220.0,1228,690.460922,93770
616.0,1492,701.527982,95262
308.0,947,708.558758,96209
220.0,1449,719.288823,97658
440.0,1156,727.78834,98814
176.0,896,734.383507,99710
660.0,2160,750.167886,101870
660.0,1951,764.692539,103821
484.0,1287,774.171654,105108
484.0,1437,784.6592,106545
396.0,1471,795.42896,108016
264.0,1284,804.841917,109300
88.0,801,810.619183,110101
308.0,1493,821.759931,111594
660.0,2060,837.123672,113654
308.0,1207,846.005866,114861
