nupdates,policy_entropy,total_timesteps,fps,explained_variance,value_loss
13600,2.5208420753479004,272000,738,0.9860283965244889,0.028052857145667076
13700,2.8470184803009033,274000,738,-1.1711688041687012,0.1821594536304474
13800,2.8578574657440186,276000,738,0.9714965801686049,0.013262493535876274
13900,2.5934619903564453,278000,738,0.9909819317981601,0.0102462787181139
14000,2.713343620300293,280000,738,0.898394487798214,0.10791581869125366
14100,2.868492603302002,282000,738,0.9409428685903549,0.018793534487485886
14200,2.867729663848877,284000,738,0.9733720608055592,0.014703457243740559
14300,2.394557476043701,286000,738,0.9854289200156927,0.02957533672451973
14400,2.405479907989502,288000,738,0.9949195152148604,0.0128341568633914
14500,1.984623908996582,290000,738,0.994439568836242,0.010525829158723354
14600,2.8142943382263184,292000,738,0.9755763337016106,0.021323509514331818
14700,2.699497938156128,294000,738,0.9940270893275738,0.00884187687188387
14800,2.5682430267333984,296000,738,0.9909350834786892,0.01143654901534319
14900,2.883683443069458,298000,738,0.7903929054737091,0.0033278719056397676
15000,2.816314697265625,300000,738,0.9791358821094036,0.01290295459330082
15100,2.788952350616455,302000,738,0.9978447561152279,0.0023549762554466724
15200,2.5869140625,304000,738,0.9924662308767438,0.005698801018297672
15300,2.2936997413635254,306000,738,0.9878179347142577,0.02681710198521614
15400,2.757511615753174,308000,738,0.9979372390080243,0.0022662989795207977
15500,2.769530773162842,310000,738,0.9923570398241282,0.005551733076572418
15600,2.829810380935669,312000,738,0.9598448537290096,0.039690323173999786
15700,2.3418588638305664,314000,738,0.9974018747452646,0.0031368588097393513
15800,2.765514850616455,316000,738,0.9943019929341972,0.006839150097221136
15900,2.78309965133667,318000,738,0.981464697048068,0.021190423518419266
16000,2.8854758739471436,320000,738,0.9991467727231793,5.280764980852837e-06
16100,2.5990586280822754,322000,738,0.9939957307651639,0.010606123134493828
16200,2.7906994819641113,324000,738,0.9890635358169675,0.008940659463405609
16300,2.8838043212890625,326000,739,0.8149399012327194,0.0016078194603323936
16400,2.8292784690856934,328000,739,0.9755134806036949,0.01695331372320652
16500,2.600616455078125,330000,739,0.9809998292475939,0.02634182944893837
16600,2.3112313747406006,332000,739,0.9855101183056831,0.04818116873502731
16700,2.796274185180664,334000,739,0.9694683626294136,0.030632194131612778
16800,2.5317084789276123,336000,739,0.9932454386726022,0.024447709321975708
16900,2.855844736099243,338000,739,0.9690435770899057,0.020706797018647194
17000,2.7809956073760986,340000,739,0.9323858991265297,0.04331197589635849
17100,2.8683135509490967,342000,739,0.9991573842125945,8.038163650780916e-05
17200,2.8546409606933594,344000,738,0.9331299662590027,0.030477646738290787
17300,2.834758758544922,346000,739,0.976832203567028,0.018874583765864372
17400,2.7517359256744385,348000,738,0.9923288454301655,0.012349775061011314
17500,2.5307726860046387,350000,738,0.9887445122003555,0.023962218314409256
17600,2.1779606342315674,352000,738,0.9895832277834415,0.02466139756143093
17700,2.7555718421936035,354000,738,0.9979757519904524,0.0029061459936201572
17800,2.8642449378967285,356000,738,0.8363083750009537,0.06815111637115479
17900,2.6826119422912598,358000,738,0.9907963294535875,0.013108005747199059
18000,2.770501136779785,360000,738,0.973250200971961,0.016865886747837067
18100,2.6822636127471924,362000,738,0.9947632313705981,0.007439683191478252
18200,2.537260055541992,364000,738,0.993824818637222,0.005149261560291052
18300,2.2323269844055176,366000,738,0.9940334493294358,0.021283792331814766
18400,2.351229667663574,368000,739,0.9958870187401772,0.005651123821735382
18500,2.4442830085754395,370000,738,0.9969948879443109,0.004493752960115671
18600,2.731600284576416,372000,738,0.9988480710890144,0.001867321552708745
18700,1.8282397985458374,374000,739,0.9914481518790126,0.017578043043613434
18800,2.7457833290100098,376000,739,0.9978895483072847,0.00280239200219512
18900,2.4773972034454346,378000,739,0.9961525127291679,0.003781792474910617
19000,2.540499210357666,380000,739,0.996084236074239,0.008184054866433144
19100,2.749810218811035,382000,739,0.9896484343335032,0.015931498259305954
19200,2.376539707183838,384000,739,0.9730384275317192,0.04998474568128586
19300,2.642695903778076,386000,739,0.9954364281147718,0.009093119762837887
19400,2.4407753944396973,388000,739,0.9915015436708927,0.018344882875680923
19500,2.7057113647460938,390000,739,0.9837275482714176,0.015948744490742683
19600,2.8439440727233887,392000,739,-0.35329270362854004,0.06360464543104172
19700,1.9698566198349,394000,739,0.9923431733623147,0.009392661042511463
19800,2.689199447631836,396000,739,0.9866609545424581,0.010196315124630928
19900,2.870826005935669,398000,739,0.9905621455982327,0.004884900059551001
20000,2.284844160079956,400000,739,0.9613497853279114,0.05100987106561661
20100,2.6414406299591064,402000,739,0.995709493290633,0.0032668807543814182
20200,2.69718074798584,404000,739,0.9911833144724369,0.012928159907460213
20300,2.602111339569092,406000,739,0.9948038468137383,0.009421397931873798
20400,2.4714133739471436,408000,739,0.9985658641671762,0.0032061655074357986
20500,2.842141628265381,410000,739,0.9423431009054184,0.02395850047469139
20600,2.8600878715515137,412000,739,0.9926183708012104,0.006362934596836567
20700,2.510772228240967,414000,739,0.9952401691116393,0.004001636523753405
20800,2.6483497619628906,416000,739,0.9861473264172673,0.007275172974914312
20900,2.598280429840088,418000,739,0.9715877994894981,0.02845139428973198
21000,2.7238738536834717,420000,739,0.5484194159507751,0.5923091173171997
21100,2.8203320503234863,422000,739,0.9980904839467257,0.0020893439650535583
21200,2.7498230934143066,424000,739,0.9936073743738234,0.011027327738702297
21300,2.6896169185638428,426000,739,0.9967548479326069,0.0037687397561967373
21400,2.884350299835205,428000,739,-1.1850945949554443,0.0004191276093479246
21500,2.753211498260498,430000,739,0.989073259755969,0.013462267816066742
21600,2.725492477416992,432000,739,0.9728700984269381,0.032505325973033905
21700,2.4015941619873047,434000,739,0.992325319442898,0.010977491736412048
21800,2.7186107635498047,436000,739,0.9879121379926801,0.014572827145457268
21900,2.7816617488861084,438000,739,0.9975761771202087,0.005055907182395458
22000,2.5743846893310547,440000,739,0.9742967896163464,0.025380587205290794
22100,2.8619589805603027,442000,739,0.9839795604348183,0.007807008922100067
22200,2.6363141536712646,444000,739,0.9903110899031162,0.004676909185945988
22300,2.7543528079986572,446000,739,0.9628424569964409,0.041254568845033646
22400,2.832144260406494,448000,739,0.9789534863084555,0.010952721349895
22500,2.6948623657226562,450000,739,0.9954835548996925,0.0072476984933018684
22600,2.759150505065918,452000,739,0.8825672566890717,0.06930534541606903
22700,2.7731003761291504,454000,739,0.9974639248102903,0.005288241431117058
22800,2.8121373653411865,456000,739,0.9929376957006752,0.00828554667532444
22900,2.734412670135498,458000,739,0.9888046337291598,0.010631849989295006
23000,2.8150439262390137,460000,739,0.9989370807306841,0.0017145660240203142
23100,2.6848044395446777,462000,739,0.9885280849412084,0.02743895910680294
23200,2.7385478019714355,464000,739,0.8378202319145203,0.034092146903276443
23300,2.3672900199890137,466000,739,0.9930614428594708,0.014945832081139088
23400,2.8740687370300293,468000,739,0.9181140586733818,0.007115628570318222
23500,2.8548972606658936,470000,739,0.9943838287144899,0.007034026086330414
23600,2.7256863117218018,472000,739,0.9741931073367596,0.02270711027085781
23700,2.775075912475586,474000,739,0.9967374952975661,0.004437956027686596
23800,2.8135318756103516,476000,739,0.9477157332003117,0.01908467896282673
23900,2.3372244834899902,478000,739,0.7699019908905029,0.4130876064300537
24000,2.872716188430786,480000,739,0.9762590825557709,0.0020986127201467752
24100,2.5602738857269287,482000,739,0.9953670776449144,0.010389862582087517
24200,2.630261182785034,484000,739,0.995543921366334,0.011605670675635338
24300,2.6801552772521973,486000,739,0.42622464895248413,0.04613623023033142
24400,2.7365610599517822,488000,739,0.9966548804659396,0.005224641412496567
24500,2.8816046714782715,490000,739,0.8502818644046783,0.0032499313820153475
24600,2.502617835998535,492000,739,0.6360812187194824,0.1003788486123085
24700,2.8725063800811768,494000,739,0.9779716152697802,0.0017414061585441232
24800,2.8586697578430176,496000,739,0.9931876519694924,0.007434285245835781
24900,2.525148391723633,498000,739,0.9990063008153811,0.002939642872661352
25000,2.8130366802215576,500000,739,0.9235575571656227,0.1075233668088913
25100,2.8602051734924316,502000,739,0.9942200295627117,0.005951608531177044
25200,2.8308730125427246,504000,739,0.9835582412779331,0.02033613994717598
25300,2.7182507514953613,506000,739,0.9988815856631845,0.0029881082009524107
25400,2.8729209899902344,508000,739,-0.08462786674499512,0.04165215045213699
25500,2.7968850135803223,510000,739,0.9774909745901823,0.032897524535655975
25600,2.500089168548584,512000,739,0.9847783409059048,0.02261405624449253
25700,2.714965581893921,514000,739,0.9925858951173723,0.012461329810321331
25800,2.7877283096313477,516000,739,0.9626667760312557,0.034096572548151016
25900,2.7661232948303223,518000,739,0.9988476352300495,0.0007046381942927837
26000,2.7967371940612793,520000,739,0.9183509424328804,0.07505124062299728
26100,2.758823871612549,522000,739,0.9958194512873888,0.0050133909098804
26200,2.659698486328125,524000,739,0.9692835099995136,0.03258392587304115
26300,2.7305426597595215,526000,739,0.9990785036352463,0.0010667296592146158
26400,2.7836358547210693,528000,739,0.9912488255649805,0.016911059617996216
26500,2.464728832244873,530000,739,0.9526376724243164,0.01653590239584446
26600,2.7955689430236816,532000,739,0.9982225205749273,0.002490350743755698
26700,2.6339335441589355,534000,739,0.9967642412520945,0.004422150552272797
26800,2.5711467266082764,536000,739,0.991569634526968,0.02000163123011589
26900,2.844564437866211,538000,739,0.9459656476974487,0.03159130737185478
27000,2.2229981422424316,540000,739,0.996407373342663,0.0252187792211771
27100,2.161504030227661,542000,739,0.9943860452622175,0.005389682948589325
27200,2.663994312286377,544000,739,0.9972209327388555,0.0034393123351037502
27300,2.5905649662017822,546000,739,0.9958066581748426,0.00403404887765646
27400,2.488527774810791,548000,739,0.996156760957092,0.006040556821972132
27500,2.485316276550293,550000,739,0.9884947743266821,0.035680823028087616
27600,2.7609615325927734,552000,739,0.9976106935646385,0.004542200360447168
27700,2.868774652481079,554000,739,0.6641924977302551,0.005569793283939362
27800,2.520988941192627,556000,739,0.997188702924177,0.007469881325960159
27900,2.480644941329956,558000,739,0.9918572958558798,0.016790354624390602
28000,2.5364348888397217,560000,739,0.9984780391678214,0.004498309921473265
28100,2.5555102825164795,562000,739,0.9818563107401133,0.022899800911545753
28200,2.6908717155456543,564000,739,0.9475317746400833,0.10427063703536987
28300,2.6421024799346924,566000,739,0.9885320886969566,0.013100966811180115
28400,2.3987984657287598,568000,739,0.9930703504942358,0.019815465435385704
28500,2.862431049346924,570000,739,0.9947219220921397,0.0016659939428791404
28600,2.625614643096924,572000,739,0.9907939899712801,0.011287564411759377
28700,2.5232903957366943,574000,739,0.9781855531036854,0.0085882768034935
28800,2.8168349266052246,576000,739,0.9962881803512573,0.003596185939386487
28900,2.533543825149536,578000,739,0.9959267256781459,0.004142352379858494
29000,2.823279619216919,580000,739,0.9990269365371205,0.0012743111001327634
29100,2.7777292728424072,582000,739,0.9979312319774181,0.0017921130638569593
29200,2.556942939758301,584000,739,0.9976751261856407,0.006089590489864349
29300,2.7835774421691895,586000,739,0.9989978651283309,0.001536953030154109
29400,2.874587059020996,588000,739,0.9829661007970572,0.0015723283868283033
29500,2.777570962905884,590000,739,0.9982734047807753,0.0025680430699139833
29600,2.7766709327697754,592000,739,0.9983698732685298,0.002034595934674144
29700,2.409973621368408,594000,739,0.9550167210400105,0.1050732284784317
29800,2.760988235473633,596000,739,0.9949189461767673,0.006030706223100424
29900,2.4103293418884277,598000,739,0.9136028662323952,0.029898593202233315
30000,2.7769885063171387,600000,739,0.9924798621796072,0.015068450942635536
30100,2.624767303466797,602000,739,0.9940771865658462,0.007607010658830404
30200,2.7941250801086426,604000,739,0.9831724669784307,0.006149303168058395
30300,2.6358554363250732,606000,739,0.9940068605355918,0.013953517191112041
30400,2.7058722972869873,608000,739,0.9872194388881326,0.02119099721312523
30500,2.7809736728668213,610000,739,0.9585848823189735,0.028436865657567978
30600,2.878119945526123,612000,739,0.9796647746115923,0.0010217840317636728
30700,2.7682902812957764,614000,739,0.9987521631410345,0.0018720185616984963
30800,2.537090301513672,616000,739,0.9895876571536064,0.017882350832223892
30900,2.5557780265808105,618000,739,0.9706347938627005,0.03829023987054825
31000,2.682502269744873,620000,739,0.9991216581547633,0.001407870091497898
31100,2.625260829925537,622000,739,0.9880559658631682,0.008414841257035732
31200,2.7138831615448,624000,739,0.9934893222525716,0.019203409552574158
31300,2.6416995525360107,626000,739,0.9959705639630556,0.008684451691806316
31400,2.835843801498413,628000,739,0.9953543418087065,0.0030735989566892385
31500,2.7331230640411377,630000,739,0.9940646928735077,0.009223304688930511
31600,2.7327282428741455,632000,739,0.8926925733685493,0.13546065986156464
31700,2.794795513153076,634000,739,0.9896920369938016,0.020884055644273758
31800,2.8446223735809326,636000,739,0.9834593627601862,0.01536630280315876
31900,2.800356388092041,638000,739,0.9126327410340309,0.009112426079809666
32000,2.8656795024871826,640000,739,0.8464861959218979,0.0445299968123436
32100,2.384965181350708,642000,739,0.9409169629216194,0.08205662667751312
32200,2.819840669631958,644000,739,0.7421841025352478,0.018339883536100388
32300,2.8696415424346924,646000,739,0.997530645923689,0.0012638844782486558
32400,2.872401237487793,648000,739,0.8664240539073944,0.0001299823197769001
32500,2.83758544921875,650000,739,0.9888116149231791,0.01565917208790779
32600,2.8224985599517822,652000,739,0.9987267049727961,0.0019653262570500374
32700,2.088244915008545,654000,739,0.9964610850438476,0.00416263984516263
32800,2.8052220344543457,656000,739,0.998731505475007,0.0028136835899204016
32900,2.74745512008667,658000,739,0.9940584725700319,0.01287260465323925
33000,2.747852325439453,660000,739,0.9978125274647027,0.0028639708179980516
33100,2.630232572555542,662000,739,0.9943935768678784,0.013844607397913933
33200,2.7179436683654785,664000,739,0.9867031220346689,0.010453266091644764
33300,2.4184834957122803,666000,739,0.9943883954547346,0.010846426710486412
33400,2.6504859924316406,668000,739,0.995870791375637,0.005819420795887709
33500,2.7717032432556152,670000,739,0.9973592848982662,0.00374206667765975
33600,2.824974536895752,672000,739,0.9771049153059721,0.016938520595431328
33700,2.8251872062683105,674000,739,0.9923984231427312,0.0034887981601059437
33800,2.7815635204315186,676000,739,0.9961484014056623,0.010685292072594166
33900,2.72855806350708,678000,739,0.9993112838128582,0.0019736073445528746
34000,2.7513041496276855,680000,739,0.9947972102090716,0.007835334166884422
34100,2.853515148162842,682000,739,0.7760773748159409,0.026038751006126404
34200,2.774576425552368,684000,739,0.9983995765214786,0.002625154796987772
34300,2.744776725769043,686000,739,0.9949730993248522,0.010773204267024994
34400,2.421398162841797,688000,739,0.9978645478840917,0.00486446637660265
34500,2.7972636222839355,690000,739,0.9927251976914704,0.014891405589878559
34600,2.6360650062561035,692000,739,0.967035036534071,0.05267878621816635
34700,2.352010488510132,694000,739,0.8725696206092834,0.09049549698829651
34800,2.142735004425049,696000,739,0.996060224249959,0.00568739976733923
34900,2.7274703979492188,698000,739,0.964248538017273,0.04100491479039192
35000,2.7281341552734375,700000,739,0.9879786502569914,0.00928600411862135
35100,2.435558557510376,702000,739,0.9948952295817435,0.008076895028352737
35200,2.664762020111084,704000,739,0.9976217702496797,0.005711734760552645
35300,2.8508834838867188,706000,739,0.9902030974626541,0.003458656370639801
35400,2.11417555809021,708000,739,0.9919475894421339,0.008826269768178463
35500,2.8738088607788086,710000,739,0.8424351066350937,0.010871704667806625
35600,2.6336004734039307,712000,739,0.9976959740743041,0.0025953513104468584
35700,2.729570150375366,714000,739,0.8673572540283203,0.036347396671772
35800,2.8052403926849365,716000,739,0.9982944368384778,0.0025885864160954952
35900,2.750511646270752,718000,739,0.9899788247421384,0.011760931462049484
36000,2.8299505710601807,720000,739,0.9849586402997375,0.013678774237632751
36100,2.4392311573028564,722000,739,0.9505380801856518,0.06084081530570984
36200,2.78937029838562,724000,739,0.9980819661868736,0.001722076558507979
36300,2.655284881591797,726000,739,0.9851047033444047,0.02215155027806759
36400,2.8359339237213135,728000,739,0.9866579435765743,0.0010086008114740252
36500,2.4830827713012695,730000,739,0.9033709615468979,0.09988986700773239
36600,2.807008743286133,732000,739,0.8741693496704102,0.06092870235443115
36700,2.876800060272217,734000,739,0.5693213045597076,0.0011837240308523178
36800,2.7166659832000732,736000,739,0.99604288674891,0.00689441105350852
36900,2.8570971488952637,738000,739,0.9094272032380104,0.005987169686704874
37000,2.485398292541504,740000,739,0.998252070392482,0.003348723752424121
37100,2.5213916301727295,742000,739,0.9903253596276045,0.00971254426985979
37200,2.4567012786865234,744000,739,0.992999937850982,0.008274395950138569
37300,2.8568813800811768,746000,739,0.7375295460224152,0.024765361100435257
37400,2.835498571395874,748000,739,0.9997939870227128,0.0003347105230204761
37500,2.7104294300079346,750000,739,0.9910572282969952,0.016939885914325714
37600,2.498269557952881,752000,739,0.9828934222459793,0.04395192116498947
37700,2.645174264907837,754000,739,0.9913579542189837,0.01396353542804718
37800,2.441240072250366,756000,739,0.9897742373868823,0.018909910693764687
37900,2.832207202911377,758000,739,0.9879197767004371,0.016282055526971817
38000,2.2632927894592285,760000,739,0.9944148217327893,0.020111404359340668
38100,2.842736005783081,762000,739,0.9792824797332287,0.007076100911945105
38200,2.5972723960876465,764000,739,0.829407274723053,0.24032171070575714
38300,2.7772409915924072,766000,739,0.957178395241499,0.06020412966609001
38400,2.7751364707946777,768000,739,0.9988838981371373,0.0017615000251680613
38500,2.513942003250122,770000,739,0.9943403513170779,0.007746248040348291
38600,2.3179068565368652,772000,739,0.982407059520483,0.00963310431689024
38700,2.6351561546325684,774000,739,0.7024584710597992,0.20135021209716797
38800,2.7677550315856934,776000,739,0.985621334053576,0.025487709790468216
38900,2.830430507659912,778000,739,0.9986829124391079,0.0031548193655908108
39000,2.750092029571533,780000,739,0.9988365804310888,0.004023841116577387
39100,2.7192869186401367,782000,739,0.9963679276406765,0.004859567619860172
39200,2.517794132232666,784000,739,0.9972738674841821,0.0044786157086491585
39300,2.805724859237671,786000,739,0.9884062828496099,0.014778430573642254
39400,2.4784345626831055,788000,739,0.9987597735598683,0.0022327788174152374
39500,2.8079638481140137,790000,739,0.9782192539423704,0.011718939058482647
39600,2.673826217651367,792000,739,0.9764740858227015,0.02968696691095829
39700,2.4615907669067383,794000,739,0.9758223816752434,0.045019958168268204
39800,2.614835500717163,796000,739,0.9973884122446179,0.008955798111855984
39900,2.5134239196777344,798000,739,0.9971804381348193,0.007055553141981363
