#{"t_start": 1525486403.7001948, "env_id": "PongNoFrameskip-v4"}
r,l,t,i
-21.0,775,10.191166,774
-20.0,995,16.148228,1769
-20.0,897,21.389197,2666
-21.0,821,26.186249,3487
-21.0,788,30.82542,4275
-21.0,759,35.306781,5034
-21.0,758,39.72068,5792
-21.0,780,44.271224,6572
-21.0,881,49.418581,7453
-20.0,1072,55.635616,8525
-20.0,902,60.892048,9427
-21.0,943,66.357935,10370
-20.0,918,71.645726,11288
-21.0,962,77.265596,12250
-21.0,761,81.734786,13011
-21.0,913,87.099668,13924
-21.0,821,91.829359,14745
-20.0,975,97.565074,15720
-21.0,817,102.319394,16537
-21.0,789,106.848132,17326
-21.0,815,111.599761,18141
-21.0,843,116.493823,18984
-21.0,900,121.681775,19884
-20.0,837,126.606479,20721
-20.0,892,131.798848,21613
-21.0,791,136.316011,22404
-21.0,965,141.836325,23369
-21.0,845,146.736824,24214
-21.0,758,151.090875,24972
-21.0,865,156.179082,25837
-21.0,850,161.142946,26687
-20.0,954,166.713934,27641
-21.0,878,171.755277,28519
-20.0,1042,177.763825,29561
-21.0,760,182.122854,30321
-20.0,1043,188.143418,31364
-21.0,763,192.551853,32127
-21.0,758,196.943086,32885
-20.0,975,202.550873,33860
-21.0,758,206.905199,34618
-21.0,819,211.54849,35437
-21.0,759,215.945795,36196
-21.0,759,220.264421,36955
-21.0,757,224.731477,37712
-21.0,785,229.268977,38497
-21.0,763,233.704916,39260
-21.0,764,238.118699,40024
-21.0,762,242.551054,40786
-21.0,757,246.950136,41543
-21.0,818,251.673857,42361
-21.0,760,256.155786,43121
-21.0,762,260.53588,43883
-20.0,1067,266.765006,44950
-21.0,762,271.166094,45712
-19.0,910,276.513061,46622
-21.0,757,280.929994,47379
-21.0,758,285.389461,48137
-21.0,759,289.821363,48896
-21.0,761,294.185202,49657
-21.0,759,298.452253,50416
-21.0,821,303.218004,51237
-21.0,763,307.650317,52000
-21.0,763,312.072989,52763
-21.0,823,316.761662,53586
-21.0,759,321.15629,54345
-21.0,760,325.571377,55105
-21.0,764,329.953957,55869
-21.0,792,334.473418,56661
-21.0,758,338.806848,57419
-21.0,763,343.22587,58182
-21.0,941,348.620987,59123
-21.0,824,353.383514,59947
-20.0,864,358.432946,60811
-21.0,910,363.676543,61721
-18.0,1235,370.902824,62956
-21.0,760,375.358352,63716
-20.0,880,380.52084,64596
-21.0,787,385.086431,65383
-21.0,848,390.093892,66231
-21.0,758,394.508218,66989
-21.0,819,399.27725,67808
