total_timesteps,value_loss,nupdates,explained_variance,fps,policy_entropy
142000,0.08750046044588089,7100,0.00132673978805542,683,1.7287954092025757
144000,0.0017744200304150581,7200,0.10677206516265869,684,1.7397806644439697
146000,0.004485049284994602,7300,0.008251726627349854,684,1.6729847192764282
148000,0.0036497630644589663,7400,-0.40847766399383545,684,1.722190260887146
150000,0.0049345837906003,7500,-0.0827023983001709,684,1.6503551006317139
152000,0.003579986747354269,7600,-0.09129941463470459,684,1.7165462970733643
154000,0.002096980344504118,7700,0.08655178546905518,684,1.705169677734375
156000,0.002013725694268942,7800,0.4414556622505188,684,1.7165359258651733
158000,0.0016140580410137773,7900,0.06961071491241455,684,1.7072194814682007
160000,0.0012213174486532807,8000,0.5090066492557526,684,1.762481927871704
162000,0.0016309854108840227,8100,0.2076745629310608,684,1.756021499633789
164000,0.0012142693158239126,8200,-0.33319151401519775,684,1.7741382122039795
166000,0.06357075273990631,8300,-5.352497100830078e-05,684,1.7583309412002563
168000,0.0018654471496120095,8400,0.5038710534572601,684,1.7558434009552002
170000,0.002679157303646207,8500,0.48481297492980957,684,1.7827365398406982
172000,0.0030058282427489758,8600,-0.04299616813659668,684,1.7716381549835205
174000,0.12242352962493896,8700,0.013260841369628906,684,1.773434042930603
176000,0.0018562234472483397,8800,-1.2212188243865967,684,1.7860597372055054
178000,0.06225435808300972,8900,0.02517777681350708,684,1.7759151458740234
180000,0.0015785684809088707,9000,0.636886477470398,684,1.7667486667633057
182000,0.10411135107278824,9100,0.02187246084213257,684,1.7720178365707397
184000,0.10316405445337296,9200,0.018144965171813965,684,1.7399648427963257
186000,0.005145046394318342,9300,-0.9909253120422363,684,1.6379306316375732
188000,0.002905644476413727,9400,0.06468707323074341,684,1.6642122268676758
190000,0.1802818328142166,9500,0.030464649200439453,684,1.680628776550293
192000,0.0224682055413723,9600,0.03823059797286987,684,1.5086510181427002
194000,0.0009955260902643204,9700,0.05309760570526123,684,1.6327530145645142
196000,0.0810108557343483,9800,0.0397070050239563,684,1.662060022354126
198000,0.03928866237401962,9900,0.04678463935852051,684,1.6498949527740479
200000,0.0034904282074421644,10000,0.05359238386154175,684,1.7356983423233032
202000,0.12142250686883926,10100,0.06985980272293091,685,1.7656387090682983
204000,0.02158300019800663,10200,0.08244025707244873,685,1.7537715435028076
206000,0.024073537439107895,10300,-0.010015368461608887,685,1.7885682582855225
208000,0.1631896197795868,10400,0.023685216903686523,685,1.7546039819717407
210000,0.061113230884075165,10500,0.03148263692855835,685,1.7221702337265015
212000,0.007838656194508076,10600,-0.25834131240844727,685,1.75872802734375
214000,0.007839500904083252,10700,-9.241376876831055,685,1.7530826330184937
216000,0.04126351326704025,10800,0.08139032125473022,685,1.7855656147003174
218000,0.002139186719432473,10900,0.5694411396980286,685,1.7540168762207031
220000,0.00885486975312233,11000,-3.302414894104004,685,1.7331081628799438
222000,0.002063050866127014,11100,-0.5402998924255371,685,1.73210871219635
224000,0.021103113889694214,11200,0.10621440410614014,685,1.7660166025161743
226000,0.0004551218880806118,11300,0.569006621837616,685,1.7761367559432983
228000,0.0020374790765345097,11400,0.2532637119293213,685,1.7830827236175537
230000,0.08103810250759125,11500,0.0479164719581604,686,1.777631163597107
232000,0.005250335671007633,11600,-3.834247589111328,686,1.778236746788025
234000,0.14338542520999908,11700,0.26791393756866455,686,1.7650625705718994
236000,0.015565574169158936,11800,0.5162063539028168,686,1.760038137435913
238000,0.05235952138900757,11900,0.5205839574337006,686,1.7317707538604736
240000,0.1455289125442505,12000,0.08614623546600342,686,1.7670930624008179
242000,0.013171511702239513,12100,-4.938360691070557,686,1.7834666967391968
244000,0.03357648476958275,12200,0.5853208899497986,686,1.7797073125839233
246000,0.00910145603120327,12300,0.8709766119718552,686,1.763145089149475
248000,0.09591276943683624,12400,0.21755093336105347,686,1.7574312686920166
250000,0.0593704991042614,12500,0.5930327773094177,686,1.7478902339935303
252000,0.01853974349796772,12600,0.7490953207015991,686,1.7765071392059326
254000,0.04754938185214996,12700,0.832598090171814,686,1.7697370052337646
256000,0.012386957183480263,12800,0.9032268077135086,686,1.7791038751602173
258000,0.2120780646800995,12900,0.12491858005523682,685,1.778987169265747
260000,0.014456994831562042,13000,-1.6048736572265625,685,1.7646229267120361
262000,0.020373322069644928,13100,0.7820896804332733,685,1.7684669494628906
264000,0.038267187774181366,13200,0.8188788592815399,685,1.7674928903579712
266000,0.03962678462266922,13300,-1.2236037254333496,685,1.772693395614624
268000,0.013511213473975658,13400,-0.7397381067276001,685,1.7702585458755493
270000,0.0168201494961977,13500,0.8476215749979019,685,1.7740367650985718
272000,0.0027944748289883137,13600,-0.8146991729736328,685,1.7680116891860962
274000,0.029072243720293045,13700,0.30538302659988403,685,1.7749497890472412
276000,0.16889192163944244,13800,-0.36260509490966797,685,1.7640674114227295
278000,0.011192183010280132,13900,0.7460644543170929,685,1.7557319402694702
280000,0.032679177820682526,14000,0.4944404363632202,685,1.7673940658569336
282000,0.04573381319642067,14100,0.47641491889953613,685,1.781069040298462
284000,0.0027517362032085657,14200,0.9491924829781055,685,1.7742459774017334
286000,0.0733361691236496,14300,0.3204364776611328,685,1.77853524684906
288000,0.0005449515301734209,14400,-0.7621712684631348,685,1.7850286960601807
290000,0.022714972496032715,14500,0.38415175676345825,685,1.7835500240325928
292000,0.006568631622940302,14600,0.4135130047798157,685,1.783923864364624
294000,0.004064510576426983,14700,0.8938875943422318,685,1.7776161432266235
296000,0.0007186284055933356,14800,0.8737467974424362,685,1.77713942527771
298000,0.024891775101423264,14900,0.5825718343257904,685,1.7724511623382568
300000,0.021215161308646202,15000,0.677712619304657,685,1.7630573511123657
302000,0.09786494076251984,15100,0.7005405426025391,685,1.7657148838043213
304000,0.02726295217871666,15200,0.7411274313926697,685,1.780261754989624
306000,0.004038169980049133,15300,0.20242851972579956,686,1.7889102697372437
308000,0.024829337373375893,15400,0.7136716246604919,686,1.7884223461151123
310000,0.0067504956386983395,15500,0.8823254704475403,686,1.78781259059906
312000,0.006966331508010626,15600,0.0015690326690673828,686,1.7859690189361572
314000,0.0458337664604187,15700,0.5369764268398285,686,1.789676308631897
316000,0.018834128975868225,15800,0.6436531841754913,686,1.7878379821777344
318000,0.00466940039768815,15900,-0.49917685985565186,686,1.7905362844467163
320000,0.05717189237475395,16000,0.5817278921604156,686,1.7898229360580444
322000,0.0035133499186486006,16100,-3.148484706878662,686,1.7858072519302368
324000,0.00893090758472681,16200,0.7076728343963623,686,1.7755467891693115
326000,0.01274455338716507,16300,0.6763754487037659,686,1.773006796836853
328000,0.01890469714999199,16400,-0.6168270111083984,686,1.7670934200286865
330000,0.010253772139549255,16500,0.8064511567354202,686,1.7637687921524048
332000,0.003347205463796854,16600,0.13662058115005493,686,1.7587522268295288
334000,0.011820392683148384,16700,0.4719284772872925,686,1.7749049663543701
336000,0.0007129781879484653,16800,0.9055462926626205,686,1.7831404209136963
338000,0.0009996768785640597,16900,0.972809188067913,686,1.781317949295044
340000,0.018169909715652466,17000,0.41210120916366577,686,1.7846763134002686
342000,0.040285006165504456,17100,0.3020007014274597,686,1.7784143686294556
344000,0.001889492035843432,17200,0.9374979138374329,686,1.7831523418426514
346000,0.057163942605257034,17300,0.06238865852355957,686,1.7902090549468994
348000,0.0006729530286975205,17400,0.9827474821358919,686,1.7842509746551514
350000,0.0014149573398754,17500,0.5137869417667389,686,1.7877521514892578
352000,0.006542646791785955,17600,0.9624990709125996,686,1.7708215713500977
354000,0.002589559182524681,17700,-0.31097280979156494,686,1.7877117395401
356000,0.0035713643301278353,17800,0.7287700772285461,686,1.7872616052627563
358000,0.0035269916988909245,17900,0.2600686550140381,686,1.7824172973632812
360000,0.008697044104337692,18000,0.8393761962652206,686,1.7858121395111084
362000,0.012832002714276314,18100,0.844031035900116,686,1.7841707468032837
364000,0.0033496126998215914,18200,0.36379170417785645,686,1.784117341041565
366000,0.0026082289405167103,18300,0.7940707057714462,686,1.767472505569458
368000,0.0463094599545002,18400,0.09560710191726685,686,1.7897201776504517
370000,0.12573881447315216,18500,-0.043998122215270996,686,1.7843363285064697
372000,0.3634966015815735,18600,0.29188764095306396,686,1.7698808908462524
374000,0.019920285791158676,18700,0.7310527563095093,686,1.7699016332626343
376000,0.006752780172973871,18800,0.9051371142268181,686,1.7617861032485962
378000,0.006607815623283386,18900,0.7761587500572205,686,1.7754608392715454
380000,0.008769497275352478,19000,0.8803861886262894,686,1.7596557140350342
382000,0.1177215725183487,19100,-0.3460782766342163,686,1.7768224477767944
384000,0.010880151763558388,19200,0.9210811033844948,686,1.7772800922393799
386000,0.0031707920134067535,19300,0.8487045019865036,687,1.7583608627319336
388000,0.0027218773029744625,19400,0.9413209445774555,686,1.756303071975708
390000,0.000526999298017472,19500,0.9606954865157604,686,1.7613023519515991
392000,0.005997654516249895,19600,0.9163040071725845,687,1.7581384181976318
394000,0.013407759368419647,19700,0.6471838057041168,687,1.7642236948013306
396000,0.011819778010249138,19800,0.4045407176017761,687,1.7716232538223267
398000,0.0014764934312552214,19900,0.5909381806850433,687,1.7776768207550049
400000,0.019936004653573036,20000,0.798534631729126,686,1.7827274799346924
402000,0.006212945561856031,20100,0.4751260280609131,687,1.779127836227417
404000,0.008151265792548656,20200,0.8744204640388489,686,1.7835605144500732
406000,0.03165017440915108,20300,0.392109215259552,687,1.7843341827392578
408000,0.002635450102388859,20400,0.9026979580521584,687,1.7803014516830444
410000,0.01516095269471407,20500,0.9249560087919235,687,1.7771495580673218
412000,0.02207803912460804,20600,0.6352789103984833,687,1.7754089832305908
414000,0.001078775734640658,20700,0.38204777240753174,687,1.7794313430786133
416000,0.11610303819179535,20800,-0.0749276876449585,687,1.7779302597045898
418000,0.005380875896662474,20900,-0.7129000425338745,687,1.7688642740249634
420000,0.010361016727983952,21000,0.5227526724338531,687,1.7765642404556274
422000,0.004687371663749218,21100,0.49280887842178345,687,1.7647435665130615
424000,0.0025552224833518267,21200,0.9488481171429157,687,1.7682521343231201
426000,0.00419909181073308,21300,0.3964869976043701,687,1.7721052169799805
428000,0.004702812992036343,21400,0.7288407683372498,687,1.7738573551177979
430000,0.005707691889256239,21500,0.4176187515258789,687,1.7773847579956055
432000,0.01898675039410591,21600,0.7024874091148376,687,1.7626068592071533
434000,0.04758726805448532,21700,0.36714524030685425,687,1.7499641180038452
436000,0.003404938383027911,21800,0.37506139278411865,687,1.7807636260986328
438000,0.0015027978224679828,21900,0.9416174218058586,687,1.7750173807144165
440000,0.08765017241239548,22000,0.25613462924957275,687,1.7580687999725342
442000,0.03645939379930496,22100,-0.49678564071655273,687,1.762718915939331
444000,0.061909615993499756,22200,0.7516888827085495,687,1.7566391229629517
446000,0.0030635029543191195,22300,0.5729386210441589,687,1.7491121292114258
448000,0.016644060611724854,22400,0.25706595182418823,687,1.7358719110488892
450000,0.01137475110590458,22500,0.7876022160053253,687,1.7169269323349
452000,0.0029265203047543764,22600,0.9582573808729649,687,1.7728595733642578
454000,0.007206372916698456,22700,0.8599926084280014,687,1.7632110118865967
456000,0.010926410555839539,22800,-1.469440221786499,687,1.7672897577285767
458000,0.008893725462257862,22900,0.7913841754198074,687,1.764934778213501
460000,0.07975198328495026,23000,0.20589500665664673,687,1.783604383468628
462000,0.0012605235679075122,23100,0.9840824417769909,687,1.7533193826675415
464000,0.007800576742738485,23200,0.8205622285604477,687,1.7577400207519531
466000,0.004542239010334015,23300,0.9453338459134102,687,1.7360448837280273
468000,0.0021495670080184937,23400,0.7563648670911789,687,1.7753721475601196
470000,0.008478178642690182,23500,0.8697384297847748,687,1.7605518102645874
472000,0.08284974098205566,23600,0.5242017507553101,687,1.7758300304412842
474000,0.004999424330890179,23700,0.9583907686173916,687,1.7666432857513428
476000,0.0048217084258794785,23800,0.8646680861711502,687,1.751610517501831
478000,0.0028720770496875048,23900,0.9119639247655869,687,1.7645931243896484
480000,0.016143126413226128,24000,0.7876603305339813,687,1.744516134262085
482000,0.005725345574319363,24100,0.9330712258815765,687,1.7670009136199951
484000,0.06049836426973343,24200,0.46968263387680054,688,1.7361927032470703
486000,0.0099233603104949,24300,0.7080867290496826,688,1.7587974071502686
488000,0.03537321463227272,24400,0.5318285822868347,688,1.7477836608886719
490000,0.00483862217515707,24500,0.9468667581677437,688,1.7333475351333618
492000,0.002916370052844286,24600,-0.04896748065948486,688,1.7720301151275635
494000,0.002343669068068266,24700,0.9672529883682728,688,1.7273685932159424
496000,0.0264450516551733,24800,0.7854650914669037,688,1.7543060779571533
498000,0.0026286691427230835,24900,0.9835056886076927,688,1.7638490200042725
500000,0.0035313409753143787,25000,0.823855847120285,688,1.7577388286590576
502000,0.03508229926228523,25100,0.4304751753807068,688,1.7487542629241943
504000,0.008380462415516376,25200,0.9341588988900185,688,1.6918201446533203
506000,0.003557178657501936,25300,0.9830099530518055,688,1.727956771850586
508000,0.005092008505016565,25400,0.9885780652984977,688,1.6975263357162476
510000,0.005787055939435959,25500,0.9527890160679817,688,1.6536388397216797
512000,0.01373415905982256,25600,0.6811769604682922,688,1.697900414466858
514000,0.029069334268569946,25700,0.6347600519657135,688,1.6813446283340454
516000,0.01936490833759308,25800,0.8787813857197762,688,1.6717536449432373
518000,0.0025560944341123104,25900,0.37595778703689575,688,1.6859416961669922
520000,0.014621980488300323,26000,0.8502908498048782,688,1.672824501991272
522000,0.002471592742949724,26100,0.8487769812345505,688,1.66815185546875
524000,0.01356117706745863,26200,0.7292879223823547,688,1.6324650049209595
526000,0.0034730874467641115,26300,0.9466806277632713,688,1.6894500255584717
528000,0.008865443989634514,26400,0.9200734198093414,688,1.7188116312026978
530000,0.02659010887145996,26500,0.6605857908725739,688,1.7566585540771484
532000,0.0019795778207480907,26600,0.9397165067493916,688,1.6579316854476929
534000,0.015427124686539173,26700,0.7013006806373596,688,1.6849216222763062
536000,0.019948221743106842,26800,0.7907054722309113,688,1.6375789642333984
538000,0.006949826143682003,26900,0.9754413720220327,688,1.7080574035644531
540000,0.006324312184005976,27000,0.8549755662679672,688,1.688559889793396
542000,0.008030034601688385,27100,0.8945271149277687,688,1.6289551258087158
544000,0.005820829886943102,27200,0.852679893374443,688,1.6686756610870361
546000,0.005015771836042404,27300,0.820825383067131,688,1.734898328781128
548000,0.005866776220500469,27400,0.9288763925433159,688,1.7366756200790405
550000,0.0033245321828871965,27500,0.9665837995707989,688,1.7010257244110107
552000,0.0008081503910943866,27600,0.9979262808337808,688,1.7256969213485718
554000,0.010092516429722309,27700,0.972474766895175,688,1.7404155731201172
556000,0.004674028605222702,27800,0.8923917859792709,688,1.7058128118515015
558000,0.003221405204385519,27900,0.8821059465408325,688,1.7619922161102295
560000,0.011322763748466969,28000,0.8595440238714218,688,1.741192102432251
562000,0.017796780914068222,28100,0.5240478217601776,688,1.753902792930603
564000,0.010527276434004307,28200,0.7410244941711426,688,1.7413902282714844
566000,0.007844115607440472,28300,0.6511492431163788,688,1.7782506942749023
568000,0.003823756007477641,28400,0.9181955307722092,688,1.7681801319122314
570000,0.012555411085486412,28500,0.6494961082935333,688,1.778465986251831
572000,0.01103696133941412,28600,0.133012056350708,688,1.7667995691299438
574000,0.002643532818183303,28700,0.947946310043335,688,1.749225378036499
576000,0.011825988069176674,28800,0.9359968975186348,688,1.7703704833984375
578000,0.01914888806641102,28900,0.7379142940044403,688,1.7483415603637695
580000,0.00539491418749094,29000,0.10191494226455688,688,1.7610597610473633
582000,0.0030217813327908516,29100,0.8148356527090073,688,1.723012924194336
584000,0.01440275739878416,29200,0.24066787958145142,688,1.7641788721084595
586000,0.0011885662097483873,29300,0.929319329559803,688,1.764870047569275
588000,0.007703307084739208,29400,0.5870850086212158,688,1.7710645198822021
590000,0.010725363157689571,29500,0.9182682782411575,688,1.7622063159942627
592000,0.006850910373032093,29600,0.8816919401288033,688,1.7588545083999634
594000,0.01136654894798994,29700,0.4943811297416687,688,1.7766700983047485
596000,0.005610636901110411,29800,0.953414011746645,688,1.774107575416565
598000,0.01605978235602379,29900,0.7474859356880188,688,1.782431960105896
600000,0.028159350156784058,30000,0.5543188750743866,688,1.7831445932388306
602000,0.004543881863355637,30100,0.9507490321993828,688,1.7780799865722656
604000,0.004708236549049616,30200,0.9862682837992907,688,1.769554853439331
606000,0.25365251302719116,30300,0.02945077419281006,688,1.775560975074768
608000,0.010232334025204182,30400,0.8581711500883102,688,1.7663131952285767
610000,0.002587937982752919,30500,0.9278238415718079,688,1.7635694742202759
612000,0.0044855643063783646,30600,0.9778582118451595,688,1.7715089321136475
614000,0.033937208354473114,30700,0.8520513623952866,688,1.7681751251220703
616000,0.0016480829799547791,30800,0.9891344159841537,688,1.7696559429168701
618000,0.012698176316916943,30900,0.8023155927658081,688,1.7533645629882812
620000,0.0052384911105036736,31000,0.8997859433293343,688,1.7636715173721313
622000,0.016596905887126923,31100,0.28209859132766724,688,1.7647708654403687
624000,0.05682078003883362,31200,-1.7478973865509033,688,1.7340080738067627
626000,0.010187091305851936,31300,0.6830790638923645,688,1.7470455169677734
628000,0.03285529464483261,31400,0.7011261582374573,688,1.7560176849365234
630000,0.002292654011398554,31500,0.9909783340990543,688,1.757616400718689
632000,0.007516901940107346,31600,0.8996892273426056,688,1.7518974542617798
634000,0.11137695610523224,31700,0.6325786709785461,688,1.7583242654800415
636000,0.011248001828789711,31800,0.8559884577989578,688,1.7511508464813232
638000,0.0032421350479125977,31900,0.9837984777987003,688,1.7428162097930908
640000,0.006124426145106554,32000,0.9074772074818611,688,1.7392886877059937
642000,0.003471025498583913,32100,0.8631687462329865,688,1.7567365169525146
644000,0.002483525313436985,32200,0.951131459325552,688,1.7430251836776733
646000,0.00592926936224103,32300,0.9265303909778595,688,1.758691430091858
648000,0.0029793023131787777,32400,0.984111912548542,688,1.7433736324310303
650000,0.010682828724384308,32500,0.9750551823526621,688,1.7672017812728882
652000,0.010766836814582348,32600,0.8163428157567978,688,1.7500165700912476
654000,0.001936091692186892,32700,0.9661437459290028,688,1.7652442455291748
656000,0.09278148412704468,32800,0.07712829113006592,688,1.7431882619857788
658000,0.0009082647738978267,32900,0.9915866646915674,688,1.7571754455566406
660000,0.0016675880178809166,33000,0.9914887025952339,688,1.7568209171295166
662000,0.004261478316038847,33100,0.8052708357572556,688,1.7509361505508423
664000,0.00800036359578371,33200,0.9286620393395424,688,1.7004950046539307
666000,0.01144239492714405,33300,0.9738599173724651,688,1.7404651641845703
668000,0.010047093033790588,33400,0.8206539154052734,688,1.6881622076034546
670000,0.011615632101893425,33500,0.8679468929767609,687,1.722665786743164
672000,0.0015551953110843897,33600,0.9599205479025841,687,1.6943552494049072
674000,0.0007060271454975009,33700,0.9851236389949918,687,1.7668460607528687
676000,0.004737471230328083,33800,0.9275270104408264,687,1.7531589269638062
678000,0.0010863050119951367,33900,0.9310407787561417,687,1.7790800333023071
680000,0.0037429563235491514,34000,0.6472624242305756,687,1.761589765548706
682000,0.00542404456064105,34100,0.6645642817020416,687,1.7650806903839111
684000,0.004364460241049528,34200,0.9319148361682892,687,1.752007246017456
686000,0.024190757423639297,34300,0.7812088429927826,687,1.7545201778411865
688000,0.0020067174918949604,34400,0.9836643077433109,687,1.7581065893173218
690000,0.008905073627829552,34500,0.9270256012678146,687,1.769294023513794
692000,0.0039008762687444687,34600,0.8752573132514954,687,1.7586475610733032
694000,0.04325917363166809,34700,0.7129321098327637,687,1.7460170984268188
696000,0.08184068650007248,34800,0.14090484380722046,687,1.7698332071304321
698000,0.005903414450585842,34900,0.9611920639872551,687,1.7625535726547241
700000,0.0019976950716227293,35000,0.9725831132382154,687,1.7478618621826172
702000,0.0040468573570251465,35100,0.9484993368387222,687,1.7796351909637451
704000,0.0015310596209019423,35200,0.7441459000110626,687,1.7821142673492432
706000,0.12773916125297546,35300,0.5379262268543243,687,1.7838914394378662
708000,0.008887756615877151,35400,0.6861705780029297,687,1.783736228942871
710000,0.002432275330647826,35500,0.9696899726986885,687,1.7806928157806396
712000,0.0048942058347165585,35600,0.9505125321447849,687,1.7767518758773804
714000,0.07427363097667694,35700,-0.0942831039428711,687,1.7601486444473267
716000,0.0049231406301259995,35800,0.9894512174651027,687,1.7719205617904663
718000,0.015800338238477707,35900,0.8276287168264389,687,1.7788575887680054
720000,0.004555446095764637,36000,0.7916445136070251,687,1.763986349105835
722000,0.002858149353414774,36100,0.9623477943241596,687,1.756644606590271
724000,0.21497531235218048,36200,0.35873186588287354,687,1.726819634437561
726000,0.003923352807760239,36300,0.9304702952504158,687,1.7726614475250244
728000,0.0036700565833598375,36400,0.9446083381772041,687,1.758681058883667
730000,0.00317652290686965,36500,0.8954821825027466,687,1.7667570114135742
732000,0.007587494794279337,36600,0.9454979933798313,687,1.7564512491226196
734000,0.012623129412531853,36700,0.9187508597970009,687,1.757549524307251
736000,0.00906212069094181,36800,0.9137735441327095,687,1.7554032802581787
738000,0.013951683416962624,36900,0.8163899034261703,687,1.7578130960464478
740000,0.0033855936489999294,37000,0.974717753008008,687,1.7805179357528687
742000,0.005420328583568335,37100,0.8155221343040466,687,1.7639667987823486
744000,0.0020173718221485615,37200,0.9502903074026108,687,1.7804067134857178
746000,0.0018131366232410073,37300,0.9635249897837639,687,1.7733566761016846
748000,0.005079237744212151,37400,-0.12907326221466064,687,1.7772395610809326
750000,0.00457890797406435,37500,0.8995182812213898,687,1.759744644165039
752000,0.006938283331692219,37600,0.8913541883230209,687,1.7726627588272095
754000,0.004264377988874912,37700,0.6846501529216766,687,1.7769975662231445
756000,0.024008426815271378,37800,0.7407240271568298,687,1.771519422531128
758000,0.006915968842804432,37900,0.8419835418462753,687,1.766373634338379
760000,0.005685730371624231,38000,0.7877807915210724,687,1.7745195627212524
762000,0.003983857575803995,38100,0.9753576293587685,687,1.7809175252914429
764000,0.006147641222923994,38200,0.9452398419380188,687,1.753998041152954
766000,0.002646936569362879,38300,0.9687526617199183,687,1.7720352411270142
768000,0.014515195973217487,38400,0.944896288216114,687,1.7782809734344482
770000,0.0011910325847566128,38500,0.7945036292076111,687,1.7751338481903076
772000,0.0036699913907796144,38600,0.9222556203603745,687,1.7851505279541016
774000,0.01112603209912777,38700,0.8495581895112991,687,1.7802212238311768
776000,0.011770347133278847,38800,0.9006238728761673,687,1.7828962802886963
778000,0.017920641228556633,38900,0.8657741248607635,687,1.7657781839370728
780000,0.0026517976075410843,39000,0.9823818057775497,687,1.7727737426757812
782000,0.0021156813018023968,39100,0.12937742471694946,687,1.7849607467651367
784000,0.007379087619483471,39200,0.9186756312847137,687,1.771396279335022
786000,0.006782063283026218,39300,0.8942707404494286,687,1.7748178243637085
788000,0.011250314302742481,39400,0.7631158381700516,687,1.7762510776519775
790000,0.005907793529331684,39500,0.5501559674739838,687,1.7608530521392822
