value_loss,nupdates,fps,explained_variance,total_timesteps,policy_entropy
0.006911697797477245,39800,777,0.9298448041081429,796000,1.7824428081512451
0.013128353282809258,39900,777,0.8945351243019104,798000,1.7882287502288818
0.006698783487081528,40000,777,0.9031088501214981,800000,1.7875778675079346
0.001892976462841034,40100,777,0.9595634937286377,802000,1.78887140750885
0.00374205713160336,40200,777,0.9833212438970804,804000,1.787233591079712
0.008577694185078144,40300,777,0.7144795358181,806000,1.7834020853042603
0.006655775010585785,40400,777,0.6509152948856354,808000,1.7902157306671143
0.001517542521469295,40500,777,0.9799857027828693,810000,1.7904354333877563
0.0017134633380919695,40600,777,0.9802586380392313,812000,1.7884066104888916
0.0028715538792312145,40700,777,0.9089390113949776,814000,1.787323236465454
0.01843930035829544,40800,777,0.7761612385511398,816000,1.7748075723648071
0.025721970945596695,40900,777,0.9420907683670521,818000,1.7885595560073853
0.12854699790477753,41000,777,0.619868665933609,820000,1.789499282836914
0.02162502333521843,41100,777,0.8181686252355576,822000,1.7863490581512451
0.005882365629076958,41200,777,0.9551114700734615,824000,1.7903544902801514
0.018600618466734886,41300,777,0.8784694001078606,826000,1.7838720083236694
0.009140866808593273,41400,777,0.7118295133113861,828000,1.7896850109100342
0.0017474780324846506,41500,777,0.9946619318798184,830000,1.7805507183074951
0.01924056187272072,41600,777,0.829016923904419,832000,1.783953309059143
0.021331598982214928,41700,777,0.9076373502612114,834000,1.7730581760406494
0.0026924603153020144,41800,777,0.9757242277264595,836000,1.7730464935302734
0.0033357099164277315,41900,777,0.9502798393368721,838000,1.7876081466674805
0.006089502479881048,42000,777,0.9469195790588856,840000,1.7699012756347656
0.0022713192738592625,42100,777,0.8707943558692932,842000,1.7736469507217407
0.0034715228248387575,42200,777,0.9879331924021244,844000,1.7739200592041016
0.011411530897021294,42300,777,0.9175497144460678,846000,1.775569200515747
0.005129451397806406,42400,777,0.9626793265342712,848000,1.7753305435180664
0.0032153830397874117,42500,777,0.9800859186798334,850000,1.7706152200698853
0.003592978697270155,42600,777,0.9016594141721725,852000,1.7669403553009033
0.012653673999011517,42700,777,0.6506155431270599,854000,1.779772162437439
0.04158329218626022,42800,777,-2.2268426418304443,856000,1.7677452564239502
0.009298437274992466,42900,777,0.779997929930687,858000,1.7775119543075562
0.0010889217955991626,43000,777,0.9754990469664335,860000,1.7734531164169312
0.0020163333974778652,43100,777,0.9099100008606911,862000,1.7878652811050415
0.0017459479859098792,43200,777,0.9859116952866316,864000,1.7891563177108765
0.0032882182858884335,43300,777,0.9749143421649933,866000,1.7745962142944336
0.0017522784182801843,43400,777,0.9525280892848969,868000,1.7502235174179077
0.003004118101671338,43500,777,0.9766184780746698,870000,1.7617323398590088
0.0031312392093241215,43600,777,0.9345538690686226,872000,1.7838735580444336
0.025362711399793625,43700,777,0.9284318685531616,874000,1.7811447381973267
0.007296151015907526,43800,777,0.9178233593702316,876000,1.7830699682235718
0.00140940654091537,43900,777,0.6796188652515411,878000,1.7683513164520264
0.008175834082067013,44000,777,0.8441896140575409,880000,1.7747199535369873
0.010464419610798359,44100,777,0.7025484144687653,882000,1.7640559673309326
0.0015010975766927004,44200,777,0.9710545018315315,884000,1.774186372756958
0.009346125647425652,44300,777,0.5694640576839447,886000,1.76532781124115
0.009609808214008808,44400,777,0.9084932282567024,888000,1.781468391418457
0.03278661146759987,44500,777,0.10015827417373657,890000,1.7760002613067627
0.0029658093117177486,44600,777,0.9366272240877151,892000,1.7786486148834229
0.009762601926922798,44700,777,0.6211175322532654,894000,1.7260839939117432
0.013733923435211182,44800,777,0.34225988388061523,896000,1.7511060237884521
0.0032182238064706326,44900,777,0.8170227259397507,898000,1.7562921047210693
0.006238932255655527,45000,777,0.9803426507860422,900000,1.7504498958587646
0.0017107867170125246,45100,777,0.9947780072689056,902000,1.7551155090332031
0.002619978738948703,45200,777,0.9880843088030815,904000,1.7511253356933594
0.013502081856131554,45300,777,0.9314981177449226,906000,1.7120187282562256
0.018554506823420525,45400,777,0.8175036907196045,908000,1.7494033575057983
0.027483869343996048,45500,777,0.9047739654779434,910000,1.7717769145965576
0.0026417640037834644,45600,777,0.9209250286221504,912000,1.7601312398910522
