#{"t_start": 1525486389.9075553, "env_id": "PongNoFrameskip-v4"}
r,l,t,i
-21.0,916,5.351288,915
-20.0,954,8.80437,1869
-21.0,861,11.954497,2730
-20.0,927,16.273605,3657
-21.0,841,20.498523,4498
-21.0,882,25.213451,5380
-20.0,945,30.107373,6325
-20.0,988,35.270091,7313
-21.0,819,39.527935,8132
-20.0,861,43.941396,8993
-19.0,1129,49.862862,10122
-19.0,1215,56.121961,11337
-19.0,932,61.005462,12269
-20.0,1066,66.497185,13335
-20.0,967,71.484914,14302
-20.0,832,75.824909,15134
-21.0,757,79.733526,15891
-21.0,758,83.751686,16649
-21.0,1113,89.556944,17762
-21.0,910,94.264823,18672
-21.0,850,98.699661,19522
-20.0,941,103.539689,20463
-21.0,898,108.241295,21361
-20.0,899,112.929697,22260
-21.0,803,117.139267,23063
-20.0,1035,122.56249,24098
-20.0,866,127.046721,24964
-20.0,917,131.836645,25881
-21.0,865,136.287731,26746
-20.0,914,140.980175,27660
-18.0,1010,146.209545,28670
-19.0,929,150.909678,29599
-19.0,1102,156.511375,30701
-19.0,1045,161.9015,31746
-20.0,986,166.917704,32732
-20.0,958,171.937868,33690
-21.0,956,176.956699,34646
-21.0,815,181.228452,35461
-20.0,990,186.228386,36451
-21.0,850,190.615257,37301
-20.0,859,194.983495,38160
-19.0,1068,200.473255,39228
-21.0,882,204.989197,40110
-20.0,1016,210.357239,41126
-20.0,914,215.040932,42040
-21.0,909,219.725211,42949
-21.0,908,224.390418,43857
-21.0,894,228.985286,44751
-19.0,1096,234.628991,45847
-21.0,879,239.263015,46726
-21.0,782,243.343129,47508
-20.0,923,248.036519,48431
-20.0,942,252.98315,49373
-21.0,1064,258.507313,50437
-18.0,1140,264.422863,51577
-19.0,1069,269.98693,52646
-21.0,821,274.221531,53467
-19.0,990,279.349675,54457
-21.0,1089,284.99384,55546
-21.0,819,289.187311,56365
-19.0,934,293.970654,57299
-20.0,836,298.215633,58135
-19.0,944,303.028623,59079
-21.0,984,308.04815,60063
-20.0,963,312.90217,61026
-19.0,1040,318.220866,62066
-21.0,866,322.676963,62932
-20.0,834,326.952911,63766
-21.0,972,331.941488,64738
-21.0,849,336.253929,65587
-21.0,885,340.794774,66472
-21.0,792,344.861057,67264
-21.0,912,349.546891,68176
-20.0,831,353.742565,69007
-20.0,1068,359.247685,70075
-20.0,922,364.012519,70997
-21.0,943,368.847953,71940
-21.0,910,373.560808,72850
-21.0,954,378.56072,73804
-17.0,1167,384.477284,74971
-21.0,869,388.970416,75840
-20.0,853,393.460868,76693
-20.0,919,398.176719,77612
-20.0,952,403.136594,78564
-20.0,978,408.245212,79542
-21.0,965,413.227264,80507
-20.0,953,418.154174,81460
-21.0,942,422.967941,82402
-21.0,913,427.723779,83315
-20.0,961,432.648028,84276
-18.0,1133,438.515053,85409
-20.0,859,442.901814,86268
-20.0,1019,448.193222,87287
-20.0,872,452.609423,88159
-21.0,788,456.680626,88947
-21.0,884,461.187769,89831
-21.0,819,465.412429,90650
-21.0,807,469.536667,91457
-20.0,867,474.081885,92324
-21.0,1013,479.300753,93337
-21.0,913,483.935065,94250
-20.0,1197,490.167928,95447
-21.0,851,494.568768,96298
-20.0,1020,499.781726,97318
-20.0,1098,505.459608,98416
-20.0,1016,510.711593,99432
-21.0,818,514.918369,100250
-21.0,901,519.512673,101151
-20.0,836,523.788102,101987
-20.0,1011,529.005013,102998
-20.0,920,533.69338,103918
-21.0,824,537.916012,104742
-20.0,1035,543.253242,105777
