#{"t_start": 1525486390.114848, "env_id": "PongNoFrameskip-v4"}
r,l,t,i
-20.0,987,5.405606,986
-21.0,941,8.80283,1927
-20.0,980,12.468552,2907
-21.0,785,16.318554,3692
-21.0,988,21.298486,4680
-20.0,838,25.767036,5518
-21.0,883,30.294365,6401
-20.0,1130,36.216719,7531
-21.0,823,40.453756,8354
-21.0,807,44.634664,9161
-19.0,1137,50.590749,10298
-21.0,815,54.758158,11113
-21.0,863,59.267933,11976
-20.0,1109,65.03912,13085
-21.0,776,69.01477,13861
-19.0,1173,75.085545,15034
-21.0,999,80.28905,16033
-21.0,878,84.91665,16911
-19.0,913,89.684685,17824
-20.0,1131,95.541441,18955
-20.0,842,99.910566,19797
-20.0,862,104.361619,20659
-21.0,895,109.045454,21554
-19.0,963,114.066495,22517
-20.0,856,118.607051,23373
-20.0,1034,123.960733,24407
-20.0,881,128.578012,25288
-20.0,978,133.588272,26266
-21.0,996,138.725654,27262
-21.0,761,142.695564,28023
-20.0,892,147.260561,28915
-21.0,820,151.366831,29735
-18.0,1269,157.907004,31004
-19.0,1088,163.469046,32092
-21.0,779,167.404869,32871
-21.0,823,171.769116,33694
-20.0,1083,177.417864,34777
-20.0,1002,182.640948,35779
-21.0,819,186.795585,36598
-21.0,791,190.881941,37389
-20.0,957,195.741096,38346
-21.0,821,199.939448,39167
-19.0,964,204.90374,40131
-20.0,979,210.029767,41110
-21.0,866,214.492158,41976
-21.0,912,219.2142,42888
-21.0,864,223.618884,43752
-21.0,899,228.256366,44651
-21.0,900,232.931333,45551
-20.0,897,237.597734,46448
-21.0,787,241.708035,47235
-19.0,964,246.634471,48199
-17.0,1148,252.603165,49347
-18.0,1073,258.207485,50420
-20.0,832,262.534342,51252
-20.0,869,266.971713,52121
-20.0,1066,272.543432,53187
-21.0,844,276.891093,54031
-20.0,952,281.849587,54983
-21.0,824,286.092635,55807
-20.0,913,290.786104,56720
-21.0,849,295.167637,57569
-20.0,1110,300.799581,58679
-20.0,901,305.425354,59580
-21.0,821,309.57349,60401
-20.0,831,313.765946,61232
-21.0,826,317.959759,62058
-19.0,1073,323.485732,63131
-20.0,899,328.092951,64030
-21.0,825,332.360569,64855
-20.0,915,336.985809,65770
-19.0,1094,342.585181,66864
-21.0,835,346.893915,67699
-20.0,1101,352.480374,68800
-19.0,926,357.223552,69726
-21.0,937,362.058665,70663
-20.0,839,366.358039,71502
-21.0,791,370.470044,72293
-20.0,921,375.288841,73214
-20.0,837,379.591111,74051
-21.0,818,383.701651,74869
-21.0,989,388.857186,75858
-21.0,820,393.145972,76678
-21.0,910,397.83519,77588
-21.0,911,402.56011,78499
-20.0,934,407.4317,79433
-20.0,836,411.744198,80269
-19.0,1093,417.414199,81362
-20.0,901,422.037769,82263
-21.0,789,426.129152,83052
-21.0,820,430.410861,83872
-20.0,895,434.940847,84767
-21.0,777,439.020807,85544
-20.0,914,443.678518,86458
-21.0,865,448.140524,87323
-21.0,936,452.93184,88259
-20.0,923,457.653882,89182
-21.0,970,462.606839,90152
-20.0,929,467.369202,91081
-19.0,1122,473.18365,92203
-21.0,806,477.372009,93009
-18.0,1329,484.169189,94338
-21.0,851,488.601277,95189
-21.0,782,492.635414,95971
-18.0,1132,498.459369,97103
-21.0,847,502.840502,97950
-20.0,1017,508.07385,98967
-21.0,804,512.216069,99771
-19.0,972,517.176543,100743
-19.0,1232,523.504242,101975
-21.0,839,527.833395,102814
-21.0,879,532.376376,103693
-21.0,962,537.245717,104655
-21.0,841,541.589645,105496
-21.0,806,545.679698,106302
-20.0,939,550.553721,107241
-21.0,914,555.1657,108155
-21.0,856,559.609627,109011
-21.0,781,563.67236,109792
-21.0,818,567.837839,110610
-20.0,981,572.859601,111591
-21.0,880,577.338684,112471
-21.0,881,581.888739,113352
-20.0,928,586.521738,114280
-19.0,1007,591.694765,115287
-21.0,842,596.055403,116129
-20.0,955,600.826117,117084
-21.0,813,604.955119,117897
-19.0,931,609.645455,118828
-21.0,934,614.46932,119762
-21.0,907,618.982008,120669
-20.0,978,623.973374,121647
-19.0,1129,629.662026,122776
-21.0,838,633.952816,123614
-20.0,958,638.888499,124572
-21.0,934,643.627886,125506
-21.0,882,648.189846,126388
-20.0,898,652.815331,127286
-18.0,1147,658.653338,128433
-21.0,824,662.864095,129257
-20.0,1132,668.636446,130389
-21.0,933,673.489762,131322
-20.0,839,677.74191,132161
-20.0,867,682.161284,133028
-20.0,1025,687.483071,134053
-20.0,840,691.768811,134893
-20.0,926,696.543198,135819
-19.0,1062,701.999643,136881
-20.0,929,706.759175,137810
-18.0,1139,712.686318,138949
-19.0,992,717.722626,139941
-20.0,935,722.419102,140876
-21.0,822,726.492569,141698
-21.0,853,730.826373,142551
-20.0,926,735.688921,143477
-20.0,977,740.749815,144454
-21.0,819,744.963938,145273
-20.0,836,749.290681,146109
-21.0,888,753.893183,146997
-21.0,759,757.855166,147756
-20.0,902,762.51596,148658
-20.0,991,767.608751,149649
-21.0,824,771.85988,150473
-21.0,946,776.786977,151419
-20.0,1161,782.788522,152580
-20.0,916,787.540503,153496
-20.0,988,792.677306,154484
-20.0,901,797.305115,155385
-19.0,952,802.249327,156337
-19.0,1021,807.467871,157358
-19.0,1088,813.122257,158446
-21.0,903,817.724703,159349
-21.0,884,822.231402,160233
-21.0,823,826.452664,161056
-19.0,1142,832.311897,162198
-21.0,841,836.647526,163039
-21.0,967,841.585362,164006
-20.0,1076,847.216991,165082
-21.0,1063,852.607692,166145
-20.0,872,857.184055,167017
-21.0,883,861.752055,167900
-21.0,1139,867.615824,169039
-20.0,1003,872.765471,170042
-21.0,821,876.945577,170863
-21.0,901,881.679625,171764
-20.0,887,886.193085,172651
-21.0,869,890.710011,173520
-19.0,991,895.860927,174511
-20.0,925,900.605576,175436
-21.0,761,904.531743,176197
-20.0,1159,910.564209,177356
-20.0,972,915.60833,178328
-20.0,1134,921.417052,179462
-20.0,835,925.767148,180297
-21.0,779,929.790636,181076
-21.0,820,933.996182,181896
-20.0,1061,939.444295,182957
-21.0,942,944.275196,183899
-20.0,927,949.098825,184826
-21.0,879,953.601825,185705
-19.0,1209,959.808898,186914
-21.0,1048,965.189462,187962
-21.0,941,970.033957,188903
-21.0,791,974.119823,189694
-20.0,1078,979.803315,190772
-19.0,1085,985.362661,191857
-21.0,794,989.560397,192651
-20.0,1050,994.974963,193701
-20.0,1084,1000.613432,194785
-20.0,949,1005.507767,195734
-20.0,1028,1010.896077,196762
-20.0,943,1015.835883,197705
-20.0,1062,1021.351292,198767
-21.0,790,1025.406114,199557
-20.0,914,1030.091695,200471
-19.0,1023,1035.485484,201494
-20.0,994,1040.538431,202488
-21.0,1028,1045.841645,203516
-20.0,1067,1051.415805,204583
-21.0,822,1055.663564,205405
-21.0,904,1060.356589,206309
-21.0,870,1064.846854,207179
-21.0,933,1069.643224,208112
-19.0,1044,1074.873486,209156
-20.0,936,1079.65314,210092
-21.0,853,1084.025665,210945
-20.0,1166,1089.988054,212111
-20.0,1063,1095.420398,213174
-19.0,1056,1100.947191,214230
-21.0,998,1106.035507,215228
-18.0,1243,1112.400996,216471
-20.0,967,1117.319809,217438
-20.0,887,1121.847582,218325
-20.0,921,1126.735287,219246
-20.0,953,1131.641674,220199
-20.0,917,1136.441245,221116
-19.0,1130,1142.375206,222246
-20.0,1157,1148.356208,223403
-20.0,959,1153.269521,224362
-20.0,932,1158.057149,225294
-19.0,1093,1163.643111,226387
-18.0,995,1168.749069,227382
-20.0,1035,1174.156208,228417
-20.0,1024,1179.479116,229441
-21.0,780,1183.559752,230221
-20.0,840,1188.019057,231061
-18.0,1253,1194.931245,232314
-20.0,1106,1200.729965,233420
-21.0,1047,1206.119676,234467
-18.0,1082,1211.90703,235549
-20.0,1222,1218.253146,236771
-20.0,934,1223.046476,237705
-21.0,1203,1229.321169,238908
-20.0,1022,1234.624173,239930
-21.0,928,1239.457994,240858
-21.0,876,1244.021294,241734
-18.0,1241,1250.585541,242975
-21.0,908,1255.187441,243883
-18.0,1080,1260.778564,244963
-19.0,1246,1267.116804,246209
-20.0,1039,1272.492244,247248
-18.0,1091,1278.157116,248339
-21.0,820,1282.416777,249159
-20.0,1007,1287.573707,250166
-20.0,1033,1292.959686,251199
-20.0,1168,1298.997826,252367
-20.0,1149,1304.854851,253516
-20.0,1165,1310.88986,254681
-18.0,1240,1317.213168,255921
-18.0,1322,1324.13833,257243
-20.0,1098,1329.876824,258341
-20.0,1119,1335.716742,259460
-19.0,1092,1341.305418,260552
-21.0,989,1346.427891,261541
