total_timesteps,fps,explained_variance,nupdates,value_loss,policy_entropy
260000,733,0.4206876754760742,13000,6.231784936971962e-05,1.7900364398956299
262000,732,0.4153468608856201,13100,2.875734935514629e-05,1.7905845642089844
264000,732,0.6929961740970612,13200,3.0507650080835447e-05,1.7903740406036377
266000,733,0.310569703578949,13300,6.688776193186641e-05,1.7906181812286377
268000,733,0.45550501346588135,13400,6.252899765968323e-05,1.790723204612732
270000,733,0.0007416605949401855,13500,0.035663433372974396,1.7911895513534546
272000,733,0.024946928024291992,13600,7.729702338110656e-05,1.791235327720642
274000,733,-0.08561348915100098,13700,7.308481872314587e-05,1.7909377813339233
276000,733,0.019290387630462646,13800,0.09356875717639923,1.791163682937622
278000,733,0.6240661144256592,13900,5.0681432185228914e-05,1.7916510105133057
280000,733,0.014436125755310059,14000,0.02369159832596779,1.791565179824829
282000,733,0.7247136533260345,14100,6.160464545246214e-05,1.7916339635849
284000,733,0.6675422191619873,14200,6.273753388086334e-05,1.791382074356079
286000,733,0.7528574019670486,14300,4.971835369360633e-05,1.7913789749145508
288000,733,0.6142390668392181,14400,6.14966411376372e-05,1.7911431789398193
290000,733,0.018976926803588867,14500,0.06926753371953964,1.7905786037445068
292000,733,0.6892045736312866,14600,5.287602107273415e-05,1.790215253829956
294000,733,-0.13315021991729736,14700,6.879737338749692e-05,1.7906450033187866
296000,733,0.8837292641401291,14800,4.607212031260133e-05,1.7909724712371826
298000,733,0.7988264411687851,14900,5.477238300954923e-05,1.7913068532943726
300000,733,0.8439281731843948,15000,5.571086148847826e-05,1.7910754680633545
302000,733,-0.10206258296966553,15100,4.639700273401104e-05,1.790679931640625
304000,733,0.0412256121635437,15200,0.11764820665121078,1.7898544073104858
306000,733,0.14239048957824707,15300,5.586187035078183e-05,1.7896912097930908
308000,733,0.5896614193916321,15400,4.564328264677897e-05,1.790082573890686
310000,733,0.8574451357126236,15500,6.693918112432584e-05,1.7889001369476318
312000,733,0.852826789021492,15600,6.830075290054083e-05,1.7891838550567627
314000,732,0.9048658758401871,15700,5.6105724070221186e-05,1.7891108989715576
316000,732,0.7085645794868469,15800,4.44309480371885e-05,1.791326880455017
318000,732,0.8035643696784973,15900,6.728017615387216e-05,1.7909584045410156
320000,732,0.8973554000258446,16000,5.670809332514182e-05,1.789876937866211
322000,732,0.9162607714533806,16100,4.1240982682211325e-05,1.7896640300750732
324000,732,0.82416170835495,16200,0.00010904946975642815,1.7905070781707764
326000,732,-0.09352719783782959,16300,8.602494199294597e-05,1.791229248046875
328000,732,0.03008449077606201,16400,0.04574526101350784,1.791170358657837
330000,732,-0.20776307582855225,16500,6.668681453447789e-05,1.7908170223236084
332000,732,0.7216028869152069,16600,5.680105459759943e-05,1.7906213998794556
334000,732,0.19193017482757568,16700,4.030196214444004e-05,1.7911618947982788
336000,732,0.9389910101890564,16800,6.10923016211018e-05,1.7907664775848389
338000,732,0.9313003420829773,16900,6.354405923048034e-05,1.7905123233795166
340000,732,0.9265164360404015,17000,6.604505324503407e-05,1.79080331325531
342000,732,-1.183246374130249,17100,8.345897367689759e-05,1.7904382944107056
344000,732,0.9743431638926268,17200,3.976707375841215e-05,1.7905662059783936
346000,732,0.9677975215017796,17300,3.513575211400166e-05,1.7904956340789795
348000,732,0.926805816590786,17400,2.587500239314977e-05,1.7908366918563843
350000,732,0.055506765842437744,17500,4.448099934961647e-05,1.7907989025115967
352000,732,0.9616724327206612,17600,5.246376895229332e-05,1.7903010845184326
354000,732,0.9703884311020374,17700,5.5629971029702574e-05,1.7911262512207031
356000,732,0.9596632122993469,17800,4.7336536226794124e-05,1.791075348854065
358000,732,0.9843108430504799,17900,3.935765926144086e-05,1.7911268472671509
360000,732,0.058876872062683105,18000,0.04279698431491852,1.791006088256836
362000,732,0.9551536701619625,18100,8.948227332439274e-05,1.7900474071502686
364000,732,0.713611364364624,18200,0.0001368461671518162,1.7897412776947021
366000,732,0.9757896494120359,18300,7.42066404200159e-05,1.789719581604004
368000,732,0.954654436558485,18400,6.181043136166409e-05,1.7900171279907227
370000,732,0.9706266764551401,18500,5.9246747696306556e-05,1.789602279663086
372000,732,0.09939229488372803,18600,0.08876992762088776,1.7890560626983643
374000,732,0.9539725296199322,18700,8.360070205526426e-05,1.7890198230743408
376000,732,0.9728078432381153,18800,9.890807268675417e-05,1.7893688678741455
378000,732,0.9368626549839973,18900,0.00011804042151197791,1.7886184453964233
380000,733,-0.24584925174713135,19000,0.00010925554670393467,1.789163589477539
382000,733,0.981097050011158,19100,7.798997103236616e-05,1.7868077754974365
384000,733,0.9828330669552088,19200,7.23713674233295e-05,1.789420485496521
386000,733,0.985477602109313,19300,5.860673263669014e-05,1.788679838180542
388000,733,0.9850915726274252,19400,6.594823207706213e-05,1.7891639471054077
390000,733,0.9838044699281454,19500,3.0312676244648173e-05,1.7901725769042969
392000,733,0.9791998602449894,19600,0.00011828591959783807,1.7905378341674805
394000,733,0.9938591714017093,19700,3.4233948099426925e-05,1.7904937267303467
396000,733,0.738868921995163,19800,0.0001679016277194023,1.7897891998291016
398000,734,0.9887951454147696,19900,6.661029328824952e-05,1.7896709442138672
400000,734,0.9935707403346896,20000,4.89287958771456e-05,1.7882591485977173
402000,734,0.03110325336456299,20100,0.06773065030574799,1.7901544570922852
404000,734,0.9916663533076644,20200,7.891592395026237e-05,1.7886337041854858
406000,734,0.9762205723673105,20300,0.00021091541566420346,1.7887893915176392
408000,734,0.9894051663577557,20400,7.241292769322172e-05,1.7894903421401978
410000,734,0.9956686408258975,20500,0.00010228015889879316,1.789201021194458
412000,734,0.806809201836586,20600,6.916870188433677e-05,1.7899341583251953
414000,734,0.9928471269086003,20700,8.278413588413969e-05,1.7885204553604126
416000,734,0.7251202762126923,20800,0.0008116264943964779,1.786635160446167
418000,735,0.9867666326463223,20900,0.00010964534158119932,1.7885059118270874
420000,735,0.9363603070378304,21000,0.00030358723597601056,1.7885591983795166
422000,735,0.995210615452379,21100,7.094275497365743e-05,1.7895482778549194
424000,735,0.9128667712211609,21200,0.0005282462225295603,1.7881286144256592
426000,735,0.20138239860534668,21300,0.08824261277914047,1.788878083229065
428000,735,-2.1952033042907715,21400,0.0003141883062198758,1.788277268409729
430000,735,0.9965339903719723,21500,8.527083264198154e-05,1.7866675853729248
432000,735,0.0004805922508239746,21600,0.00045585897169075906,1.7882053852081299
434000,735,0.9813305344432592,21700,0.00020172438235022128,1.7884185314178467
436000,736,0.7376320064067841,21800,0.002350184600800276,1.7896331548690796
438000,736,0.9941648636013269,21900,5.149673597770743e-05,1.7902061939239502
440000,736,0.9923217194154859,22000,8.63243913045153e-05,1.7900822162628174
442000,736,0.996884522261098,22100,0.0001051126528182067,1.7898963689804077
444000,736,0.9957489301450551,22200,0.00010598082008073106,1.790106177330017
446000,736,0.9911599000915885,22300,0.00020858277275692672,1.7905962467193604
448000,736,-2.509570598602295,22400,4.911020369036123e-05,1.7904260158538818
450000,736,0.9925821544602513,22500,0.00016473219147883356,1.7909005880355835
452000,736,0.9975086089689285,22600,8.424511906923726e-05,1.791103720664978
454000,737,0.9781262800097466,22700,0.00023846709518693388,1.7907390594482422
456000,736,0.986752487719059,22800,9.272043826058507e-05,1.7908567190170288
458000,737,0.7550445795059204,22900,0.0024032529909163713,1.7910487651824951
460000,737,0.9962984402664006,23000,9.246997797163203e-05,1.791536569595337
462000,737,0.6916189193725586,23100,0.0027046797331422567,1.7914726734161377
464000,737,0.9937066063284874,23200,9.656983456807211e-05,1.7911955118179321
466000,737,0.994037517812103,23300,0.00010371712414780632,1.7912622690200806
468000,737,0.9538128934800625,23400,0.0005430157762020826,1.7899549007415771
470000,737,0.9976622839458287,23500,5.1408278523012996e-05,1.7911136150360107
472000,737,0.4357941746711731,23600,0.007030007429420948,1.7909034490585327
474000,737,0.9962060800753534,23700,5.98246006120462e-05,1.7907015085220337
476000,737,0.9896203726530075,23800,0.00019879627507179976,1.7910473346710205
478000,737,0.8986316323280334,23900,0.0002718725590966642,1.791471242904663
480000,738,0.9956534667871892,24000,8.432149479631335e-05,1.7916765213012695
482000,738,0.8254503905773163,24100,8.387930392927956e-06,1.79166579246521
484000,738,-0.9627748727798462,24200,2.114547896781005e-05,1.791577696800232
486000,738,0.9847954325377941,24300,0.0003702539543155581,1.7910783290863037
488000,738,0.9933747905306518,24400,0.00026505260029807687,1.7911583185195923
490000,738,0.9902640683576465,24500,0.0002004658745136112,1.7908880710601807
492000,738,0.9974726859945804,24600,0.0001353075640508905,1.7911081314086914
494000,738,0.9640954211354256,24700,0.0007632486522197723,1.7913625240325928
496000,738,0.9969743334222585,24800,0.00024006306193768978,1.7914924621582031
498000,738,0.9931339677423239,24900,8.340452768607065e-05,1.7911983728408813
500000,738,-0.46064019203186035,25000,0.00016028189565986395,1.7914342880249023
502000,738,0.6676912903785706,25100,0.012684228830039501,1.7911179065704346
504000,738,0.9976075268350542,25200,0.00012184085790067911,1.7906601428985596
506000,738,0.9976269493345171,25300,0.00017161561117973179,1.7904014587402344
508000,738,0.8345275223255157,25400,2.0309318642830476e-05,1.7905762195587158
510000,739,0.9647483937442303,25500,0.0003839729761239141,1.7903858423233032
512000,739,0.9972392574418336,25600,5.4671603720635176e-05,1.790204644203186
514000,739,0.9854049831628799,25700,4.1323764889966697e-05,1.7904586791992188
516000,739,0.9978139293380082,25800,5.6664262956473976e-05,1.7903110980987549
518000,739,0.9969430959317833,25900,0.0001182300184154883,1.7904155254364014
520000,739,0.4826933741569519,26000,0.01388020534068346,1.790771484375
522000,739,0.9975009970366955,26100,0.00010158134682569653,1.790339708328247
524000,739,0.7693038135766983,26200,0.003505084663629532,1.7905727624893188
526000,739,0.9978304302785546,26300,6.636649777647108e-05,1.7902939319610596
528000,739,0.9957375032827258,26400,0.00014211636153049767,1.7908481359481812
530000,739,0.9975898435804993,26500,4.790541424881667e-05,1.7913398742675781
532000,739,0.99828887055628,26600,4.794790947926231e-05,1.7910979986190796
534000,739,0.99663250381127,26700,8.611379598733038e-05,1.7909431457519531
536000,739,0.9965352735016495,26800,0.00038532394682988524,1.7906544208526611
538000,739,0.4641740322113037,26900,0.00758387753739953,1.789858102798462
540000,739,0.9900970719754696,27000,0.0006148191750980914,1.7903077602386475
542000,739,0.9977596474345773,27100,3.6006600566906855e-05,1.7909128665924072
544000,740,0.9974202092271298,27200,5.428190343081951e-05,1.7900447845458984
546000,740,0.9960546717047691,27300,0.00018562955665402114,1.7903772592544556
548000,740,0.9981758386129513,27400,9.767581650521606e-05,1.7897484302520752
550000,740,0.9659968465566635,27500,0.0013096207985654473,1.7901332378387451
552000,740,-3.5718555450439453,27600,0.00017171110084746033,1.7890434265136719
554000,740,0.5415679812431335,27700,0.011162614449858665,1.7911421060562134
556000,740,0.87752465903759,27800,4.777892172569409e-05,1.7913538217544556
558000,740,0.9984317411435768,27900,2.707909698074218e-05,1.7907752990722656
560000,740,0.9954000529833138,28000,7.881517376517877e-05,1.7907235622406006
562000,740,0.47953295707702637,28100,0.00018064974574372172,1.7909936904907227
564000,740,0.8530260920524597,28200,6.9313588028308e-05,1.7912269830703735
566000,740,0.8294002562761307,28300,0.005618762224912643,1.7911932468414307
568000,740,0.948899757117033,28400,0.0005930775078013539,1.7909634113311768
570000,740,0.9864531541243196,28500,0.00035420720814727247,1.7906163930892944
572000,740,0.9887564433738589,28600,0.00024363114789593965,1.790191650390625
574000,740,0.9927212963812053,28700,0.00032306680805049837,1.7905582189559937
576000,740,0.9959716480225325,28800,0.0001288795901928097,1.7906014919281006
578000,740,0.9946085633710027,28900,0.00014144263695925474,1.7912647724151611
580000,740,0.9933949136175215,29000,0.00021779588132631034,1.7908843755722046
582000,740,0.9969044944737107,29100,0.00010175983334193006,1.790607213973999
584000,740,0.9926577913574874,29200,0.00033542627352289855,1.7910016775131226
586000,741,0.5109088122844696,29300,0.05098689720034599,1.7911529541015625
588000,741,0.9850040376186371,29400,0.00024732897873036563,1.790790319442749
590000,741,0.21517473459243774,29500,7.468964759027585e-05,1.7907493114471436
592000,741,0.9951961571350694,29600,0.00011051168985432014,1.7895323038101196
594000,741,0.9775051977485418,29700,0.0005062964046373963,1.7899274826049805
596000,741,0.9909071139991283,29800,0.00020261111785657704,1.7906444072723389
598000,741,0.9838830288499594,29900,0.0002330615825485438,1.7899744510650635
600000,741,0.9959240341559052,30000,0.00013760614092461765,1.790057897567749
602000,741,0.6045809090137482,30100,0.019317075610160828,1.7898401021957397
604000,741,0.9970951550640166,30200,0.00011191717203473672,1.7902963161468506
606000,741,0.4480594992637634,30300,0.000272785167908296,1.7906255722045898
608000,741,0.998238290543668,30400,4.206474477541633e-05,1.790411353111267
610000,741,0.9907521121203899,30500,0.00019262595742475241,1.7885442972183228
612000,741,0.21113801002502441,30600,0.054963380098342896,1.7885348796844482
614000,741,0.9933613552711904,30700,0.0002752635336946696,1.7892965078353882
616000,741,0.4114665389060974,30800,0.042663946747779846,1.7891743183135986
618000,741,0.4069133400917053,30900,0.021558377891778946,1.7893654108047485
620000,741,0.726260632276535,31000,3.290099630248733e-05,1.7898887395858765
622000,741,0.9978735994081944,31100,6.190496060298756e-05,1.7893329858779907
624000,741,0.995652464684099,31200,0.00013136211782693863,1.7899086475372314
626000,741,-8.710355758666992,31300,0.009445101022720337,1.7899856567382812
628000,741,0.7196004390716553,31400,0.0007275631069205701,1.79020094871521
630000,741,0.9915786432102323,31500,0.00016331116785295308,1.788977861404419
632000,741,-1.3305435180664062,31600,0.0002755883615463972,1.7891660928726196
634000,742,0.9955152841284871,31700,0.00016244521248154342,1.7894423007965088
636000,742,0.8230707794427872,31800,0.004264491610229015,1.7898399829864502
638000,742,0.9965796389151365,31900,0.00011785693641286343,1.7897207736968994
640000,742,0.3247487545013428,32000,0.027734875679016113,1.7893861532211304
642000,742,0.9903669776394963,32100,0.00015905678446870297,1.7897396087646484
644000,742,0.9946456244215369,32200,6.673177995253354e-05,1.789780855178833
646000,742,0.9780444577336311,32300,0.0005779003840871155,1.7900104522705078
648000,742,0.793252095580101,32400,0.0029905911069363356,1.7905231714248657
650000,742,0.976140521466732,32500,0.0003084444615524262,1.7897167205810547
652000,742,0.9940466484986246,32600,3.999760519945994e-05,1.7902752161026
654000,742,0.9922512187622488,32700,0.00015368542517535388,1.7897971868515015
656000,742,0.5050718784332275,32800,0.07679452002048492,1.790236234664917
658000,742,0.9947122666053474,32900,8.505161531502381e-05,1.7907419204711914
660000,742,0.9861212577670813,33000,0.00034674390917643905,1.7908716201782227
662000,742,-8.27346134185791,33100,0.0009363219141960144,1.7910150289535522
664000,742,0.9542882964015007,33200,0.0009700353257358074,1.790757417678833
666000,742,0.9158932343125343,33300,0.0007653954089619219,1.7912743091583252
668000,742,0.988037415780127,33400,0.0003067238721996546,1.7909953594207764
670000,743,0.9566639922559261,33500,0.0005265689687803388,1.7913274765014648
672000,743,0.9521819949150085,33600,0.0012807972962036729,1.790980339050293
674000,743,0.9644606523215771,33700,0.000945878098718822,1.790755033493042
676000,743,0.997789537999779,33800,7.264474697876722e-05,1.7901862859725952
678000,743,0.5512202978134155,33900,0.00020374517771415412,1.7906290292739868
680000,743,0.9956677053123713,34000,0.00017219090659637004,1.7900800704956055
682000,743,0.9352115765213966,34100,0.001543340622447431,1.7903406620025635
684000,743,0.5585260391235352,34200,0.011637896299362183,1.7905256748199463
686000,743,0.9960397421382368,34300,0.0001063670715666376,1.789974570274353
688000,743,0.5488892197608948,34400,0.10814851522445679,1.789878487586975
690000,743,0.8774731308221817,34500,0.002502007409930229,1.7880719900131226
692000,743,0.9958523227833211,34600,0.00012473968672566116,1.7891075611114502
694000,743,0.9822187181562185,34700,0.00027703650994226336,1.7897602319717407
696000,743,0.9926828322932124,34800,0.00033816395443864167,1.7890167236328125
698000,743,0.9836130179464817,34900,0.00033854474895633757,1.7894960641860962
700000,743,0.9837250243872404,35000,0.00023015013721305877,1.789858102798462
702000,743,0.8999952375888824,35100,0.002727073384448886,1.7894105911254883
704000,743,0.49279534816741943,35200,0.10592518746852875,1.7899986505508423
706000,743,0.9976811811793596,35300,6.214170571183786e-05,1.7897014617919922
708000,743,0.9916548328474164,35400,0.0002014889323618263,1.7892186641693115
710000,743,0.8929338455200195,35500,0.0017218952998518944,1.7896887063980103
712000,743,0.5462159216403961,35600,0.0006242829840630293,1.7896740436553955
714000,743,0.9974157875403762,35700,0.00012626501847989857,1.7898153066635132
716000,743,0.8236495405435562,35800,0.00051258341409266,1.789346694946289
718000,743,0.9534813985228539,35900,0.0002550545032136142,1.790136694908142
720000,743,0.9873176673427224,36000,0.00023331970442086458,1.7894970178604126
722000,743,-0.0610884428024292,36100,0.00018743914552032948,1.789837121963501
724000,743,0.9959025089628994,36200,0.00012907256314065307,1.7882922887802124
726000,743,0.9902434395626187,36300,0.0002510813937988132,1.7881062030792236
728000,743,0.9979075291194022,36400,9.099479211727157e-05,1.7884941101074219
730000,744,0.6296228170394897,36500,0.016755685210227966,1.7893807888031006
732000,744,-1.0351207256317139,36600,0.0002023361885221675,1.79032301902771
734000,744,0.9930232190527022,36700,0.00013598092482425272,1.7901947498321533
736000,744,0.9905702928081155,36800,0.0003333024797029793,1.7899221181869507
738000,744,0.677094966173172,36900,0.0001525601401226595,1.7903454303741455
740000,744,0.9563206806778908,37000,0.0013532148441299796,1.7903283834457397
742000,744,0.8332172930240631,37100,0.002958501921966672,1.7899287939071655
744000,744,0.945681244134903,37200,0.0014953070785850286,1.790645956993103
746000,744,0.9975631844718009,37300,6.852905789855868e-05,1.7905193567276
748000,744,0.9632118083536625,37400,0.0004950057482346892,1.7910172939300537
750000,744,0.8702261745929718,37500,0.001820456818677485,1.7910683155059814
752000,744,0.9454269111156464,37600,0.0005218512378633022,1.7913621664047241
754000,744,0.9955680994316936,37700,7.716339314356446e-05,1.7912095785140991
756000,744,0.9949983176775277,37800,0.0001882854849100113,1.790462851524353
758000,744,0.9888717271387577,37900,0.0003848181804642081,1.7908780574798584
760000,744,0.9953803536482155,38000,0.00015093755791895092,1.7906310558319092
762000,744,0.9964727812912315,38100,0.00019058473117183894,1.7906172275543213
