policy_entropy,nupdates,explained_variance,total_timesteps,fps,value_loss
2.3861234188079834,16700,0.8126165419816971,334000,810,0.2576119899749756
2.462519884109497,16800,0.7338322103023529,336000,810,0.1113760694861412
2.5004069805145264,16900,0.8782541453838348,338000,810,0.04792233556509018
2.46157169342041,17000,0.11737459897994995,340000,810,0.30446919798851013
2.5376462936401367,17100,0.9649638235569,342000,810,0.0015092462999746203
2.5292136669158936,17200,0.9866688726469874,344000,810,0.0002475723740644753
2.501084089279175,17300,0.7704737782478333,346000,810,0.03161829710006714
2.4925644397735596,17400,0.5557596683502197,348000,810,0.13817694783210754
2.438201904296875,17500,0.9862788245081902,350000,810,0.0005644254270009696
2.4762182235717773,17600,0.9005801901221275,352000,810,0.01777232065796852
2.5121421813964844,17700,-0.06822645664215088,354000,810,0.26438388228416443
2.4005887508392334,17800,0.9980547201121226,356000,810,0.0013391317334026098
2.4577770233154297,17900,0.6297330856323242,358000,810,0.08017640560865402
2.3531198501586914,18000,-0.41989004611968994,360000,810,0.9757179021835327
2.4587581157684326,18100,0.9720190297812223,362000,810,0.007583020720630884
2.4782981872558594,18200,0.9682530611753464,364000,810,0.0014675280544906855
2.38639760017395,18300,0.706083744764328,366000,810,0.01464211754500866
2.432400941848755,18400,0.8795924112200737,368000,810,0.004688506945967674
2.4584946632385254,18500,0.9413612261414528,370000,810,0.004966444335877895
2.460514545440674,18600,0.27428168058395386,372000,810,0.08167260885238647
2.4880247116088867,18700,0.9952354743145406,374000,809,0.0015933576505631208
2.530435085296631,18800,0.5585871934890747,376000,809,0.13422057032585144
2.491725444793701,18900,0.6937877237796783,378000,809,0.018682893365621567
2.5420944690704346,19000,0.9840024169534445,380000,809,0.0019242428243160248
2.549466609954834,19100,0.9860318889841437,382000,809,0.0013681660639122128
2.4880499839782715,19200,0.2419896125793457,384000,809,0.2363509237766266
2.5677454471588135,19300,0.996928648557514,386000,809,0.0005555339157581329
2.444730281829834,19400,0.6853655874729156,388000,809,0.03074384294450283
2.5162220001220703,19500,0.9927046084776521,390000,809,0.0018262980738654733
2.4941842555999756,19600,0.8992553427815437,392000,809,0.056335777044296265
2.484238862991333,19700,0.8861581608653069,394000,809,0.029995808377861977
2.4957797527313232,19800,0.9784436021000147,396000,809,0.002439425326883793
2.538170337677002,19900,0.3397063612937927,398000,809,0.10713931173086166
2.46588397026062,20000,-1.7475390434265137,400000,809,0.6650179028511047
2.4910666942596436,20100,0.9654757454991341,402000,809,0.004259503912180662
2.4810070991516113,20200,0.457442045211792,404000,809,0.040579743683338165
2.5524508953094482,20300,0.9606785960495472,406000,809,0.002674678573384881
2.565708637237549,20400,0.99820022797212,408000,809,0.00016125405090861022
2.503610134124756,20500,0.9140256196260452,410000,809,0.002148888073861599
2.503586769104004,20600,-0.23042333126068115,412000,809,0.32689690589904785
2.5368237495422363,20700,0.6354095637798309,414000,809,0.04369715601205826
2.5181965827941895,20800,0.9524455145001411,416000,809,0.002754218177869916
2.4691920280456543,20900,-0.4873840808868408,418000,809,0.08880569785833359
2.522599458694458,21000,0.9583631195127964,420000,809,0.0049203443340957165
2.412282943725586,21100,0.8341818153858185,422000,809,0.059459857642650604
2.461491107940674,21200,0.7091706693172455,424000,809,0.04642318934202194
2.513077735900879,21300,0.9887387566268444,426000,809,0.0023753857240080833
2.445737361907959,21400,0.9956399239599705,428000,809,0.005829483270645142
2.503450870513916,21500,0.9505980126559734,430000,809,0.010622667148709297
2.4856321811676025,21600,0.9921538140624762,432000,809,0.0022654258646070957
2.465653419494629,21700,0.3040770888328552,434000,808,0.29827380180358887
2.5220654010772705,21800,-0.07912182807922363,436000,808,0.12849928438663483
2.4993205070495605,21900,0.9840720146894455,438000,808,0.0015175591688603163
2.518873453140259,22000,-0.042374491691589355,440000,808,0.16064618527889252
2.543252944946289,22100,0.9903009366244078,442000,809,0.0009226322290487587
2.5539965629577637,22200,-0.07681083679199219,444000,809,0.12640480697155
2.535719394683838,22300,0.138866126537323,446000,809,0.06865804642438889
2.4790244102478027,22400,0.3164660930633545,448000,809,0.1595587134361267
2.4973526000976562,22500,0.9966100947931409,450000,809,0.00018117137369699776
2.501152276992798,22600,0.9353248700499535,452000,809,0.003038907889276743
2.5432510375976562,22700,0.9445066899061203,454000,809,0.004503391217440367
2.430302143096924,22800,0.9899584976956248,456000,809,0.003742808476090431
2.4897608757019043,22900,0.9298635795712471,458000,809,0.012047351337969303
2.4299323558807373,23000,0.33158308267593384,460000,809,0.24855904281139374
2.482738971710205,23100,0.9587588980793953,462000,809,0.005164057947695255
2.4700236320495605,23200,0.9661205597221851,464000,809,0.006190899293869734
2.5435843467712402,23300,0.1511179804801941,466000,809,0.08639203011989594
2.386918544769287,23400,0.9846353502944112,468000,809,0.0064291683956980705
2.474576234817505,23500,0.4407244324684143,470000,809,0.03142862394452095
2.505300283432007,23600,0.5425731241703033,472000,809,0.11486326158046722
2.5324947834014893,23700,0.9748138356953859,474000,809,0.006575088016688824
2.5083394050598145,23800,0.9579257555305958,476000,809,0.003794390009716153
2.5335464477539062,23900,0.9065119475126266,478000,809,0.01163399126380682
2.5021324157714844,24000,0.7131507694721222,480000,809,0.12349633872509003
2.4927737712860107,24100,0.9282577857375145,482000,809,0.0027407752349972725
2.5095810890197754,24200,0.2945212721824646,484000,809,0.6427844762802124
2.413764476776123,24300,0.5100833177566528,486000,809,0.3656389117240906
2.5385653972625732,24400,0.20280086994171143,488000,809,0.04338948801159859
2.391977310180664,24500,0.8301736414432526,490000,809,0.11610361188650131
2.4880001544952393,24600,0.953281220048666,492000,809,0.0038016035687178373
2.505406141281128,24700,0.989001139998436,494000,809,0.0008720199693925679
2.52681040763855,24800,0.9922751551494002,496000,809,0.0025272576604038477
2.532863140106201,24900,0.9679813906550407,498000,809,0.0024897740222513676
2.502223491668701,25000,0.9399138242006302,500000,809,0.009592153131961823
2.50108003616333,25100,0.9701818116009235,502000,809,0.008876224979758263
2.5213329792022705,25200,0.9892347026616335,504000,809,0.0016633697086945176
2.4033381938934326,25300,0.9462625831365585,506000,809,0.014382047578692436
2.4248828887939453,25400,0.8264872133731842,508000,809,0.059575509279966354
2.5263290405273438,25500,0.9771509729325771,510000,809,0.0024173036217689514
2.415886163711548,25600,0.7714602798223495,512000,809,0.10214756429195404
2.4737589359283447,25700,-0.1512964963912964,514000,809,0.11420269310474396
2.497547149658203,25800,0.9629433006048203,516000,808,0.006007757969200611
2.4996578693389893,25900,0.6989051997661591,518000,808,0.02210773155093193
2.4970202445983887,26000,-0.22516798973083496,520000,808,0.06763524562120438
2.514923095703125,26100,0.9588644318282604,522000,808,0.0017298711463809013
2.4991519451141357,26200,0.9765457827597857,524000,808,0.0017373275477439165
2.5324881076812744,26300,0.9514639936387539,526000,808,0.0025102519430220127
2.4729154109954834,26400,0.8746756613254547,528000,808,0.013533043675124645
2.46522855758667,26500,0.9848334221169353,530000,808,0.001765600056387484
2.487290143966675,26600,0.9804010894149542,532000,808,0.004282924812287092
2.5013136863708496,26700,0.9022735953330994,534000,808,0.003764986526221037
2.4837517738342285,26800,0.5002897679805756,536000,808,0.076517254114151
2.4716014862060547,26900,0.23620116710662842,538000,808,0.1733161062002182
2.501831531524658,27000,0.6061570048332214,540000,808,0.025102799758315086
2.437913417816162,27100,0.9617453143000603,542000,808,0.0017959900433197618
2.4437384605407715,27200,0.8130098432302475,544000,808,0.03188687562942505
2.4523236751556396,27300,0.3436078429222107,546000,808,0.098159059882164
2.4654958248138428,27400,0.983772337436676,548000,808,0.000970181543380022
2.4669435024261475,27500,0.9510811679065228,550000,808,0.003305880818516016
2.5097672939300537,27600,0.26914775371551514,552000,808,0.1674116551876068
2.4545376300811768,27700,0.9547194540500641,554000,808,0.0029212285298854113
2.496791362762451,27800,0.971917413175106,556000,808,0.002049202797934413
2.4740614891052246,27900,0.963349349796772,558000,808,0.006848752498626709
2.4822630882263184,28000,0.06324988603591919,560000,808,0.4754759669303894
2.505009174346924,28100,0.9789789747446775,562000,808,0.005168837960809469
2.4947638511657715,28200,0.9400628432631493,564000,808,0.00619873683899641
2.4390242099761963,28300,0.7859645038843155,566000,808,0.05558739975094795
2.4929840564727783,28400,0.9819085635244846,568000,808,0.0015436508692800999
2.4768033027648926,28500,0.9270271509885788,570000,808,0.00801893975585699
2.4801628589630127,28600,0.5431013107299805,572000,808,0.1660628318786621
2.4094457626342773,28700,0.3643571138381958,574000,808,0.29577773809432983
2.4583873748779297,28800,-2.1091721057891846,576000,808,0.08931253850460052
2.4669909477233887,28900,0.44079750776290894,578000,808,0.017631985247135162
2.488692045211792,29000,0.9486268199980259,580000,808,0.0014084447175264359
2.4698750972747803,29100,0.9346468150615692,582000,808,0.002743188291788101
2.4976415634155273,29200,0.8310859203338623,584000,808,0.0016968112904578447
2.4613094329833984,29300,0.3828626871109009,586000,808,0.20518545806407928
2.4639675617218018,29400,0.7933271676301956,588000,808,0.04863296449184418
2.4473986625671387,29500,0.9480663537979126,590000,808,0.015084248967468739
2.496612071990967,29600,0.8461185693740845,592000,808,0.0515684112906456
2.517590284347534,29700,0.9898837152868509,594000,808,0.0010013149585574865
2.5172412395477295,29800,0.9005713313817978,596000,808,0.0027573348488658667
2.4658913612365723,29900,0.9413725808262825,598000,808,0.015803424641489983
2.5360867977142334,30000,0.9067930728197098,600000,808,0.001325156888924539
2.4718704223632812,30100,-1.1018924713134766,602000,808,0.0035284929908812046
2.475228786468506,30200,0.78494493663311,604000,808,0.00780680775642395
2.441488742828369,30300,0.5988474488258362,606000,808,0.05223800614476204
2.537194013595581,30400,0.9874978167936206,608000,808,0.0012791204499080777
2.4825046062469482,30500,0.9651304818689823,610000,808,0.001933518098667264
2.4965052604675293,30600,0.6213318407535553,612000,808,0.1409808248281479
2.505035877227783,30700,0.9848305024206638,614000,808,0.002200742717832327
2.3961169719696045,30800,-0.16428136825561523,616000,808,1.1352169513702393
2.5251545906066895,30900,0.8408588171005249,618000,808,0.08203122764825821
2.456704616546631,31000,0.9631102234125137,620000,808,0.005094069987535477
2.457822561264038,31100,0.406258225440979,622000,808,0.05297860503196716
2.504429340362549,31200,0.9675000235438347,624000,808,0.0027843741700053215
2.5144283771514893,31300,0.2978569269180298,626000,808,0.06174797937273979
2.5601022243499756,31400,0.9905389230698347,628000,808,0.001036616275086999
2.4829134941101074,31500,0.21040785312652588,630000,808,0.22454848885536194
2.4746925830841064,31600,0.5591814815998077,632000,808,0.07311519235372543
2.486433744430542,31700,0.9457008987665176,634000,808,0.009325210936367512
2.5144882202148438,31800,0.985487250611186,636000,808,0.001592164277099073
2.4958419799804688,31900,0.3341677188873291,638000,808,0.0991557389497757
2.502514600753784,32000,0.9718031454831362,640000,808,0.0009946670616045594
2.5176331996917725,32100,0.9886814393103123,642000,808,0.0010760470759123564
2.514526844024658,32200,0.4981715679168701,644000,808,0.07386516779661179
2.504660129547119,32300,0.9558205753564835,646000,808,0.008935040794312954
2.539621353149414,32400,0.6657418310642242,648000,808,0.31441643834114075
2.5562939643859863,32500,0.13189059495925903,650000,808,0.16249141097068787
2.512561321258545,32600,0.9755986481904984,652000,808,0.0038021602667868137
2.5352847576141357,32700,0.9903792664408684,654000,808,0.0023293234407901764
2.5165419578552246,32800,0.9857211206108332,656000,808,0.0031336727552115917
2.5065712928771973,32900,0.9899214152246714,658000,808,0.0013206108706071973
2.5171358585357666,33000,0.6754064857959747,660000,808,0.09911482781171799
2.543839454650879,33100,-0.06504428386688232,662000,808,0.7432610392570496
2.4803738594055176,33200,0.07185322046279907,664000,808,0.2388569563627243
2.5089428424835205,33300,0.8385588824748993,666000,808,0.005570138338953257
2.500258207321167,33400,0.16540974378585815,668000,808,0.4199465215206146
2.5016071796417236,33500,0.9097731411457062,670000,808,0.0018774844938889146
2.506500005722046,33600,0.6682375371456146,672000,808,0.10048411786556244
2.4781837463378906,33700,0.7689640522003174,674000,808,0.08276647329330444
2.490438938140869,33800,0.9856331702321768,676000,808,0.007824549451470375
2.4747328758239746,33900,0.884124718606472,678000,808,0.0056405323557555676
2.4941649436950684,34000,0.8707810342311859,680000,808,0.06646627187728882
2.5403354167938232,34100,0.9600486792623997,682000,808,0.0032019619829952717
2.5108132362365723,34200,0.7628705054521561,684000,808,0.058887552469968796
2.5254814624786377,34300,-2.158837080001831,686000,808,0.22769565880298615
2.4971022605895996,34400,0.9374672994017601,688000,808,0.0021855339873582125
2.4826741218566895,34500,0.7366187572479248,690000,808,0.004064518958330154
2.4725589752197266,34600,0.4822303056716919,692000,808,0.04564998298883438
2.547147274017334,34700,0.4629051685333252,694000,808,0.4124869704246521
2.4739997386932373,34800,-0.03875255584716797,696000,808,0.3505990207195282
2.5131373405456543,34900,0.8530378937721252,698000,808,0.002227812772616744
2.5196006298065186,35000,0.9798477180302143,700000,807,0.003711014287546277
2.5197348594665527,35100,0.5616864562034607,702000,807,0.040344394743442535
2.5168347358703613,35200,0.9845423586666584,704000,807,0.006762385368347168
2.5175437927246094,35300,0.04684555530548096,706000,807,0.10641894489526749
2.472083568572998,35400,0.9890566673129797,708000,807,0.005680273286998272
2.50553822517395,35500,0.7062841653823853,710000,807,0.10849253833293915
2.5247833728790283,35600,-0.008387565612792969,712000,807,0.011824381537735462
2.524954080581665,35700,0.993388487957418,714000,807,0.0018475486431270838
2.5412251949310303,35800,0.5149357914924622,716000,807,0.04853695631027222
2.455293655395508,35900,0.8061573803424835,718000,807,0.069025918841362
2.4892795085906982,36000,0.8582518398761749,720000,807,0.17475752532482147
2.4596188068389893,36100,0.9671596363186836,722000,807,0.013632746413350105
2.5587847232818604,36200,0.9732167012989521,724000,807,0.0019827312789857388
2.5189621448516846,36300,0.9503650441765785,726000,807,0.009209598414599895
2.5278701782226562,36400,0.7162617743015289,728000,807,0.16258491575717926
2.4862828254699707,36500,0.8699249923229218,730000,807,0.012088770046830177
2.4593358039855957,36600,0.7235834002494812,732000,807,0.1878930926322937
2.5199036598205566,36700,0.52396559715271,734000,807,0.04394586756825447
2.5262608528137207,36800,0.9960494618862867,736000,807,0.0013838603626936674
2.5920891761779785,36900,-0.16797637939453125,738000,807,0.00024293808382935822
2.535186767578125,37000,0.9934332850389183,740000,807,0.00302892061881721
2.5236124992370605,37100,0.9917646581307054,742000,807,0.002247460884973407
2.474133014678955,37200,0.9882081300020218,744000,807,0.0017114204820245504
2.5260276794433594,37300,0.9248957186937332,746000,807,0.043618280440568924
2.559154510498047,37400,0.9977092817425728,748000,807,0.00046611257130280137
2.4849331378936768,37500,0.8281813859939575,750000,807,0.06109156459569931
2.5328822135925293,37600,0.9697679989039898,752000,807,0.006678405217826366
2.470118999481201,37700,0.8334549814462662,754000,808,0.041081298142671585
2.4960761070251465,37800,0.9854700453579426,756000,808,0.0028476729057729244
2.49680757522583,37900,0.6478075981140137,758000,808,0.12044540792703629
2.475276470184326,38000,0.9672583937644958,760000,808,0.003672532271593809
2.4329991340637207,38100,0.8703794032335281,762000,807,0.01576780155301094
2.5118281841278076,38200,0.9944397928193212,764000,807,0.005019912496209145
2.43934965133667,38300,-0.3409210443496704,766000,807,0.648687481880188
2.5101420879364014,38400,0.9903390062972903,768000,808,0.0025736510287970304
2.4943485260009766,38500,0.002715885639190674,770000,807,0.07665755599737167
2.514535427093506,38600,0.7714252471923828,772000,807,0.1150912195444107
2.5042061805725098,38700,0.7433464229106903,774000,807,0.03539467602968216
2.515268325805664,38800,0.9921849239617586,776000,807,0.001721786567941308
2.4347176551818848,38900,0.9376561753451824,778000,807,0.021844532340765
2.545469284057617,39000,0.9449838176369667,780000,807,0.0011762271169573069
2.4502193927764893,39100,0.8824030384421349,782000,807,0.11817282438278198
2.3756518363952637,39200,0.47377872467041016,784000,807,0.32681649923324585
2.4897823333740234,39300,0.7851363867521286,786000,807,0.04687461256980896
2.5241751670837402,39400,0.9738331809639931,788000,807,0.004464916419237852
2.442119598388672,39500,0.6827986836433411,790000,807,0.22401945292949677
2.5033156871795654,39600,0.9950457629747689,792000,807,0.002754535060375929
2.4635093212127686,39700,0.9883758146315813,794000,808,0.004305428359657526
2.4813733100891113,39800,0.9760907404124737,796000,807,0.008085830137133598
2.4875597953796387,39900,0.8812277913093567,798000,808,0.0852910503745079
