policy_entropy,nupdates,explained_variance,total_timesteps,fps,value_loss
2.63905668258667,1,-0.7846729755401611,20,28,0.005646607372909784
2.639057159423828,100,-0.010676741600036621,2000,632,0.027642691507935524
2.639057159423828,200,0.11492675542831421,4000,705,0.001930535421706736
2.639056921005249,300,0.014424920082092285,6000,742,0.48527511954307556
2.63905668258667,400,-0.010697245597839355,8000,759,0.07067409157752991
2.6390528678894043,500,-0.03727090358734131,10000,771,0.06842080503702164
2.6390318870544434,600,-0.33355557918548584,12000,775,0.05266892910003662
2.639038562774658,700,0.8685643821954727,14000,780,0.0009982240153476596
2.6390223503112793,800,0.8071340769529343,16000,783,0.00044758678996004164
2.638763904571533,900,0.02683156728744507,18000,786,0.00557179469615221
2.6379096508026123,1000,0.34347647428512573,20000,788,0.03447489067912102
2.6350255012512207,1100,0.48153412342071533,22000,789,0.05090491101145744
2.636267900466919,1200,0.7015292942523956,24000,791,0.0019005006179213524
2.636000394821167,1300,0.9455525726079941,26000,793,0.0012929558288305998
2.6365599632263184,1400,0.885933980345726,28000,794,0.0003048500220756978
2.6257593631744385,1500,0.3314095139503479,30000,795,0.0760592669248581
2.6277873516082764,1600,0.9380821883678436,32000,795,0.0008590362849645317
2.6232497692108154,1700,0.9598095342516899,34000,797,0.001533048925921321
2.625819444656372,1800,0.8761137947440147,36000,798,0.000810639001429081
2.6287341117858887,1900,0.9664504826068878,38000,800,0.0004658821562770754
2.6176376342773438,2000,0.9281992018222809,40000,801,0.001941881375387311
2.6120197772979736,2100,0.33721667528152466,42000,801,0.12339027225971222
2.617932081222534,2200,0.9536145515739918,44000,802,0.00045579293509945273
2.610095500946045,2300,0.8321145176887512,46000,802,0.005932590924203396
2.626497745513916,2400,0.8623885959386826,48000,803,0.0006890554213896394
2.621367931365967,2500,0.9849474607035518,50000,805,0.0004667481407523155
2.61777400970459,2600,0.8280876576900482,52000,807,0.0036326635163277388
2.6026859283447266,2700,0.9752224329859018,54000,807,0.0010904977098107338
2.5953683853149414,2800,0.9804741628468037,56000,808,0.0009473912650719285
2.6098849773406982,2900,0.7396478354930878,58000,807,0.0011028352892026305
2.604832172393799,3000,-0.155892014503479,60000,807,0.07976888120174408
2.5906429290771484,3100,0.508698433637619,62000,808,0.05848779156804085
2.614197254180908,3200,0.9631148912012577,64000,808,0.00044453670852817595
2.5641324520111084,3300,0.9646402522921562,66000,808,0.0010887105017900467
2.5763556957244873,3400,0.8595166206359863,68000,808,0.0023102094419300556
2.5436158180236816,3500,0.9088955819606781,70000,809,0.004856851417571306
2.5662498474121094,3600,0.9743714462965727,72000,809,0.0003727655275724828
2.518494129180908,3700,0.6063503324985504,74000,809,0.004964816849678755
2.50714373588562,3800,0.9425472244620323,76000,809,0.0042997500859200954
2.5814642906188965,3900,0.9422028511762619,78000,810,0.0018154457211494446
2.6045193672180176,4000,0.9777430519461632,80000,810,0.001314622233621776
2.560026168823242,4100,0.9646927230060101,82000,810,0.0024601793847978115
2.5166537761688232,4200,0.8751742541790009,84000,810,0.011709773913025856
2.5261073112487793,4300,0.929893285036087,86000,810,0.002542949980124831
2.515141248703003,4400,0.9102859422564507,88000,811,0.060193151235580444
2.4544074535369873,4500,0.9819807913154364,90000,811,0.00433971406891942
2.485927104949951,4600,0.8965106308460236,92000,811,0.008160377852618694
2.4836220741271973,4700,0.7690843939781189,94000,811,0.030893811956048012
2.535637140274048,4800,0.70074063539505,96000,811,0.02571340836584568
2.5530362129211426,4900,0.033199429512023926,98000,811,0.080751433968544
2.5085670948028564,5000,0.9963249042630196,100000,811,0.0005264978390187025
2.57653546333313,5100,0.9876476097851992,102000,811,0.0005192753160372376
2.4750173091888428,5200,0.977048410102725,104000,811,0.004565151408314705
2.5347113609313965,5300,0.9788964036852121,106000,812,0.0018172904383391142
2.4721293449401855,5400,0.8398027271032333,108000,812,0.0535053126513958
2.443131685256958,5500,0.7789557129144669,110000,812,0.09014642238616943
2.5091724395751953,5600,0.8376230299472809,112000,812,0.01721680536866188
2.509827136993408,5700,0.8946658596396446,114000,812,0.006025782786309719
2.420375347137451,5800,0.8825660422444344,116000,812,0.0053655048832297325
2.5038352012634277,5900,0.9467243812978268,118000,812,0.0035870864521712065
2.522552967071533,6000,0.9715996999293566,120000,813,0.0012891257647424936
2.5151073932647705,6100,0.9087973609566689,122000,813,0.001635903143323958
2.5092175006866455,6200,0.7620391547679901,124000,813,0.0793457180261612
2.4673609733581543,6300,0.7694835513830185,126000,813,0.09259559214115143
2.506582736968994,6400,0.36856913566589355,128000,813,0.07648299634456635
2.5222060680389404,6500,0.98319336399436,130000,813,0.0032870217692106962
2.554888963699341,6600,0.8981957137584686,132000,813,0.003990594297647476
2.5551483631134033,6700,0.931205078959465,134000,813,0.0035855646710842848
2.5683536529541016,6800,0.9737285431474447,136000,813,0.0009677268681116402
2.536748170852661,6900,0.6415200233459473,138000,813,0.09027571231126785
2.5472869873046875,7000,0.9889968242496252,140000,813,0.0026839994825422764
2.5614566802978516,7100,0.9758747890591621,142000,814,0.0019580998923629522
2.552807569503784,7200,0.7557756304740906,144000,814,0.0024797595106065273
2.5489754676818848,7300,0.8472930043935776,146000,813,0.004378035664558411
2.5866589546203613,7400,0.8282047808170319,148000,813,0.000510929268784821
2.5393357276916504,7500,0.647950679063797,150000,813,0.10448019206523895
2.581089496612549,7600,0.9822634495794773,152000,813,0.0018506208434700966
2.5459556579589844,7700,0.9912526803091168,154000,813,0.0013061098288744688
2.470028877258301,7800,-0.8744978904724121,156000,813,0.3384796679019928
2.55340576171875,7900,0.9808536265045404,158000,813,0.0004703631275333464
2.524883508682251,8000,0.5735629498958588,160000,812,0.004381989594548941
2.5388693809509277,8100,0.9930141838267446,162000,813,0.0005753482109867036
2.5615925788879395,8200,0.22934889793395996,164000,813,0.18043063580989838
2.553879976272583,8300,0.5111896097660065,166000,813,0.11195360124111176
2.5445523262023926,8400,0.7556261718273163,168000,813,0.04532640054821968
2.553912878036499,8500,0.9675235748291016,170000,813,0.0012280220398679376
2.5837206840515137,8600,0.9712816681712866,172000,813,0.0012617961037904024
2.5606789588928223,8700,0.738844484090805,174000,813,0.10018938779830933
2.6097559928894043,8800,0.9568622000515461,176000,813,0.0004231526399962604
2.58105731010437,8900,0.7717461884021759,178000,813,0.03934570401906967
2.5165374279022217,9000,0.4207993149757385,180000,813,0.12910206615924835
2.5345170497894287,9100,0.8970278576016426,182000,813,0.006307017989456654
2.528508186340332,9200,0.9432835690677166,184000,813,0.0019738541450351477
2.5241222381591797,9300,0.9920229949057102,186000,813,0.002675476251170039
2.5415282249450684,9400,0.7192943394184113,188000,814,0.041682612150907516
2.5256147384643555,9500,0.9585891403257847,190000,814,0.005054074339568615
2.537249803543091,9600,0.5171099305152893,192000,813,0.059649012982845306
2.5452868938446045,9700,0.9771029092371464,194000,813,0.0013388649094849825
2.5580601692199707,9800,0.523856908082962,196000,813,0.12001371383666992
2.5486526489257812,9900,0.718252420425415,198000,813,0.15899190306663513
2.5044798851013184,10000,0.9716981090605259,200000,813,0.009201684035360813
2.458090305328369,10100,0.6731975376605988,202000,813,0.07875609397888184
2.4732089042663574,10200,0.9666925370693207,204000,813,0.002974156755954027
2.4899775981903076,10300,0.9937232136726379,206000,813,0.003581011202186346
2.4364798069000244,10400,0.9939316064119339,208000,813,0.002019552979618311
2.5183489322662354,10500,0.9961361908353865,210000,813,0.0021860881242901087
2.381812334060669,10600,0.035441577434539795,212000,813,0.653174102306366
2.4095475673675537,10700,0.9744240138679743,214000,813,0.01997821219265461
2.525346040725708,10800,0.9845265233889222,216000,813,0.0010255895322188735
2.523754119873047,10900,0.9767753519117832,218000,813,0.0022530059795826674
2.483412027359009,11000,0.764514148235321,220000,813,0.017177758738398552
2.511500835418701,11100,0.9639999754726887,222000,813,0.0018896607216447592
2.4901504516601562,11200,0.9955479493364692,224000,813,0.0009096654248423874
2.4706263542175293,11300,0.8878556936979294,226000,813,0.0682956725358963
2.4899511337280273,11400,0.9524856805801392,228000,813,0.009865978732705116
2.5046017169952393,11500,0.7056225538253784,230000,813,0.023533007130026817
2.50001859664917,11600,0.7933062762022018,232000,813,0.024376656860113144
2.5363833904266357,11700,0.9901685742661357,234000,813,0.0018059855792671442
2.5389580726623535,11800,0.9866269640624523,236000,813,0.0010644957656040788
2.5198421478271484,11900,0.7331973910331726,238000,812,0.20022647082805634
2.547578811645508,12000,0.979609178379178,240000,812,0.0014835145557299256
2.4872303009033203,12100,0.9966369578614831,242000,813,0.0036897980608046055
2.3153350353240967,12200,0.9823260083794594,244000,813,0.021515967324376106
2.502534866333008,12300,0.3416953682899475,246000,812,0.24389715492725372
2.4766650199890137,12400,0.6565897166728973,248000,812,0.029048670083284378
2.4775819778442383,12500,0.6367038190364838,250000,812,0.06513144820928574
2.433497905731201,12600,0.7179271876811981,252000,812,0.2620503604412079
2.517153024673462,12700,0.9892753297463059,254000,812,0.001767464680597186
2.5080223083496094,12800,-3.3306775093078613,256000,812,0.12075282633304596
2.544090747833252,12900,0.5898914039134979,258000,812,0.20190492272377014
2.4801013469696045,13000,-0.9717203378677368,260000,812,0.5070003271102905
2.560227155685425,13100,-0.08054864406585693,262000,812,0.3427678048610687
2.481384754180908,13200,0.32837462425231934,264000,812,0.005927689373493195
2.4972596168518066,13300,0.6379494965076447,266000,812,0.122785285115242
2.541104555130005,13400,0.9950731140561402,268000,812,0.0006409286870621145
2.5277047157287598,13500,0.9548577778041363,270000,812,0.0059539335779845715
2.519923448562622,13600,0.3803038001060486,272000,812,0.051426686346530914
2.5417988300323486,13700,0.9088238850235939,274000,812,0.004000975284725428
2.5503554344177246,13800,0.989093448035419,276000,811,0.00041727180359885097
2.485701322555542,13900,0.895145408809185,278000,811,0.0197187177836895
2.4552226066589355,14000,0.9148389399051666,280000,811,0.00328109716065228
2.482426166534424,14100,0.9895080579444766,282000,811,0.003293832764029503
2.469181537628174,14200,0.9923226838000119,284000,811,0.0042053451761603355
2.559643268585205,14300,0.05606365203857422,286000,811,1.5348488092422485
2.3604087829589844,14400,0.832844004034996,288000,811,0.014016887173056602
2.518157482147217,14500,0.9908338841050863,290000,811,0.0017552009085193276
2.5464096069335938,14600,0.9604648537933826,292000,811,0.0020482935942709446
2.5408098697662354,14700,0.35007035732269287,294000,811,0.15299665927886963
2.482692003250122,14800,0.8482119590044022,296000,811,0.020788054913282394
2.4884676933288574,14900,0.9527760483324528,298000,811,0.016106780618429184
2.4692625999450684,15000,0.9943725629709661,300000,811,0.002517988905310631
2.504941701889038,15100,0.9732881914824247,302000,811,0.004519299603998661
2.549851655960083,15200,0.990857383236289,304000,811,0.0022341287694871426
2.5321953296661377,15300,0.9931868044659495,306000,811,0.0016354357358068228
2.43379545211792,15400,-0.09829545021057129,308000,811,0.20918455719947815
2.519026279449463,15500,0.9925209530629218,310000,811,0.0006453406531363726
2.5296273231506348,15600,0.8054606467485428,312000,811,0.06448034942150116
2.5001816749572754,15700,0.9818466976284981,314000,811,0.004052022006362677
2.5038070678710938,15800,0.9653830863535404,316000,811,0.00963582843542099
2.49613356590271,15900,0.9607876762747765,318000,811,0.008754641748964787
2.4203991889953613,16000,0.993440440390259,320000,811,0.004309481475502253
2.4640471935272217,16100,0.9488727413117886,322000,811,0.03873653709888458
2.4450573921203613,16200,0.9485678151249886,324000,810,0.024950500577688217
2.5253403186798096,16300,0.5707065463066101,326000,810,0.1098724976181984
2.4381651878356934,16400,0.9155999422073364,328000,810,0.054189492017030716
2.506284713745117,16500,0.9436543546617031,330000,810,0.006224705372005701
2.165996551513672,16600,0.9667825661599636,332000,810,0.133912593126297
