#{"t_start": 1525502027.3474948, "env_id": "AsteroidsNoFrameskip-v4"}
r,l,t,i
1590.0,1774,12.643203,1773
580.0,749,16.2614,2522
430.0,528,18.845994,3050
680.0,784,22.677216,3834
230.0,739,26.289583,4573
830.0,852,30.475654,5425
1400.0,2041,40.455574,7466
1570.0,2595,53.080414,10061
1280.0,1428,60.048053,11489
1780.0,2707,73.026722,14196
360.0,284,74.364914,14480
1320.0,1014,79.349217,15494
180.0,370,81.138255,15864
980.0,867,85.30379,16731
830.0,493,87.625485,17224
980.0,928,92.091087,18152
360.0,564,94.824585,18716
1280.0,1700,103.078009,20416
1480.0,930,107.639755,21346
1460.0,1291,113.778931,22637
2100.0,1190,119.58227,23827
480.0,345,121.218058,24172
980.0,876,125.513337,25048
1300.0,1346,131.989915,26394
1540.0,1093,137.244299,27487
1650.0,1394,144.073016,28881
1800.0,940,148.559195,29821
980.0,962,153.121583,30783
1440.0,797,156.980712,31580
2050.0,1114,162.402595,32694
1390.0,1452,169.480061,34146
2000.0,994,174.277828,35140
880.0,413,176.23209,35553
880.0,626,179.222874,36179
1080.0,779,183.044749,36958
1180.0,936,187.665838,37894
1030.0,637,190.736195,38531
930.0,627,193.84198,39158
1180.0,911,198.285417,40069
1280.0,1609,206.063309,41678
1180.0,1193,211.849956,42871
1370.0,2433,223.653436,45304
880.0,630,226.728187,45934
1320.0,1384,233.456814,47318
1560.0,1243,239.503307,48561
1300.0,1012,244.421561,49573
1350.0,1116,249.91749,50689
1440.0,619,252.914155,51308
830.0,453,255.06869,51761
730.0,341,256.696402,52102
1460.0,545,259.332169,52647
980.0,381,261.199022,53028
1580.0,1026,266.206623,54054
630.0,504,268.603537,54558
1130.0,580,271.4195,55138
2030.0,1179,277.165094,56317
1300.0,1272,283.468741,57589
780.0,337,285.055805,57926
1180.0,823,289.08977,58749
1180.0,632,292.198099,59381
680.0,752,295.894163,60133
2600.0,1831,304.806735,61964
680.0,381,306.670193,62345
2200.0,987,311.523508,63332
1300.0,905,315.947922,64237
1300.0,792,319.825979,65029
1570.0,1231,325.837707,66260
330.0,280,327.197765,66540
1470.0,795,331.060771,67335
1510.0,1310,337.554058,68645
630.0,678,340.879861,69323
1180.0,656,344.146395,69979
1350.0,692,347.467813,70671
1080.0,483,349.935433,71154
1760.0,742,353.569908,71896
1950.0,913,357.997344,72809
1280.0,1409,364.982363,74218
680.0,460,367.233859,74678
1930.0,1446,374.387493,76124
1370.0,1437,381.436453,77561
1300.0,725,384.993378,78286
830.0,460,387.150508,78746
1660.0,1015,392.127892,79761
1300.0,811,396.070176,80572
830.0,344,397.737323,80916
1480.0,1005,402.676303,81921
1080.0,537,405.317449,82458
930.0,679,408.635849,83137
1080.0,820,412.631457,83957
1710.0,761,416.372281,84718
830.0,636,419.407404,85354
1030.0,731,422.95276,86085
1300.0,991,427.755232,87076
560.0,634,430.827948,87710
830.0,611,433.821294,88321
1340.0,1263,440.121296,89584
1350.0,1078,445.40065,90662
1180.0,470,447.673839,91132
580.0,444,449.903548,91576
980.0,334,451.501763,91910
1760.0,732,455.10203,92642
680.0,310,456.579839,92952
930.0,379,458.438938,93331
810.0,353,460.203384,93684
1610.0,591,463.132351,94275
530.0,373,464.990729,94648
1130.0,557,467.710945,95205
1030.0,526,470.229063,95731
1300.0,1082,475.599237,96813
1300.0,1025,480.631353,97838
1810.0,1183,486.460934,99021
580.0,311,488.020941,99332
730.0,292,489.393287,99624
930.0,481,491.7253,100105
1630.0,1170,497.461644,101275
980.0,372,499.267115,101647
460.0,318,500.823417,101965
1280.0,1712,509.274137,103677
1520.0,1238,515.332925,104915
1030.0,682,518.668327,105597
1900.0,1236,524.83671,106833
1300.0,802,528.768229,107635
1180.0,623,531.831544,108258
780.0,310,533.304396,108568
1430.0,1005,538.308886,109573
780.0,816,542.273448,110389
1420.0,797,546.202929,111186
1280.0,1224,552.063764,112410
1810.0,1307,558.393492,113717
680.0,485,560.677199,114202
1680.0,1076,565.884846,115278
1180.0,614,568.86157,115892
730.0,449,571.102743,116341
1030.0,570,573.853703,116911
830.0,493,576.233721,117404
980.0,593,579.119894,117997
730.0,550,581.735117,118547
1300.0,869,585.99197,119416
2000.0,1021,590.954105,120437
880.0,404,592.890023,120841
1530.0,1272,599.151456,122113
1450.0,891,603.406059,123004
1500.0,1107,608.874014,124111
780.0,419,610.908897,124530
930.0,618,613.932702,125148
1540.0,1100,619.448656,126248
1680.0,1161,625.100423,127409
1410.0,909,629.580603,128318
1480.0,1230,635.64131,129548
1510.0,953,640.403763,130501
1080.0,711,643.865029,131212
980.0,460,646.22372,131672
1300.0,839,650.326772,132511
1180.0,710,653.819595,133221
2250.0,870,658.172101,134091
680.0,593,661.0541,134684
1280.0,1185,666.871644,135869
980.0,701,670.315359,136570
1780.0,1297,676.675387,137867
1600.0,746,680.357572,138613
980.0,649,683.495841,139262
830.0,786,687.431998,140048
1080.0,596,690.30121,140644
1930.0,848,694.394499,141492
830.0,515,696.901439,142007
780.0,581,699.738445,142588
830.0,319,701.275789,142907
1780.0,971,706.029269,143878
1830.0,1010,710.968443,144888
880.0,456,713.223223,145344
830.0,579,716.122421,145923
1570.0,1312,722.473867,147235
630.0,425,724.560306,147660
1180.0,623,727.597452,148283
1340.0,730,731.190445,149013
880.0,393,733.076215,149406
1300.0,419,735.148384,149825
1280.0,983,739.980457,150808
930.0,642,743.09669,151450
1030.0,760,746.807333,152210
210.0,329,748.370447,152539
1280.0,603,751.301144,153142
1280.0,1218,757.270684,154360
3200.0,1655,765.347381,156015
980.0,646,768.43138,156661
780.0,470,770.685066,157131
980.0,578,773.509032,157709
1300.0,1177,779.118544,158886
1680.0,873,783.32604,159759
1320.0,1534,790.933129,161293
1030.0,518,793.510519,161811
830.0,549,796.163927,162360
580.0,467,798.392838,162827
1580.0,897,802.801347,163724
1320.0,1173,808.58815,164897
1080.0,1034,813.640129,165931
1300.0,940,818.27338,166871
1510.0,918,822.724722,167789
1080.0,450,824.925228,168239
530.0,542,827.605576,168781
710.0,410,829.601226,169191
1390.0,1368,836.325217,170559
1750.0,1096,841.708008,171655
530.0,279,843.058276,171934
2550.0,1476,850.410862,173410
1320.0,497,852.904472,173907
1860.0,862,857.169878,174769
830.0,384,859.010919,175153
630.0,568,861.772554,175721
980.0,374,863.617287,176095
830.0,394,865.52571,176489
830.0,437,867.624768,176926
310.0,349,869.282242,177275
680.0,414,871.324968,177689
530.0,351,873.040777,178040
1490.0,1723,881.547341,179763
1280.0,1061,886.727033,180824
1080.0,636,889.816547,181460
880.0,417,891.856277,181877
1370.0,1013,896.862622,182890
1710.0,808,900.778179,183698
930.0,417,902.766837,184115
1540.0,728,906.348957,184843
1180.0,591,909.288886,185434
1360.0,795,913.093235,186229
1730.0,1506,920.457761,187735
930.0,688,923.785587,188423
2030.0,1453,930.916002,189876
1300.0,898,935.233213,190774
2150.0,891,939.537503,191665
1520.0,800,943.483296,192465
1030.0,375,945.314565,192840
1470.0,1000,950.203797,193840
1300.0,937,954.782838,194777
830.0,561,957.563373,195338
1320.0,893,961.90507,196231
880.0,633,964.977468,196864
2030.0,1230,971.019413,198094
1390.0,606,974.05719,198700
1280.0,477,976.476646,199177
880.0,513,978.899552,199690
2010.0,1481,985.999744,201171
630.0,379,987.835578,201550
1180.0,868,992.058152,202418
830.0,384,993.911802,202802
360.0,255,995.135902,203057
830.0,431,997.295186,203488
930.0,582,1000.113878,204070
1510.0,975,1004.943057,205045
260.0,272,1006.269196,205317
1540.0,921,1010.795938,206238
1420.0,1071,1016.116598,207309
2600.0,1138,1021.758236,208447
1080.0,594,1024.707376,209041
1180.0,682,1028.014315,209723
540.0,561,1030.76573,210284
880.0,571,1033.546328,210855
880.0,559,1036.288279,211414
1280.0,600,1039.193115,212014
880.0,497,1041.637132,212511
1180.0,772,1045.419352,213283
1280.0,907,1049.863266,214190
610.0,368,1051.699518,214558
480.0,408,1053.677946,214966
1940.0,1519,1061.135578,216485
1320.0,954,1065.768859,217439
980.0,671,1069.023082,218110
880.0,380,1070.871651,218490
1510.0,1167,1076.554026,219657
980.0,529,1079.11826,220186
730.0,521,1081.658744,220707
1180.0,438,1083.825519,221145
630.0,368,1085.600272,221513
1850.0,719,1089.127729,222232
1300.0,755,1092.779912,222987
1680.0,1491,1100.00577,224478
2150.0,1319,1106.414468,225797
980.0,495,1108.794003,226292
530.0,467,1111.0575,226759
2600.0,1549,1118.689369,228308
1300.0,1220,1124.69146,229528
2130.0,997,1129.540718,230525
1730.0,609,1132.527478,231134
1470.0,915,1136.984668,232049
1080.0,594,1139.849692,232643
1080.0,549,1142.492359,233192
930.0,381,1144.321952,233573
1410.0,902,1148.712719,234475
1080.0,841,1152.803921,235316
1880.0,1324,1159.269054,236640
1490.0,855,1163.425711,237495
1390.0,1488,1170.669582,238983
980.0,653,1173.832702,239636
1540.0,1346,1180.532086,240982
1540.0,786,1184.33752,241768
1520.0,639,1187.469052,242407
780.0,483,1189.783198,242890
1910.0,624,1192.849875,243514
1520.0,696,1196.195506,244210
1370.0,1686,1204.46068,245896
1180.0,775,1208.190782,246671
1320.0,993,1212.933973,247664
1300.0,918,1217.434195,248582
630.0,395,1219.382196,248977
930.0,438,1221.466248,249415
1300.0,985,1226.21524,250400
980.0,471,1228.471903,250871
1370.0,1124,1233.926573,251995
1280.0,1421,1240.85189,253416
2100.0,1289,1247.156201,254705
980.0,318,1248.729709,255023
980.0,509,1251.219732,255532
730.0,588,1254.125563,256120
1800.0,895,1258.497419,257015
1550.0,1222,1264.407602,258237
2800.0,918,1268.843787,259155
830.0,382,1270.715224,259537
