policy_entropy,total_timesteps,nupdates,explained_variance,value_loss,fps
2.195603132247925,20,1,-405.8810119628906,0.0005002328543923795,26
2.193688154220581,2000,100,-0.6728746891021729,1.1561348856048426e-06,546
2.1933867931365967,4000,200,0.006248176097869873,0.07123325765132904,602
2.1914870738983154,6000,300,-0.08683967590332031,0.00020691027748398483,627
2.1882004737854004,8000,400,-0.014298439025878906,0.27244168519973755,636
2.176924228668213,10000,500,-0.4388481378555298,0.22459229826927185,644
2.170281410217285,12000,600,0.005121171474456787,0.652509331703186,648
2.107372760772705,14000,700,0.04206955432891846,0.15097996592521667,651
1.9603984355926514,16000,800,-0.7999149560928345,0.009075561538338661,655
1.2229102849960327,18000,900,0.4394611120223999,0.005004271864891052,657
1.8434423208236694,20000,1000,-2.0431671142578125,0.003009859239682555,659
1.1946836709976196,22000,1100,0.33842408657073975,0.0026597820688039064,660
0.43495646119117737,24000,1200,-0.01128077507019043,0.15217766165733337,661
0.14551611244678497,26000,1300,-0.008181929588317871,0.36923807859420776,661
0.2586624324321747,28000,1400,-0.09992337226867676,1.7377612590789795,661
1.4788318872451782,30000,1500,-0.010604500770568848,0.09928616136312485,661
1.2203524112701416,32000,1600,-0.6505831480026245,0.022382600232958794,661
1.4817941188812256,34000,1700,0.018381237983703613,0.1799345314502716,662
1.5179880857467651,36000,1800,-0.008688092231750488,0.023685384541749954,662
1.7585203647613525,38000,1900,-0.03032362461090088,0.043867941945791245,662
1.739971399307251,40000,2000,-11.30561351776123,0.015090996399521828,663
1.186568021774292,42000,2100,0.011680245399475098,0.05836797505617142,662
1.0335652828216553,44000,2200,0.034921467304229736,0.1913362294435501,662
1.4029661417007446,46000,2300,-0.020221710205078125,0.060109250247478485,662
1.5906486511230469,48000,2400,-0.018043994903564453,0.08303003013134003,662
1.5661544799804688,50000,2500,-1.128464698791504,0.012467443943023682,662
2.076786518096924,52000,2600,-1.566209077835083,0.0024994979612529278,663
1.9262163639068604,54000,2700,-0.014783143997192383,0.00585158821195364,663
1.3849611282348633,56000,2800,-0.24209880828857422,0.00819084607064724,664
1.2910630702972412,58000,2900,0.019413352012634277,0.12290491908788681,664
1.1185299158096313,60000,3000,-0.02341938018798828,0.18530771136283875,664
0.5104376077651978,62000,3100,-0.06716704368591309,2.287410259246826,664
1.7645204067230225,64000,3200,0.05751943588256836,0.008294215425848961,665
1.823237657546997,66000,3300,0.029613375663757324,0.005930469837039709,665
1.3852310180664062,68000,3400,-0.003961443901062012,3.331177234649658,665
1.5816771984100342,70000,3500,-0.008570671081542969,0.07908650487661362,665
2.0804083347320557,72000,3600,0.04427361488342285,0.0006626789690926671,665
1.8914684057235718,74000,3700,-0.9070107936859131,0.00577038899064064,666
1.765618920326233,76000,3800,0.5016259551048279,0.004804386757314205,665
1.7980741262435913,78000,3900,-0.1244802474975586,0.004452856723219156,665
1.9073108434677124,80000,4000,-0.01855027675628662,0.14521394670009613,665
2.1490108966827393,82000,4100,0.10518693923950195,0.06629480421543121,666
1.8886997699737549,84000,4200,0.034502625465393066,0.2892868220806122,666
0.8888872265815735,86000,4300,-0.022321701049804688,0.047411900013685226,666
1.7952817678451538,88000,4400,-0.11206924915313721,0.3334473967552185,666
2.187685489654541,90000,4500,-0.03819131851196289,0.09644034504890442,666
2.1564228534698486,92000,4600,-0.11761772632598877,0.10740558803081512,666
1.366363286972046,94000,4700,-0.04697060585021973,0.01594187691807747,666
1.731231927871704,96000,4800,0.05015707015991211,0.04027293622493744,667
1.2310125827789307,98000,4900,-0.10165083408355713,0.028285954147577286,667
2.149991512298584,100000,5000,0.540623664855957,0.07368605583906174,667
1.8658469915390015,102000,5100,0.33773791790008545,0.09368009120225906,667
1.8312780857086182,104000,5200,0.8923806846141815,0.019324539229273796,668
2.1081383228302,106000,5300,0.8167077153921127,0.04883476346731186,668
1.7496637105941772,108000,5400,0.2635595202445984,0.07241898030042648,668
2.0631637573242188,110000,5500,0.7614301294088364,0.02782360650599003,668
2.1301636695861816,112000,5600,0.9497010186314583,0.07973617315292358,668
2.1152279376983643,114000,5700,0.9739669393748045,0.04554644972085953,668
2.121645450592041,116000,5800,0.9455301985144615,0.020432446151971817,668
2.1846132278442383,118000,5900,0.4709293842315674,0.22274336218833923,668
2.1730265617370605,120000,6000,0.8144161105155945,0.07028746604919434,668
2.0978081226348877,122000,6100,0.5162138640880585,0.8508232831954956,668
1.8700923919677734,124000,6200,0.6084596514701843,0.013138219714164734,668
1.7489612102508545,126000,6300,0.978825094178319,0.009410997852683067,668
0.5170280933380127,128000,6400,0.7946083843708038,0.0316888689994812,668
1.5907150506973267,130000,6500,0.29708725214004517,0.49201035499572754,668
1.5389032363891602,132000,6600,0.658440500497818,0.1316184550523758,669
1.5589969158172607,134000,6700,0.6354688107967377,0.20684830844402313,669
1.7744696140289307,136000,6800,-0.30948758125305176,0.02868993952870369,669
1.70708429813385,138000,6900,0.12396138906478882,0.003518629353493452,669
1.805100440979004,140000,7000,-0.3162494897842407,0.10611448436975479,669
2.0627951622009277,142000,7100,0.059788644313812256,0.0837688222527504,669
1.7901122570037842,144000,7200,0.8426002711057663,0.009550411254167557,669
1.7854076623916626,146000,7300,0.3135666251182556,0.8840939402580261,669
2.0095715522766113,148000,7400,0.27940863370895386,0.0037369374185800552,669
