#{"t_start": 1525601371.8674595, "env_id": "BowlingNoFrameskip-v4"}
r,l,t,i
27.0,2101,13.252807,2100
24.0,2088,23.066715,4188
24.0,2105,32.997639,6293
15.0,2099,42.888571,8392
28.0,2108,52.742398,10500
21.0,2117,62.765313,12617
24.0,2095,72.599355,14712
28.0,2102,82.585129,16814
21.0,2112,92.489888,18926
21.0,2116,102.601056,21042
25.0,2094,112.569156,23136
24.0,2087,122.402094,25223
34.0,2125,132.54778,27348
25.0,2118,142.562081,29466
23.0,2117,152.483404,31583
19.0,2102,162.367945,33685
19.0,2091,172.183857,35776
20.0,2147,182.287195,37923
34.0,2130,192.363122,40053
30.0,2110,202.249497,42163
25.0,2114,212.187714,44277
27.0,2081,221.895591,46358
13.0,2090,231.763802,48448
31.0,2110,241.701664,50558
14.0,2084,251.559595,52642
33.0,2125,261.587439,54767
22.0,2142,271.696163,56909
25.0,2092,281.555328,59001
22.0,2086,291.453319,61087
30.0,2129,301.625019,63216
30.0,2106,311.611603,65322
31.0,2124,321.645454,67446
17.0,2103,331.607558,69549
25.0,2095,341.468541,71644
24.0,2085,351.363064,73729
27.0,2124,361.397856,75853
25.0,2115,371.322929,77968
30.0,2124,381.272395,80092
27.0,2138,391.307986,82230
20.0,2101,401.254616,84331
15.0,2113,411.259539,86444
13.0,2115,421.358047,88559
23.0,2117,431.358371,90676
18.0,2109,441.367628,92785
21.0,2099,451.293339,94884
27.0,2090,461.285741,96974
24.0,2094,471.244501,99068
27.0,2117,481.201247,101185
25.0,2116,491.149497,103301
24.0,2107,501.078118,105408
24.0,2105,511.012806,107513
18.0,2115,520.928342,109628
30.0,2130,530.835413,111758
27.0,2091,540.671587,113849
26.0,2099,550.53636,115948
30.0,2116,560.454519,118064
15.0,2078,570.271173,120142
20.0,2115,580.232813,122257
30.0,2108,590.151746,124365
18.0,2106,600.137588,126471
22.0,2110,610.162165,128581
19.0,2089,620.067072,130670
28.0,2112,630.10056,132782
22.0,2096,640.08038,134878
15.0,2082,649.907938,136960
22.0,2083,659.703402,139043
30.0,2109,669.589537,141152
33.0,2117,679.598644,143269
21.0,2096,689.456616,145365
25.0,2097,699.156033,147462
21.0,2135,709.183336,149597
23.0,2116,719.13482,151713
20.0,2117,729.173508,153830
21.0,2078,738.996147,155908
17.0,2092,750.07666,158000
25.0,2132,760.358101,160132
29.0,2138,770.477272,162270
37.0,2152,780.744685,164422
21.0,2110,790.776923,166532
24.0,2079,800.617901,168611
21.0,2100,810.543021,170711
30.0,2111,820.518608,172822
21.0,2100,830.454347,174922
31.0,2090,840.237643,177012
30.0,2129,850.233889,179141
18.0,2089,860.009719,181230
15.0,2073,869.771994,183303
20.0,2112,879.637542,185415
22.0,2125,889.51675,187540
22.0,2104,899.382975,189644
24.0,2130,909.405527,191774
21.0,2102,919.252181,193876
25.0,2099,929.159208,195975
19.0,2116,939.20011,198091
22.0,2111,949.011541,200202
27.0,2130,959.17854,202332
