total_timesteps,fps,policy_entropy,value_loss,explained_variance,nupdates
4834000,503,2.0840139389038086,0.0029588949400931597,0.9926608125679195,241700
4836000,503,2.1122641563415527,0.004533425904810429,0.9904418345540762,241800
4838000,503,2.003133535385132,0.015430512838065624,0.9546701312065125,241900
4840000,504,1.7477827072143555,0.0037074394058436155,0.989671329036355,242000
4842000,504,2.007328748703003,0.006000173278152943,0.9701489768922329,242100
4844000,504,2.0164523124694824,0.0026226951740682125,0.9945206865668297,242200
4846000,504,1.865979790687561,0.017618579789996147,0.9405002482235432,242300
4848000,504,2.0458648204803467,0.0182509645819664,0.8397201746702194,242400
4850000,504,1.867809534072876,0.014767644926905632,0.935718260705471,242500
4852000,504,1.7970281839370728,0.011965971440076828,0.9366493001580238,242600
4854000,504,1.91777765750885,0.005376501474529505,0.9902866780757904,242700
4856000,504,1.9934933185577393,0.10639519989490509,0.7766064405441284,242800
4858000,504,1.7905118465423584,0.02507880888879299,0.7533405870199203,242900
4860000,504,2.0258758068084717,0.0045769172720611095,0.9891421385109425,243000
4862000,504,1.7588964700698853,0.00749999051913619,0.9891747096553445,243100
4864000,504,2.1087939739227295,0.007658956106752157,0.9579765796661377,243200
4866000,504,1.7572799921035767,0.0053069498389959335,0.958578746765852,243300
4868000,504,1.904679536819458,0.013920808210968971,0.9727408178150654,243400
4870000,504,1.9634010791778564,0.01088777557015419,0.9752116240561008,243500
4872000,504,2.053945302963257,0.0003363591094966978,0.9989307163050398,243600
4874000,505,2.0800697803497314,0.014278531074523926,0.9098746329545975,243700
4876000,505,1.8707348108291626,0.04488835111260414,0.7102879583835602,243800
4878000,505,2.0044713020324707,0.00917847640812397,0.9391252398490906,243900
4880000,505,1.893602728843689,0.006683130748569965,0.975841699168086,244000
4882000,505,1.9653688669204712,0.002976022893562913,0.992406455334276,244100
4884000,505,1.7031335830688477,0.03947839140892029,0.8267498910427094,244200
4886000,505,1.8888652324676514,0.011670236475765705,0.9827766809612513,244300
4888000,505,1.9606800079345703,0.02040904387831688,0.9152647480368614,244400
4890000,505,1.9316215515136719,0.0036458014510571957,0.9827559385448694,244500
4892000,505,1.959671974182129,0.07928251475095749,0.5753743648529053,244600
4894000,505,1.6088842153549194,0.00604093074798584,0.9866278972476721,244700
4896000,505,1.9146239757537842,0.003803041996434331,0.9928115997463465,244800
4898000,505,1.8651329278945923,0.006290920078754425,0.9167756587266922,244900
4900000,505,2.0453438758850098,0.0021147485822439194,0.9934736220166087,245000
4902000,505,1.610308051109314,0.009424103423953056,0.7160054743289948,245100
4904000,505,1.915283441543579,0.016352538019418716,0.9589066989719868,245200
4906000,506,1.9852735996246338,0.012982395477592945,0.9778021313250065,245300
4908000,506,2.098921537399292,0.011063778772950172,0.7787691354751587,245400
4910000,506,1.847891092300415,0.001704595284536481,0.9966492052190006,245500
4912000,506,1.993299126625061,0.021399591118097305,0.9706742707639933,245600
4914000,506,2.019522190093994,0.006509523838758469,0.9819619748741388,245700
4916000,506,2.1264891624450684,0.0012262319214642048,0.9963743521366268,245800
4918000,506,2.1211071014404297,0.008871459402143955,0.9734689518809319,245900
4920000,506,1.9546229839324951,0.002389447297900915,0.9878391893580556,246000
4922000,506,2.064190149307251,0.002951054833829403,0.9611634947359562,246100
4924000,506,1.9399982690811157,0.02708512172102928,0.9449862390756607,246200
4926000,506,1.7583796977996826,0.0063315099105238914,0.9878088971599936,246300
4928000,506,1.8853895664215088,0.0029370528645813465,0.9923290456645191,246400
4930000,506,1.7072995901107788,0.01338398177176714,0.9648122005164623,246500
4932000,506,1.6431071758270264,0.099486343562603,0.6000867187976837,246600
4934000,506,1.9988248348236084,0.009671729989349842,0.9814605414867401,246700
4936000,506,1.8378794193267822,0.00604904955253005,0.991022459231317,246800
4938000,506,2.1225779056549072,0.0058896588161587715,0.98316939920187,246900
4940000,507,2.0669007301330566,0.0014019048539921641,0.997210084926337,247000
4942000,507,1.8081796169281006,0.00915690790861845,0.9815882965922356,247100
4944000,507,1.9058144092559814,0.005035886075347662,0.9855065755546093,247200
4946000,507,1.7311038970947266,0.012343662790954113,0.9582477770745754,247300
4948000,507,1.758681058883667,0.02580203488469124,0.9446923658251762,247400
4950000,507,1.5953917503356934,0.05640844255685806,0.362817645072937,247500
4952000,507,1.6886745691299438,0.007808567490428686,0.9412814676761627,247600
4954000,507,1.7776607275009155,0.015024798922240734,0.9252049177885056,247700
4956000,507,1.8930561542510986,0.07198414951562881,0.8421246260404587,247800
4958000,507,1.9155492782592773,0.010531465522944927,0.9765074662864208,247900
4960000,507,1.6340563297271729,0.0038692534435540438,0.9423018544912338,248000
4962000,507,1.8832725286483765,0.002723617944866419,0.9844126962125301,248100
4964000,507,1.7404797077178955,0.007156713865697384,0.8924046158790588,248200
4966000,507,1.9673948287963867,0.0045724427327513695,0.9881695779040456,248300
4968000,507,1.951058030128479,0.0020058550871908665,0.990389690734446,248400
4970000,507,1.9060027599334717,0.021393558010458946,0.9176943153142929,248500
4972000,507,1.5241711139678955,0.023658275604248047,0.7519462406635284,248600
4974000,508,1.901026725769043,0.0069085075519979,0.9887218354269862,248700
4976000,508,2.0076801776885986,0.0007307127816602588,0.9980372544378042,248800
4978000,508,1.8928625583648682,0.026784304529428482,0.4601811170578003,248900
4980000,508,1.976439118385315,0.01262111496180296,0.8581048548221588,249000
4982000,508,2.086219310760498,0.002009955933317542,0.9969086027704179,249100
4984000,508,2.0329384803771973,0.002018596278503537,0.9949937593191862,249200
4986000,508,1.81156325340271,0.006050399504601955,0.956981249153614,249300
4988000,508,2.1075711250305176,0.002653346862643957,0.9891028581187129,249400
4990000,508,1.9250705242156982,0.009723260998725891,0.974040474742651,249500
4992000,508,2.1430628299713135,0.00237496430054307,0.9935405887663364,249600
4994000,508,1.9353593587875366,0.28722459077835083,0.5667711496353149,249700
4996000,508,2.062573194503784,0.006344975437968969,0.9732625801116228,249800
4998000,508,1.8690322637557983,0.027003521099686623,0.7295106053352356,249900
5000000,508,1.995944619178772,0.006314764730632305,0.9782464019954205,250000
5002000,508,1.9913520812988281,0.0036197614390403032,0.8906255587935448,250100
5004000,508,2.031045436859131,0.031371816992759705,0.900692529976368,250200
5006000,508,1.948319673538208,0.004199427552521229,0.9763368889689445,250300
5008000,509,1.779758095741272,0.04121168330311775,0.8201876133680344,250400
5010000,509,2.0045974254608154,0.008649816736578941,0.9820956327021122,250500
5012000,509,1.8358747959136963,0.008066566661000252,0.8757386952638626,250600
5014000,509,1.864464521408081,0.008612271398305893,0.9846333414316177,250700
5016000,509,1.8494155406951904,0.005550815258175135,0.9912151927128434,250800
5018000,509,2.0932071208953857,0.0012803856516256928,0.9823464285582304,250900
5020000,509,1.8203868865966797,0.03439898043870926,-1.1168878078460693,251000
5022000,509,2.018789529800415,0.0022998624481260777,0.9961627470329404,251100
5024000,509,1.920660376548767,0.027885224670171738,0.7133340239524841,251200
5026000,509,1.870107889175415,0.004988151136785746,0.9872942110523582,251300
5028000,509,2.041825771331787,0.16695386171340942,0.6296410858631134,251400
5030000,509,2.1353344917297363,0.0037345420569181442,0.8957323804497719,251500
5032000,509,2.1045079231262207,0.006491777487099171,0.9317678734660149,251600
5034000,509,2.143648624420166,0.009071821346879005,0.9589066654443741,251700
5036000,509,1.9939591884613037,0.004494531080126762,0.9687728248536587,251800
5038000,509,1.8748371601104736,0.009790187701582909,0.9162926748394966,251900
5040000,509,1.9185094833374023,0.056334227323532104,0.8668029755353928,252000
5042000,510,2.0275344848632812,0.006344659719616175,0.9829099494963884,252100
5044000,510,1.980531096458435,0.03917353227734566,0.9180616810917854,252200
5046000,510,2.139456272125244,0.0004039810155518353,0.9948600698262453,252300
5048000,510,1.7887996435165405,0.038393136113882065,0.653657466173172,252400
5050000,510,1.9037669897079468,0.0450982041656971,0.9483717828989029,252500
5052000,510,2.152101993560791,0.0008390980656258762,0.997883546166122,252600
5054000,510,2.093452215194702,0.007062613032758236,0.9808240663260221,252700
5056000,510,2.149055242538452,0.0018355160718783736,0.9919871632009745,252800
5058000,510,1.8047239780426025,0.005546161439269781,0.985258718021214,252900
5060000,510,1.9263641834259033,0.0010193281341344118,0.9967065267264843,253000
5062000,510,1.9886419773101807,0.008028252050280571,0.8766895160079002,253100
5064000,510,1.8591649532318115,0.0026355735026299953,0.9940614853985608,253200
5066000,510,1.8659995794296265,0.007899878546595573,0.9875490628182888,253300
5068000,510,2.168574810028076,0.012729520909488201,0.9496052004396915,253400
5070000,510,1.9546760320663452,0.008404094725847244,0.985209109261632,253500
5072000,510,1.7601627111434937,0.024645056575536728,0.9380956515669823,253600
5074000,510,2.159392833709717,0.002833958948031068,0.9852758189663291,253700
5076000,510,1.8613688945770264,0.008917581290006638,0.9862199360504746,253800
5078000,511,2.1279149055480957,0.0035020201466977596,0.985338737256825,253900
5080000,511,1.8052198886871338,0.0014468574663624167,0.9978064431343228,254000
5082000,511,2.1093974113464355,0.0039977096021175385,0.9927887441590428,254100
5084000,511,1.9967079162597656,0.00398842990398407,0.9954141979105771,254200
5086000,511,1.8902194499969482,0.015557119622826576,0.9463034756481647,254300
5088000,511,2.0395591259002686,0.00621779914945364,0.9872966101393104,254400
5090000,511,1.7565577030181885,0.21440616250038147,0.7012009918689728,254500
5092000,511,2.0133519172668457,0.15574431419372559,0.8123489022254944,254600
5094000,511,2.0659313201904297,0.16685065627098083,0.6809404492378235,254700
5096000,511,1.9271122217178345,0.0027456525713205338,0.9955615941435099,254800
5098000,511,1.882276177406311,0.004249135963618755,0.9806513879448175,254900
5100000,511,1.8566553592681885,0.016307614743709564,0.9747133608907461,255000
5102000,511,1.7911936044692993,0.02697659656405449,0.9750586543232203,255100
5104000,511,1.9834893941879272,0.006559880916029215,0.9918801346793771,255200
5106000,511,1.6259170770645142,0.011992139741778374,0.9897378804162145,255300
5108000,511,1.8824565410614014,0.02621212601661682,0.9473985582590103,255400
5110000,511,1.789221167564392,0.0047187949530780315,0.9895944343879819,255500
5112000,512,1.7974746227264404,0.010129990987479687,0.969378063455224,255600
5114000,512,1.9512087106704712,0.021623969078063965,0.9423953481018543,255700
5116000,512,1.9288966655731201,0.026476716622710228,0.6457173824310303,255800
5118000,512,1.9923251867294312,0.004031094256788492,0.9962127464823425,255900
5120000,512,1.9912563562393188,0.023010458797216415,0.9526714570820332,256000
5122000,512,2.0144503116607666,0.009196314960718155,0.977058906108141,256100
5124000,512,1.5901587009429932,0.021763067692518234,-0.4930601119995117,256200
5126000,512,2.0205068588256836,0.0030772241298109293,0.9974865082185715,256300
5128000,512,2.0419812202453613,0.0337621308863163,0.725689709186554,256400
5130000,512,2.0613768100738525,0.005233805626630783,0.9579934664070606,256500
5132000,512,1.9850327968597412,0.017901496961712837,0.9636891707777977,256600
5134000,512,1.9251441955566406,0.02342626452445984,0.18725472688674927,256700
5136000,512,2.087066650390625,0.009363727644085884,0.9415706396102905,256800
5138000,512,2.135110378265381,0.0006813770160079002,0.9980395818129182,256900
5140000,512,1.9800872802734375,0.014165842905640602,0.827904224395752,257000
5142000,512,2.0222296714782715,0.04298383742570877,0.9268852472305298,257100
5144000,512,1.8437423706054688,0.09701428562402725,0.9034183546900749,257200
5146000,512,1.8828036785125732,0.031200772151350975,0.6907689869403839,257300
5148000,513,1.9264037609100342,0.0059610335156321526,0.9923475445248187,257400
5150000,513,2.0332775115966797,0.0025341412983834743,0.9896787656471133,257500
5152000,513,1.8873558044433594,0.0008409212459810078,0.9980576226953417,257600
5154000,513,1.9188340902328491,0.015766948461532593,0.9792842715978622,257700
5156000,513,1.9983851909637451,0.009714148938655853,0.9791558813303709,257800
5158000,513,2.020632266998291,0.006961210630834103,0.9948021504096687,257900
5160000,513,1.921791434288025,0.005118344910442829,0.9920710241422057,258000
5162000,513,2.096773386001587,0.0016569525469094515,0.9959531794302166,258100
5164000,513,2.0135185718536377,0.009581251069903374,0.9721052795648575,258200
5166000,513,2.0829267501831055,0.034168001264333725,0.9470994733273983,258300
5168000,513,1.8746598958969116,0.061708200722932816,-6.462942123413086,258400
5170000,513,1.9217380285263062,0.0027635490987449884,0.9966042265295982,258500
5172000,513,2.0179519653320312,0.01830499991774559,0.38519376516342163,258600
5174000,513,1.9376914501190186,0.0014320580521598458,0.981615575030446,258700
5176000,513,1.9277225732803345,0.008999122306704521,0.9679496586322784,258800
5178000,513,1.983992338180542,0.008214795961976051,0.9787295367568731,258900
5180000,513,2.0761489868164062,0.005183103494346142,0.9884207164868712,259000
5182000,513,2.0060887336730957,0.0029472748283296824,0.9874837873503566,259100
5184000,514,1.8894526958465576,0.017011182382702827,0.8154608905315399,259200
5186000,514,1.8091857433319092,0.00588912284001708,0.9941730671562254,259300
5188000,514,1.9612159729003906,0.002768896985799074,0.9889222858473659,259400
5190000,514,1.993674874305725,0.010968032293021679,0.9779947120696306,259500
5192000,514,1.9992862939834595,0.011749962344765663,0.9787522200495005,259600
5194000,514,2.0416815280914307,0.012026669457554817,0.9689484480768442,259700
5196000,514,1.986786127090454,0.010077006183564663,0.9769835211336613,259800
5198000,514,1.9103119373321533,0.0016513547161594033,0.9956929320469499,259900
5200000,514,1.8866134881973267,0.010171880014240742,-0.12197625637054443,260000
5202000,514,1.888370156288147,0.006251700222492218,0.976135915145278,260100
5204000,514,1.9590637683868408,0.006903122179210186,0.9799608010798693,260200
5206000,514,1.9520606994628906,0.013020803220570087,0.9690116737037897,260300
5208000,514,2.077667713165283,0.011010190472006798,0.9727919660508633,260400
5210000,514,2.1189990043640137,0.0007011879933997989,0.9967075639870018,260500
5212000,514,2.061143159866333,0.041420795023441315,0.43557047843933105,260600
5214000,514,1.9946848154067993,0.031025145202875137,0.951683696359396,260700
5216000,514,1.8198955059051514,0.0040390584617853165,0.9816654101014137,260800
5218000,514,1.9921756982803345,0.011631453409790993,0.6186119318008423,260900
5220000,515,2.103865385055542,0.004296109080314636,0.9922344787046313,261000
5222000,515,2.0008201599121094,0.004631826654076576,0.9986171018099412,261100
5224000,515,1.9611032009124756,0.022652680054306984,0.7603233009576797,261200
5226000,515,2.0395803451538086,0.001700216205790639,0.9980459178332239,261300
5228000,515,2.071495771408081,0.0038676615804433823,0.9931741277687252,261400
5230000,515,1.8806747198104858,0.003992568235844374,0.9375721514225006,261500
5232000,515,2.17387056350708,0.0012887951452285051,0.9953090171329677,261600
5234000,515,2.0715479850769043,0.0054151020012795925,0.9412765391170979,261700
5236000,515,2.0520100593566895,0.027760785073041916,0.9555621184408665,261800
5238000,515,2.063335418701172,0.00423815194517374,0.9838608242571354,261900
5240000,515,1.925195336341858,0.0320889875292778,0.9303573444485664,262000
5242000,515,2.0348052978515625,0.0017841694643720984,0.9959038523957133,262100
5244000,515,1.870566725730896,0.0047323196195065975,0.9960986892692745,262200
5246000,515,1.9060662984848022,0.0068922266364097595,0.9851342663168907,262300
5248000,515,1.9630134105682373,0.015599444508552551,0.815143808722496,262400
5250000,515,1.9987026453018188,0.04704160615801811,0.8561614602804184,262500
5252000,515,1.9490015506744385,0.006324950605630875,0.9886773163452744,262600
5254000,515,2.1053948402404785,0.0025541610084474087,0.9806227795779705,262700
5256000,515,1.8930469751358032,0.0075509012676775455,0.9705463666468859,262800
5258000,516,1.7400157451629639,0.003965113777667284,0.9960513189435005,262900
5260000,516,1.9537718296051025,0.0042761219665408134,0.9920155620202422,263000
5262000,516,1.9584640264511108,0.007555462419986725,0.9516201429069042,263100
5264000,516,2.047611951828003,0.03958948701620102,0.7341338396072388,263200
5266000,516,2.083374500274658,0.0062454817816615105,0.9717291556298733,263300
5268000,516,2.0042998790740967,0.014132645912468433,0.9384032674133778,263400
5270000,516,2.0341339111328125,0.0052656144835054874,0.9742170497775078,263500
5272000,516,1.9399678707122803,0.002265301998704672,0.9722330570220947,263600
5274000,516,1.9569721221923828,0.010892000049352646,0.974689370021224,263700
5276000,516,1.8958499431610107,0.0029038137290626764,0.9942195597104728,263800
5278000,516,1.9726158380508423,0.019272135570645332,0.982533099129796,263900
5280000,516,2.134218215942383,0.0022048689424991608,0.99000234156847,264000
5282000,516,2.070260524749756,0.6612409353256226,0.16367614269256592,264100
5284000,516,2.0106894969940186,0.0010618346277624369,0.995353446342051,264200
5286000,516,2.151972532272339,0.0049199918285012245,0.9837937038391829,264300
5288000,516,1.9764820337295532,0.009137888438999653,0.9829243831336498,264400
5290000,516,1.9211326837539673,0.005018747411668301,0.9947315366007388,264500
5292000,516,2.0357472896575928,0.012280460447072983,0.9726116750389338,264600
5294000,516,1.9438613653182983,0.033546559512615204,0.926797479391098,264700
5296000,517,1.8956788778305054,0.02086804434657097,0.9601886793971062,264800
5298000,517,1.6709299087524414,0.0051752133294939995,0.8411080539226532,264900
5300000,517,2.1849265098571777,0.0005546267493627965,0.9880964579060674,265000
5302000,517,1.8986361026763916,0.0045337798073887825,0.9930450916290283,265100
