#{"t_start": 1525583100.651718, "env_id": "BeamRiderNoFrameskip-v4"}
r,l,t,i
352.0,1569,23.323131,1568
660.0,2080,40.570699,3648
440.0,1190,50.70548,4838
528.0,1333,61.937897,6171
220.0,1069,70.901387,7240
396.0,1147,80.574885,8387
440.0,1521,93.411379,9908
264.0,1228,103.607988,11136
396.0,1324,114.636252,12460
528.0,1231,124.899658,13691
220.0,917,132.597431,14608
264.0,1231,142.955626,15839
484.0,1241,153.414948,17080
264.0,1516,165.912471,18596
132.0,873,173.075443,19469
396.0,1221,183.490068,20690
264.0,1087,192.656251,21777
352.0,971,200.805631,22748
220.0,1058,209.816319,23806
308.0,975,218.015255,24781
264.0,894,225.449724,25675
660.0,1655,239.611858,27330
352.0,1382,251.188335,28712
308.0,996,259.538106,29708
308.0,1695,273.971522,31403
220.0,832,280.902205,32235
396.0,1253,291.477466,33488
528.0,1409,303.298319,34897
528.0,1769,318.294502,36666
264.0,939,326.336198,37605
352.0,1391,338.146871,38996
352.0,1798,353.372126,40794
396.0,1457,365.80303,42251
352.0,1081,374.936238,43332
396.0,1431,387.130371,44763
572.0,1536,399.921352,46299
852.0,1989,416.825975,48288
660.0,1723,431.369034,50011
396.0,1325,442.471199,51336
220.0,972,450.744783,52308
220.0,930,458.569424,53238
308.0,1005,467.046628,54243
132.0,962,475.171013,55205
396.0,1405,486.990013,56610
440.0,1071,495.908576,57681
572.0,2168,514.154675,59849
616.0,1960,530.458061,61809
220.0,941,538.457682,62750
440.0,1360,549.832817,64110
396.0,1434,561.858586,65544
308.0,1071,570.766622,66615
572.0,1565,583.767503,68180
528.0,1425,595.377614,69605
528.0,1758,609.963363,71363
220.0,1104,619.190402,72467
528.0,1409,631.147142,73876
308.0,1088,640.091871,74964
352.0,1097,649.21976,76061
660.0,2079,666.694272,78140
396.0,1243,677.023757,79383
308.0,1343,688.269884,80726
440.0,1301,699.157684,82027
396.0,1317,710.252327,83344
528.0,1343,721.614739,84687
1044.0,2612,743.500365,87299
308.0,1412,755.29408,88711
396.0,1287,766.14806,89998
352.0,954,774.30934,90952
308.0,1128,783.977,92080
132.0,1348,795.389109,93428
440.0,1417,807.158397,94845
352.0,1476,819.871656,96321
264.0,1270,830.523608,97591
484.0,1334,841.570275,98925
396.0,1431,853.721104,100356
352.0,829,860.642045,101185
396.0,1524,873.456749,102709
660.0,2201,891.807415,104910
352.0,1061,900.756927,105971
660.0,2121,918.694808,108092
352.0,1306,929.706622,109398
572.0,1434,941.855716,110832
572.0,1221,952.000362,112053
352.0,1347,963.373708,113400
660.0,1511,976.211857,114911
308.0,1062,985.183312,115973
396.0,1631,998.83305,117604
572.0,1915,1015.112883,119519
756.0,2260,1034.246232,121779
396.0,1270,1045.017659,123049
352.0,1371,1056.624718,124420
616.0,1533,1069.399433,125953
660.0,1722,1083.962213,127675
264.0,979,1092.042874,128654
352.0,1173,1101.845197,129827
352.0,1563,1115.223835,131390
132.0,1049,1124.074126,132439
264.0,1225,1134.538258,133664
484.0,1334,1145.925891,134998
440.0,1059,1154.934664,136057
220.0,774,1161.415707,136831
176.0,1109,1170.664614,137940
660.0,1772,1185.39768,139712
220.0,1033,1194.032686,140745
308.0,1047,1202.750529,141792
396.0,1238,1213.204719,143030
264.0,1535,1226.017739,144565
528.0,1341,1237.338196,145906
308.0,895,1245.014024,146801
396.0,1320,1256.059922,148121
484.0,1312,1266.517685,149433
352.0,1187,1273.411861,150620
308.0,1378,1281.454171,151998
396.0,1263,1288.708903,153261
220.0,1397,1296.881231,154658
440.0,1329,1304.534434,155987
396.0,1265,1311.889055,157252
308.0,1072,1318.164732,158324
616.0,1859,1328.856558,160183
132.0,848,1333.726053,161031
264.0,1114,1340.15851,162145
484.0,1257,1347.546596,163402
264.0,833,1352.409569,164235
572.0,1370,1360.386055,165605
440.0,1453,1368.815295,167058
484.0,1198,1375.67764,168256
616.0,1870,1386.577294,170126
264.0,1285,1394.010551,171411
660.0,1642,1403.343457,173053
484.0,1259,1410.661904,174312
528.0,1699,1420.4758,176011
132.0,944,1425.91845,176955
660.0,1769,1436.281703,178724
352.0,1627,1445.690171,180351
484.0,1272,1453.064031,181623
528.0,1328,1460.663302,182951
484.0,1446,1469.162411,184397
352.0,1811,1479.728148,186208
396.0,1716,1489.770043,187924
440.0,1554,1498.855185,189478
396.0,1057,1505.010621,190535
308.0,1328,1512.774168,191863
352.0,1280,1520.298615,193143
616.0,1425,1528.607726,194568
528.0,1863,1539.498069,196431
264.0,1051,1545.815419,197482
660.0,1694,1559.47579,199176
264.0,1425,1571.092861,200601
528.0,1407,1582.681974,202008
264.0,1112,1591.740363,203120
308.0,1327,1602.582419,204447
176.0,1062,1611.450473,205509
396.0,1240,1621.789416,206749
572.0,1538,1634.484959,208287
352.0,1139,1643.85958,209426
528.0,1380,1655.330886,210806
616.0,1842,1670.413974,212648
396.0,1279,1681.077374,213927
308.0,999,1689.240849,214926
176.0,944,1697.100015,215870
660.0,1921,1712.978424,217791
176.0,922,1720.527697,218713
396.0,1241,1730.716953,219954
264.0,969,1738.768298,220923
352.0,1265,1749.274243,222188
396.0,1095,1758.193979,223283
352.0,1099,1767.565366,224382
396.0,1174,1777.102139,225556
708.0,1984,1793.310812,227540
616.0,1540,1805.885744,229080
440.0,1283,1816.528086,230363
440.0,1267,1826.888855,231630
440.0,1231,1837.253876,232861
572.0,1558,1850.200864,234419
352.0,1604,1863.423301,236023
264.0,1285,1874.178672,237308
708.0,1982,1890.556943,239290
396.0,1364,1901.862354,240654
396.0,1552,1914.447392,242206
308.0,1173,1924.145821,243379
352.0,1273,1934.672947,244652
352.0,1004,1943.166762,245656
308.0,1224,1953.228241,246880
352.0,1326,1964.07975,248206
660.0,1602,1977.278916,249808
660.0,1676,1991.058194,251484
176.0,1218,2001.115714,252702
396.0,1334,2012.062596,254036
308.0,906,2019.50981,254942
308.0,1134,2028.869783,256076
660.0,1713,2043.178843,257789
484.0,1305,2053.957314,259094
264.0,984,2062.172802,260078
352.0,1028,2070.647928,261106
572.0,1781,2085.20768,262887
88.0,1019,2093.536643,263906
396.0,1063,2102.188579,264969
352.0,1362,2113.269925,266331
660.0,1760,2127.687833,268091
528.0,1253,2137.941834,269344
572.0,1574,2151.011953,270918
396.0,1292,2161.65307,272210
484.0,1370,2172.881598,273580
660.0,1631,2186.280298,275211
528.0,1723,2200.319003,276934
528.0,1113,2209.531173,278047
308.0,754,2215.762397,278801
572.0,1473,2227.886055,280274
308.0,1203,2237.736676,281477
308.0,1219,2247.877862,282696
528.0,1537,2260.573089,284233
528.0,1651,2274.139987,285884
396.0,1049,2282.689419,286933
616.0,1763,2297.375181,288696
572.0,1340,2308.493157,290036
572.0,1258,2318.959366,291294
396.0,1149,2328.435087,292443
484.0,1244,2338.726957,293687
264.0,949,2346.31392,294636
264.0,921,2353.971458,295557
308.0,1051,2362.624051,296608
308.0,1205,2372.506613,297813
852.0,1749,2386.933054,299562
484.0,1241,2397.208144,300803
572.0,1261,2407.571636,302064
660.0,1824,2422.61914,303888
