total_timesteps,explained_variance,policy_entropy,value_loss,nupdates,fps
1408800,0.9998018791084178,1.7787328958511353,0.00015037157572805882,352200,440
1409200,0.9998208762990544,1.7793712615966797,0.00014126859605312347,352300,440
1409600,0.9998751847451786,1.7777013778686523,0.00014184022438712418,352400,440
1410000,0.9997031206439715,1.7747939825057983,0.00013956458133179694,352500,440
1410400,0.9998338361037895,1.7727839946746826,0.00014998568804003298,352600,440
1410800,0.004501760005950928,1.7758855819702148,0.1208096593618393,352700,440
1411200,0.9997002410527784,1.7798227071762085,0.000155482892296277,352800,440
1411600,0.9999244899227051,1.7784655094146729,0.00015574408462271094,352900,440
1412000,0.9999536217183049,1.774988055229187,0.00015870932838879526,353000,440
1412400,0.9998031156137586,1.7728410959243774,0.0001528099091956392,353100,440
1412800,-0.0010895729064941406,1.7653096914291382,0.12072259932756424,353200,440
1413200,0.9997688991861651,1.770928144454956,0.00015721502131782472,353300,440
1413600,0.9997684229019796,1.7722253799438477,0.00016451555711682886,353400,440
1414000,0.999412288190797,1.7677528858184814,0.00016855340800248086,353500,440
1414400,0.003003716468811035,1.7700138092041016,0.12068314105272293,353600,440
1414800,0.9997739747632295,1.768402099609375,0.00016212633636314422,353700,440
1415200,0.9988840316655114,1.7616817951202393,0.00016925547970458865,353800,440
1415600,0.9998571498581441,1.7692171335220337,0.00017131422646343708,353900,440
1416000,0.9999537714247708,1.7672080993652344,0.0001568157458677888,354000,440
1416400,0.999481386214029,1.7753865718841553,0.0001621993287699297,354100,440
1416800,0.9998984351041145,1.7785505056381226,0.00016399321611970663,354200,440
1417200,0.999633371073287,1.7722663879394531,0.00016336936096195132,354300,440
1417600,0.9999720721862104,1.7709243297576904,0.00016776524716988206,354400,440
1418000,0.9997636694461107,1.7674174308776855,0.00017493883206043392,354500,440
1418400,0.9999214163763099,1.7682490348815918,0.00016843961202539504,354600,440
1418800,0.999931842139631,1.7661572694778442,0.00015752221224829555,354700,440
1419200,0.9998474178428296,1.7627904415130615,0.0001572065957589075,354800,440
1419600,0.9998466389806708,1.7656981945037842,0.0001572261389810592,354900,440
1420000,0.9996543003071565,1.7681655883789062,0.00016205714200623333,355000,440
1420400,0.9993052156060003,1.772434115409851,0.00016439844330307096,355100,440
1420800,-0.001665949821472168,1.773964285850525,0.12057791650295258,355200,440
1421200,0.9986595103982836,1.7743353843688965,0.00017534714424982667,355300,440
1421600,0.9996657003357541,1.7714462280273438,0.0001745272020343691,355400,440
1422000,0.9999651588477718,1.7751743793487549,0.00016869785031303763,355500,440
1422400,0.9997993387805764,1.7786232233047485,0.00016027693345677108,355600,440
1422800,0.999454589036759,1.7838398218154907,0.00016006312216632068,355700,440
1423200,0.9995769822271541,1.778550624847412,0.00016666985175106674,355800,440
1423600,0.9999508776563744,1.7767966985702515,0.0001583155826665461,355900,440
1424000,0.9995281925657764,1.7804207801818848,0.00015555854770354927,356000,440
1424400,0.9999777418124722,1.7748503684997559,0.00015012452786322683,356100,440
1424800,0.9998856950114714,1.7760908603668213,0.00015084064216353,356200,440
1425200,0.9997371728240978,1.7695413827896118,0.0001507786219008267,356300,440
1425600,0.9998753089166712,1.7703421115875244,0.00015390441694762558,356400,440
1426000,0.9998406551894732,1.766671061515808,0.00015418583643622696,356500,440
1426400,0.9998403647914529,1.766740083694458,0.00014894177729729563,356600,440
1426800,0.9994985245284624,1.769783616065979,0.00015652517322450876,356700,440
1427200,0.9998365100036608,1.7689499855041504,0.00015430308121722192,356800,440
1427600,0.0029649734497070312,1.7738103866577148,0.12079313397407532,356900,440
1428000,0.9999429967319884,1.7749865055084229,0.00015911734953988343,357000,440
1428400,0.9997950925462646,1.773625373840332,0.00016380491433665156,357100,440
1428800,0.9998717417765874,1.7786457538604736,0.00015898238052614033,357200,440
1429200,0.9998227961914381,1.7751715183258057,0.0001637434761505574,357300,440
1429600,0.9996429748425726,1.7749578952789307,0.00015272712334990501,357400,440
1430000,0.9998323237959994,1.7742117643356323,0.000152234744746238,357500,440
1430400,0.9998284956818679,1.7783175706863403,0.00015277968486770988,357600,440
1430800,0.9999611042730976,1.7807419300079346,0.00014858803479000926,357700,440
1431200,0.9998361457837746,1.7819135189056396,0.00015624100342392921,357800,440
1431600,0.999714139587013,1.7841520309448242,0.0001582843397045508,357900,440
1432000,0.9998985100173741,1.7884528636932373,0.000149580228026025,358000,440
1432400,0.9998979894226068,1.787644624710083,0.00014957509119994938,358100,440
1432800,0.9998566878493875,1.7882801294326782,0.00014307265519164503,358200,440
1433200,-0.0011570453643798828,1.7900753021240234,0.12087510526180267,358300,440
1433600,0.9998959194126655,1.7890218496322632,0.00015130997053347528,358400,440
1434000,0.9997017086134292,1.7908484935760498,0.00014940559049136937,358500,440
1434400,0.9999578808128717,1.7906187772750854,0.00014428712893277407,358600,440
1434800,0.9998946451378288,1.7903828620910645,0.00014252567780204117,358700,440
1435200,0.9998047994886292,1.7889785766601562,0.00014041672693565488,358800,440
1435600,0.9998125948186498,1.7891662120819092,0.000136812828714028,358900,440
1436000,0.0025076866149902344,1.7869527339935303,0.12097662687301636,359000,440
1436400,9.441375732421875e-05,1.7882369756698608,0.12102659046649933,359100,440
1436800,0.9998213121289155,1.7885220050811768,0.00014346714306157082,359200,440
1437200,-0.00011813640594482422,1.7867356538772583,0.12098491936922073,359300,440
1437600,0.9997463540930767,1.7861415147781372,0.0001370924583170563,359400,440
1438000,0.9998603701824322,1.7877461910247803,0.00014045517309568822,359500,440
1438400,0.9988828379428014,1.788603663444519,0.00014350967830978334,359600,440
1438800,0.998480525915511,1.786790370941162,0.00014906172873452306,359700,440
1439200,0.9997896796703571,1.7860958576202393,0.00015250367869157344,359800,440
1439600,0.9998034755699337,1.7838997840881348,0.0001435767626389861,359900,440
1440000,0.9998791299731238,1.7806050777435303,0.00013670681801158935,360000,440
1440400,0.9998013944423292,1.7817353010177612,0.00013989981380291283,360100,440
1440800,0.9999951140007397,1.7824883460998535,0.00013866022345609963,360200,440
1441200,0.9996506914321799,1.7846486568450928,0.00013946343096904457,360300,440
1441600,0.9997772881033598,1.7814645767211914,0.00013984943507239223,360400,440
1442000,0.9997430628573056,1.7811243534088135,0.00013988581486046314,360500,440
1442400,0.9997456214332487,1.7850408554077148,0.000135930284159258,360600,440
1442800,0.999863630742766,1.7839093208312988,0.00014190994261298329,360700,440
1443200,0.9998905864704284,1.7812190055847168,0.0001383219932904467,360800,440
1443600,0.9999912405801297,1.784193754196167,0.00014168108464218676,360900,440
1444000,0.9998580360115739,1.7843685150146484,0.00013634732749778777,361000,440
1444400,0.9996892299095634,1.7807652950286865,0.00013570435112342238,361100,440
1444800,0.9999638355111529,1.7806665897369385,0.0001416645391145721,361200,440
1445200,0.0012711882591247559,1.782978892326355,0.1208869069814682,361300,440
1445600,0.9995260816940572,1.7863011360168457,0.00015290889132302254,361400,440
1446000,0.9987876083469018,1.7879515886306763,0.00016000488540157676,361500,440
1446400,0.9912213608622551,1.7891653776168823,0.00016181482351385057,361600,440
1446800,0.999911506587523,1.790174126625061,0.0001564865669934079,361700,440
1447200,-0.0006129741668701172,1.7913689613342285,0.12075942009687424,361800,440
1447600,0.9999103592563188,1.7905490398406982,0.00014764323714189231,361900,440
1448000,0.9996678907191381,1.7904744148254395,0.00015102657198440284,362000,440
1448400,0.9999567649902019,1.7905640602111816,0.0001424330985173583,362100,440
1448800,0.9998269851930672,1.7896668910980225,0.00015023766900412738,362200,440
1449200,0.9998967646461097,1.789984941482544,0.0001527489221189171,362300,440
1449600,0.9990379330120049,1.7893658876419067,0.00015738946967758238,362400,440
1450000,0.9995241841243114,1.7886521816253662,0.00016713913646526635,362500,440
1450400,0.9997602074727183,1.789414882659912,0.000159622315550223,362600,440
1450800,0.9999521426543652,1.789799451828003,0.00014695522258989513,362700,440
1451200,0.9993411850882694,1.7896294593811035,0.00015465306933037937,362800,440
1451600,0.9995729046058841,1.7891361713409424,0.00014696804282721132,362900,440
1452000,0.9999609387414239,1.7882397174835205,0.0001371748512610793,363000,440
1452400,0.9998654636438005,1.7868542671203613,0.0001342041650786996,363100,440
1452800,0.9998819397587795,1.788978099822998,0.00011898735829163343,363200,440
1453200,0.999902824369201,1.788753628730774,0.00012569264799822122,363300,440
1453600,0.9998901420112816,1.789458990097046,0.00013173527258913964,363400,440
1454000,0.9998079816141399,1.7883682250976562,0.0001336564455414191,363500,440
1454400,0.9999372954989667,1.7901883125305176,0.00013356628187466413,363600,440
1454800,0.9998655147501267,1.790171504020691,0.00013930619752500206,363700,440
1455200,0.9998367494554259,1.7896802425384521,0.0001403557980665937,363800,440
1455600,0.999945404677419,1.7898792028427124,0.00014119989646133035,363900,440
1456000,0.9998559878440574,1.7892649173736572,0.00014462703256867826,364000,440
1456400,-0.001961231231689453,1.7904348373413086,0.12090987712144852,364100,440
1456800,0.9998240687127691,1.7910563945770264,0.00014879467198625207,364200,440
1457200,0.9998654859809903,1.7888928651809692,0.0001442101929569617,364300,440
1457600,0.9998647359316237,1.7874770164489746,0.00014033581828698516,364400,440
1458000,0.9998965822378523,1.7892913818359375,0.0001433787983842194,364500,440
1458400,0.9998787730801268,1.7901086807250977,0.00014648860087618232,364600,440
1458800,0.9982909224927425,1.7899298667907715,0.00014931548503227532,364700,440
1459200,0.9979177387431264,1.7865391969680786,0.00015883578453212976,364800,440
1459600,0.9944833186455071,1.7880034446716309,0.00015651740250177681,364900,440
1460000,0.999903394273133,1.7873560190200806,0.0001488280831836164,365000,440
1460400,-0.001972794532775879,1.785620927810669,0.12086377292871475,365100,440
1460800,0.999352311831899,1.7856502532958984,0.00015665125101804733,365200,440
1461200,0.9998170755425235,1.7851015329360962,0.0001433697179891169,365300,440
1461600,0.9999225203719107,1.7846577167510986,0.00015089288353919983,365400,440
1462000,0.9994628180284053,1.7865854501724243,0.00016081143985502422,365500,440
1462400,0.9988018121803179,1.788583517074585,0.00016290534404106438,365600,440
1462800,0.9988965734373778,1.7881863117218018,0.00016454371507279575,365700,440
1463200,0.9989786897785962,1.7894059419631958,0.00016927713295444846,365800,440
1463600,-0.0013005733489990234,1.7889044284820557,0.12054920941591263,365900,440
1464000,0.9996093596855644,1.7870144844055176,0.00017482507973909378,366000,440
1464400,0.9994227182469331,1.7860901355743408,0.00016050641715992242,366100,440
1464800,0.9999824700098543,1.78599214553833,0.00015965582861099392,366200,440
1465200,0.998507225769572,1.7838513851165771,0.00016712395881768316,366300,440
1465600,0.9913699952885509,1.7859584093093872,0.0001710559008643031,366400,440
1466000,0.999379959073849,1.784454107284546,0.00018005454330705106,366500,440
1466400,0.9999790997771925,1.7866498231887817,0.00017615550314076245,366600,440
1466800,0.9997150084818713,1.788625717163086,0.00018028708291240036,366700,440
1467200,0.99997803797487,1.7876763343811035,0.00017300082254223526,366800,440
1467600,0.9995152874325868,1.786285638809204,0.00016831711400300264,366900,440
1468000,0.9998187303426675,1.7859410047531128,0.00015970271488185972,367000,440
1468400,0.9993820220697671,1.7859811782836914,0.0001542984100524336,367100,440
1468800,0.9992478815256618,1.7873203754425049,0.0001485125976614654,367200,440
1469200,0.9989903564564884,1.7860316038131714,0.0001589398889336735,367300,440
1469600,0.9997965543298051,1.7868720293045044,0.00016849974053911865,367400,440
1470000,0.9990633110282943,1.7853951454162598,0.00016763208259362727,367500,440
1470400,0.9997910434904043,1.7860524654388428,0.00016723561566323042,367600,440
1470800,0.0024724602699279785,1.7848451137542725,0.1206330880522728,367700,440
1471200,0.9998977634895709,1.7830677032470703,0.0001606265432201326,367800,440
1471600,0.9995032020960934,1.7831687927246094,0.0001601499825483188,367900,440
1472000,0.9997951821133029,1.7805938720703125,0.00015999312745407224,368000,440
1472400,0.9998596160730813,1.785006046295166,0.00016313293599523604,368100,440
1472800,0.9994687843718566,1.787163257598877,0.0001677439722698182,368200,440
1473200,0.9998860528066871,1.7873122692108154,0.00016349379438906908,368300,440
1473600,0.9999015961657278,1.7888855934143066,0.00016275739471893758,368400,440
1474000,0.9996680279436987,1.7871047258377075,0.00016087932453956455,368500,440
1474400,0.9982355220708996,1.7828576564788818,0.00015701696975156665,368600,440
1474800,0.9998830927215749,1.7818522453308105,0.00016482167120557278,368700,440
1475200,-0.0006202459335327148,1.7798914909362793,0.12073539942502975,368800,440
1475600,0.9999080683410284,1.780394434928894,0.00014844577526673675,368900,440
1476000,0.9998992313048802,1.7856816053390503,0.00015394671936519444,369000,440
1476400,0.999929055076791,1.7872686386108398,0.00016376118583139032,369100,440
1476800,0.9979543541558087,1.7850102186203003,0.00015840426203794777,369200,440
1477200,0.9997386443719734,1.7832155227661133,0.00016550958389416337,369300,440
1477600,0.9998732646345161,1.7857915163040161,0.00016788973880466074,369400,440
1478000,0.0005508661270141602,1.784498691558838,0.12060529738664627,369500,440
1478400,0.9998071468580747,1.784555435180664,0.0001759681908879429,369600,440
1478800,0.9698745030909777,1.786476969718933,0.00017716680304147303,369700,440
1479200,0.0019249916076660156,1.7877775430679321,0.07870052754878998,369800,440
1479600,0.9997556627204176,1.7876323461532593,0.00014777592150494456,369900,440
1480000,0.000891566276550293,1.7908967733383179,0.12074056267738342,370000,440
1480400,0.999743883498013,1.7901673316955566,0.00015577298472635448,370100,440
1480800,0.9998602605046472,1.7891349792480469,0.00015079609875101596,370200,440
1481200,0.9998426245438168,1.788665771484375,0.00015319566591642797,370300,440
1481600,0.9995777400617953,1.789276361465454,0.00015601981431245804,370400,440
1482000,0.9995652896468528,1.788015365600586,0.00016340440197382122,370500,440
1482400,0.9999111623183126,1.7881042957305908,0.00015267131675500423,370600,440
1482800,0.9991871790844016,1.7846612930297852,0.00014832106535322964,370700,440
1483200,0.9999571843254671,1.78498113155365,0.0001463162334403023,370800,440
1483600,0.999961880974297,1.7859625816345215,0.00014665545313619077,370900,440
1484000,0.9997701667161891,1.7863187789916992,0.00015451568469870836,371000,440
1484400,-0.0005720853805541992,1.7828333377838135,0.12078782916069031,371100,440
1484800,0.9993878539535217,1.779978632926941,0.00015724674449302256,371200,440
1485200,0.003878951072692871,1.7770928144454956,0.12066242843866348,371300,440
1485600,0.99977428537386,1.768384575843811,0.0001633655629120767,371400,440
1486000,-0.30546295642852783,1.7692041397094727,0.00015744056145194918,371500,440
1486400,-0.0002799034118652344,1.7715715169906616,0.12095775455236435,371600,440
1486800,0.9998643288126914,1.7736291885375977,0.00013469041732605547,371700,440
1487200,0.9994517146842554,1.7782588005065918,0.00013608907465822995,371800,440
1487600,0.9997525236976799,1.7796852588653564,0.00013255504018161446,371900,440
1488000,0.9998851009077043,1.7808116674423218,0.00013597353245131671,372000,440
1488400,0.9998083414247958,1.7816238403320312,0.00014224152255337685,372100,440
1488800,0.9998021626961417,1.781679391860962,0.0001474599412176758,372200,440
1489200,0.9994394233217463,1.7850934267044067,0.00014540969277732074,372300,440
1489600,0.9999236599323922,1.7850936651229858,0.00014894377090968192,372400,440
1490000,0.9999131328586373,1.7860310077667236,0.0001356488501187414,372500,440
1490400,0.9997844136523781,1.7874865531921387,0.00013933901209384203,372600,440
1490800,0.9987709266133606,1.785117506980896,0.00013568572467193007,372700,440
1491200,0.9998165436845738,1.7864060401916504,0.00013827785733155906,372800,440
1491600,0.9997271731263027,1.7839689254760742,0.0001296638511121273,372900,440
1492000,0.9994869504007511,1.780870795249939,0.00013575638877227902,373000,440
1492400,0.9982869297964498,1.7808020114898682,0.0001395197177771479,373100,440
1492800,0.9996916553936899,1.781349778175354,0.00014969366020523012,373200,440
1493200,0.9991296345251612,1.7788097858428955,0.00014717556769028306,373300,440
1493600,0.9999329925558413,1.780409812927246,0.0001440791238564998,373400,440
1494000,0.9989254772663116,1.777573585510254,0.00014255034329835325,373500,440
1494400,0.9992974050110206,1.777677297592163,0.00014531567285303026,373600,440
1494800,0.9996292510186322,1.7762119770050049,0.00014824557001702487,373700,440
1495200,-1.7762184143066406e-05,1.7761309146881104,0.12080899626016617,373800,440
1495600,0.9993248941027559,1.776258945465088,0.0001510156289441511,373900,440
1496000,0.9997567667014664,1.7788059711456299,0.0001414008002029732,374000,440
1496400,0.9988637684145942,1.7821345329284668,0.0001386896037729457,374100,440
1496800,-0.001129150390625,1.7846571207046509,0.12109560519456863,374200,440
1497200,-0.0009638071060180664,1.7872133255004883,0.12106165289878845,374300,440
1497600,0.9997665359987877,1.7882168292999268,0.00012697407510131598,374400,440
1498000,0.002047717571258545,1.786283254623413,0.1210489571094513,374500,440
1498400,0.9998411845299415,1.7831482887268066,0.00013903519720770419,374600,440
1498800,0.99744937219657,1.7809224128723145,0.00013599084923043847,374700,440
1499200,0.9995792410045397,1.7724452018737793,0.00013678026152774692,374800,440
1499600,0.0011334419250488281,1.7791094779968262,0.12108664959669113,374900,440
1500000,0.998958419309929,1.780638337135315,0.00013541977386921644,375000,440
1500400,0.9993778152856976,1.773393154144287,0.00013769418001174927,375100,440
1500800,0.9987513185478747,1.7678029537200928,0.0001365265779895708,375200,440
1501200,-0.0013033151626586914,1.7656203508377075,0.12092626839876175,375300,440
1501600,0.9983721182215959,1.7648324966430664,0.0001476279430789873,375400,440
1502000,0.99927141610533,1.7661383152008057,0.0001528614666312933,375500,440
1502400,0.9998664416052634,1.7698888778686523,0.00014667076175101101,375600,440
1502800,0.9996888370078523,1.7650731801986694,0.00013939724885858595,375700,440
1503200,0.9995029883575626,1.7663592100143433,0.00014772929716855288,375800,440
1503600,0.9989490461302921,1.7619603872299194,0.00015048368368297815,375900,440
1504000,0.9781975746154785,1.7629997730255127,0.00015534547856077552,376000,440
1504400,0.9984312591841444,1.7699177265167236,0.00015147606609389186,376100,440
1504800,0.9998723707685713,1.7720208168029785,0.00015138254093471915,376200,440
1505200,0.9997628437995445,1.7736334800720215,0.00013942211808171123,376300,440
1505600,0.9999359635621659,1.771479845046997,0.00012908715871162713,376400,440
1506000,0.9999274144574883,1.7753583192825317,0.00012384858564473689,376500,440
1506400,0.9996722968062386,1.7730202674865723,0.00013131283049006015,376600,440
1506800,0.9997980600019218,1.7745513916015625,0.00012786801380570978,376700,440
1507200,0.9996443066047505,1.776353120803833,0.0001266759936697781,376800,440
1507600,0.9996764582756441,1.7805700302124023,0.0001291977969231084,376900,440
1508000,0.9999935326259219,1.7770354747772217,0.00012885310570709407,377000,440
1508400,0.9998204939765856,1.775373101234436,0.00013506095274351537,377100,440
1508800,0.9997250106243882,1.7714495658874512,0.0001272653607884422,377200,440
1509200,0.9993073418154381,1.7728807926177979,0.00013115933688823134,377300,440
1509600,0.9991982793435454,1.7729843854904175,0.0001325371122220531,377400,440
1510000,0.9998516030318569,1.7744815349578857,0.0001308139180764556,377500,440
1510400,0.9996507227770053,1.7695622444152832,0.0001279790885746479,377600,440
1510800,0.9990362568059936,1.7669246196746826,0.00013678375398740172,377700,440
1511200,0.9999818017695361,1.7690141201019287,0.00013518733612727374,377800,440
1511600,-3.1862540245056152,1.7703619003295898,0.00010565159027464688,377900,440
1512000,0.9998702809971292,1.7695701122283936,0.000135768175823614,378000,440
1512400,0.9995607234886847,1.7721598148345947,0.00013543249224312603,378100,440
1512800,0.9995267326012254,1.7753727436065674,0.0001390695251757279,378200,440
1513200,0.9998465983517235,1.7807583808898926,0.00013761651644017547,378300,440
1513600,0.999456113029737,1.7812925577163696,0.0001390302350046113,378400,440
1514000,0.9987378808436915,1.781286597251892,0.00013049886911176145,378500,440
1514400,0.9997111613338348,1.7813162803649902,0.00013674129149876535,378600,440
1514800,0.9988079633330926,1.78243088722229,0.00014488161832559854,378700,440
1515200,0.9966906590852886,1.7812960147857666,0.00014818146883044392,378800,440
1515600,0.9987512322841212,1.7770371437072754,0.0001551518653286621,378900,440
1516000,0.9983810991980135,1.7748796939849854,0.00016016699373722076,379000,440
1516400,0.9956231410615146,1.7765443325042725,0.00016771565424278378,379100,440
1516800,0.9938135636039078,1.771776556968689,0.00016335977124981582,379200,440
1517200,0.996003017295152,1.7799921035766602,0.00015971611719578505,379300,440
1517600,0.9993634565616958,1.7803891897201538,0.00016459664038848132,379400,440
1518000,0.9842320736497641,1.7753329277038574,0.00016868712555151433,379500,440
1518400,0.9929249491542578,1.7649476528167725,0.00017760286573320627,379600,440
1518800,0.9997649891010951,1.767465353012085,0.00017920552636496723,379700,440
1519200,0.9997119145118631,1.7734652757644653,0.00016737024998292327,379800,440
1519600,0.9975904391612858,1.7725629806518555,0.00016844132915139198,379900,440
1520000,0.9979185939300805,1.762073040008545,0.0001670520578045398,380000,440
1520400,0.9933716882951558,1.76654851436615,0.00016083777882158756,380100,440
1520800,0.9986066701821983,1.7700996398925781,0.00016599470109213144,380200,440
1521200,0.9990074797533453,1.7769722938537598,0.0001705614704405889,380300,440
1521600,0.9849452069029212,1.7777953147888184,0.00018020109564531595,380400,440
1522000,9.238719940185547e-06,1.7830451726913452,0.12035050243139267,380500,440
1522400,0.6384128332138062,1.7853310108184814,0.0001842533383751288,380600,440
1522800,0.9953678655438125,1.7867372035980225,0.00018081384769175202,380700,440
1523200,0.999057550157886,1.7873210906982422,0.00017883110558614135,380800,440
1523600,0.98902368824929,1.7864412069320679,0.0001741332234814763,380900,440
1524000,0.9023863226175308,1.7887996435165405,0.00017597057740204036,381000,440
1524400,0.9974095695652068,1.7875975370407104,0.00017763994401320815,381100,440
1524800,0.9883891213685274,1.7879186868667603,0.00017599854618310928,381200,440
1525200,-7.653236389160156e-05,1.7836519479751587,0.12044205516576767,381300,440
1525600,0.9994175527244806,1.7826659679412842,0.00017823358939494938,381400,440
1526000,0.9983961640391499,1.7804522514343262,0.00017386008403263986,381500,440
1526400,-0.000905156135559082,1.781137466430664,0.12049279361963272,381600,440
1526800,0.9981184746138752,1.781886339187622,0.0001791886315913871,381700,440
1527200,0.9982865453930572,1.7829914093017578,0.00018315740453545004,381800,440
1527600,0.9962136941030622,1.783191442489624,0.00017866036796476692,381900,440
1528000,0.9960753917694092,1.7860133647918701,0.0001877957838587463,382000,440
1528400,0.9938061852008104,1.7834111452102661,0.00019055858138017356,382100,440
1528800,0.9990818034275435,1.7829627990722656,0.00019061673083342612,382200,440
1529200,0.9983399687334895,1.7848411798477173,0.00016809023509267718,382300,440
1529600,0.9988957125460729,1.785571575164795,0.00017549775657244027,382400,440
1530000,0.9998879680497339,1.7858784198760986,0.0001765797787811607,382500,440
1530400,0.9774056673049927,1.7803281545639038,0.00017201798618771136,382600,440
1530800,0.9986730581149459,1.77555251121521,0.00017313503485638648,382700,440
1531200,0.9979737144894898,1.7752388715744019,0.00016930606216192245,382800,440
1531600,0.9983636781107634,1.7787024974822998,0.00017642471357248724,382900,440
1532000,0.9957405291497707,1.7771092653274536,0.00018268084386363626,383000,440
1532400,0.9983379141194746,1.776930570602417,0.00018378760432824492,383100,440
1532800,0.9919936712831259,1.7741197347640991,0.00017958786338567734,383200,440
1533200,0.9946922464296222,1.7742904424667358,0.00017541968554724008,383300,440
1533600,0.9988038059091195,1.7732090950012207,0.00016842043260112405,383400,440
1534000,0.9899331787601113,1.7718087434768677,0.000167152815265581,383500,440
1534400,0.9994373371009715,1.7703776359558105,0.00017162323638331145,383600,440
1534800,0.9986972883343697,1.7718186378479004,0.00016574225446674973,383700,440
1535200,0.9994386766920798,1.7747976779937744,0.00016525806859135628,383800,440
1535600,0.9995160678518005,1.7778468132019043,0.00015663052909076214,383900,440
1536000,0.9970221619587392,1.7784260511398315,0.00015677668852731586,384000,440
1536400,0.9989449803251773,1.7795861959457397,0.00014955393271520734,384100,440
1536800,0.9984191629337147,1.7811754941940308,0.00015025160973891616,384200,440
1537200,0.9976196992211044,1.7859468460083008,0.0001513068564236164,384300,440
1537600,0.998488494893536,1.7858753204345703,0.00015619830810464919,384400,440
1538000,0.9931155010126531,1.7830877304077148,0.00014832877786830068,384500,440
1538400,0.9919480355456471,1.7821674346923828,0.00015115605492610484,384600,440
1538800,-5.9604644775390625e-06,1.7829549312591553,0.120704285800457,384700,440
1539200,0.9435192160308361,1.7797341346740723,0.0001605742290848866,384800,440
1539600,0.9882193747907877,1.7790254354476929,0.00016028167738113552,384900,440
1540000,0.9999573707100353,1.7773665189743042,0.00015785930736456066,385000,440
1540400,0.9952994058839977,1.7721220254898071,0.00015565307694487274,385100,440
1540800,0.9945324999280274,1.7721803188323975,0.00016312161460518837,385200,440
1541200,0.9980900753289461,1.7742407321929932,0.00016040386981330812,385300,440
1541600,0.9890071079134941,1.7697393894195557,0.00016448419773951173,385400,440
1542000,2.562999725341797e-06,1.7694482803344727,0.12057653069496155,385500,440
1542400,0.8967498540878296,1.772019624710083,0.00017779169138520956,385600,440
1542800,0.9311614707112312,1.770476222038269,0.00018380710389465094,385700,440
1543200,0.9942240607924759,1.7757158279418945,0.0001774080010363832,385800,440
1543600,0.9922434608452022,1.7744650840759277,0.00016870825493242592,385900,440
1544000,0.9667884111404419,1.7781010866165161,0.00016740133287385106,386000,440
1544400,0.9540514498949051,1.776252031326294,0.0001668864133534953,386100,440
1544800,0.9765062015503645,1.7801669836044312,0.00016311462968587875,386200,440
1545200,0.924241915345192,1.7802598476409912,0.00016195938223972917,386300,440
1545600,0.8089843541383743,1.7810733318328857,0.00017204102186951786,386400,440
1546000,0.8714742958545685,1.7805753946304321,0.00017012967146001756,386500,440
1546400,0.7500137239694595,1.7755969762802124,0.0001699461427051574,386600,440
1546800,0.9931875932961702,1.774198055267334,0.00015680096112191677,386700,440
1547200,0.999965959792462,1.7725688219070435,0.00015400841948576272,386800,440
1547600,0.9997706077556359,1.7698514461517334,0.000158877664944157,386900,440
1548000,0.9966159772593528,1.7726110219955444,0.00016393023543059826,387000,440
1548400,0.9759613405913115,1.7693963050842285,0.00016346901247743517,387100,440
1548800,0.9956302000209689,1.7678208351135254,0.00017047065193764865,387200,440
1549200,0.9935077391564846,1.7711472511291504,0.00017971257329918444,387300,440
1549600,0.9869573516771197,1.7719703912734985,0.00018331028695683926,387400,440
1550000,0.9962786675896496,1.7705998420715332,0.00017587537877261639,387500,440
1550400,0.9967194304335862,1.7699308395385742,0.00017218192806467414,387600,440
1550800,0.9977525596041232,1.7605373859405518,0.00017840861983131617,387700,440
1551200,0.9901714557781816,1.7695999145507812,0.00018000818090513349,387800,440
1551600,0.9894268196076155,1.7795698642730713,0.00017570439376868308,387900,440
1552000,0.9782700948417187,1.7828059196472168,0.00017957756062969565,388000,440
1552400,0.9289611652493477,1.7827218770980835,0.00018854053632821888,388100,440
1552800,0.9883775329217315,1.7769947052001953,0.00018813736096490175,388200,440
1553200,0.9783127084374428,1.775963306427002,0.00019164427067153156,388300,440
1553600,0.9952026857063174,1.7750179767608643,0.00018657473265193403,388400,440
1554000,0.9991216281196102,1.7765530347824097,0.00018202856881543994,388500,440
1554400,-4.837852478027344,1.7803891897201538,0.00013904488878324628,388600,440
1554800,0.999050201731734,1.78249192237854,0.00018133153207600117,388700,440
1555200,0.9898411249741912,1.787339687347412,0.0001797510776668787,388800,440
1555600,0.9993475442752242,1.785679817199707,0.0001748350478010252,388900,440
1556000,0.00043398141860961914,1.7867724895477295,0.1205579936504364,389000,440
1556400,0.9543483518064022,1.7870547771453857,0.00017167962505482137,389100,440
1556800,0.9922959734685719,1.7892884016036987,0.00015696779883001,389200,440
1557200,0.0006036162376403809,1.787031650543213,0.12073575705289841,389300,440
1557600,0.9979455349966884,1.7856104373931885,0.00015393680951092392,389400,440
1558000,0.9999259436517605,1.7825146913528442,0.0001639602705836296,389500,440
1558400,0.9941719141788781,1.7834997177124023,0.00016331685765180737,389600,440
1558800,0.9989454502938315,1.7863614559173584,0.00015761263784952462,389700,440
1559200,0.9988618601346388,1.7861946821212769,0.0001632869098102674,389800,440
1559600,-0.00023245811462402344,1.7850546836853027,0.12062540650367737,389900,440
1560000,0.9936255072243512,1.785813570022583,0.0001667813485255465,390000,440
1560400,0.9861401133239269,1.7862368822097778,0.00015918121789582074,390100,440
