#{"t_start": 1525515714.1549244, "env_id": "DoubleDunkNoFrameskip-v4"}
r,l,t,i
-16.0,1863,15.858787,1862
-14.0,2446,30.621493,4308
-20.0,1945,42.34283,6253
-20.0,2127,55.417003,8380
-22.0,1517,64.799822,9897
-16.0,2201,78.505699,12098
-18.0,2442,93.659812,14540
-20.0,1582,103.535342,16122
-20.0,1708,114.162373,17830
-14.0,2043,126.945264,19873
-20.0,2069,139.875534,21942
-22.0,1761,150.689123,23703
-20.0,2014,163.054562,25717
-18.0,1840,174.507706,27557
-20.0,1562,184.179451,29119
-18.0,2252,198.081268,31371
-22.0,2514,213.689224,33885
-24.0,1773,224.656889,35658
-22.0,1868,236.327222,37526
-14.0,1774,247.441308,39300
-16.0,2129,260.614357,41429
-20.0,1880,272.360924,43309
-18.0,2175,285.8375,45484
-24.0,1998,298.17653,47482
-20.0,1665,308.562354,49147
-16.0,1488,317.785459,50635
-16.0,1803,328.916831,52438
-20.0,1804,340.093025,54242
-14.0,1815,351.475058,56057
-20.0,2070,364.229923,58127
-12.0,2396,379.172902,60523
-18.0,2140,392.638175,62663
-20.0,2341,407.33043,65004
-20.0,2129,420.585925,67133
-22.0,1866,432.260092,68999
-18.0,1627,442.244045,70626
-24.0,1625,452.287406,72251
-22.0,2173,465.709809,74424
-20.0,1675,476.11131,76099
-16.0,1619,486.110771,77718
-20.0,1697,496.564826,79415
-20.0,1247,504.237173,80662
-14.0,2462,519.511805,83124
-20.0,2010,532.019011,85134
-16.0,2060,544.840798,87194
-14.0,1819,556.2404,89013
-16.0,1634,566.367556,90647
-16.0,2330,580.901535,92977
-10.0,1853,592.478433,94830
-12.0,2640,608.959543,97470
-18.0,2060,621.774604,99530
-20.0,2665,638.281367,102195
-10.0,2685,654.945078,104880
-16.0,1729,665.751778,106609
-18.0,1480,675.06189,108089
-22.0,2251,689.017824,110340
-22.0,1531,698.953069,111871
-22.0,2241,713.124477,114112
-14.0,2263,727.414052,116375
-20.0,1932,739.581737,118307
-16.0,1738,750.493869,120045
-14.0,2364,765.583017,122409
-22.0,2071,778.782895,124480
-20.0,1426,787.739256,125906
-22.0,1797,799.12725,127703
-18.0,1866,810.826259,129569
-18.0,2068,823.744243,131637
-24.0,1627,833.869273,133264
-12.0,2792,851.367186,136056
-18.0,1874,863.029453,137930
-20.0,2112,876.17293,140042
-14.0,1810,887.366783,141852
-16.0,2528,903.115911,144380
-20.0,1765,914.130324,146145
-20.0,2256,928.351499,148401
-20.0,2469,943.859937,150870
-20.0,1950,956.090812,152820
-18.0,2275,970.343672,155095
-16.0,1791,981.550798,156886
-16.0,1802,992.778006,158688
-24.0,2068,1005.608748,160756
-20.0,1748,1016.482313,162504
-18.0,1673,1026.925441,164177
-20.0,2207,1040.606927,166384
-20.0,2369,1055.428754,168753
-16.0,1607,1065.400511,170360
-22.0,1992,1077.963288,172352
-12.0,2465,1093.522023,174817
-14.0,2033,1106.227936,176850
-16.0,2311,1120.687869,179161
-24.0,2705,1137.715638,181866
-18.0,2849,1155.735909,184715
-24.0,1739,1166.700709,186454
-18.0,1673,1177.256776,188127
-20.0,1732,1188.290762,189859
-18.0,1926,1200.330629,191785
-22.0,2187,1214.147868,193972
-22.0,1351,1222.615939,195323
-14.0,2448,1238.051641,197771
-20.0,1809,1249.607529,199580
-22.0,1997,1262.304784,201577
-18.0,1755,1273.393131,203332
-14.0,2206,1287.294217,205538
-20.0,1519,1296.862648,207057
-22.0,2181,1310.420422,209238
-16.0,1807,1321.710109,211045
-14.0,2248,1335.809527,213293
-18.0,1887,1347.663187,215180
-20.0,1925,1359.824062,217105
-22.0,1825,1371.451696,218930
-14.0,2063,1384.619155,220993
-16.0,2017,1397.405822,223010
-20.0,1919,1409.533994,224929
-22.0,2055,1422.594355,226984
-18.0,2012,1435.376345,228996
-14.0,2322,1450.003161,231318
-18.0,2514,1465.790091,233832
-14.0,2206,1479.742035,236038
-22.0,1686,1490.445006,237724
-18.0,1642,1500.799317,239366
-20.0,2189,1514.592109,241555
-14.0,1993,1527.378042,243548
-22.0,1821,1538.965577,245369
-12.0,1880,1550.834754,247249
-18.0,2331,1565.575836,249580
-22.0,2263,1579.913583,251843
-18.0,1952,1592.177919,253795
-16.0,1940,1604.399865,255735
-20.0,1431,1613.364764,257166
-16.0,1663,1623.783116,258829
-18.0,1869,1635.51154,260698
-20.0,1684,1646.131894,262382
-18.0,1926,1658.193773,264308
-16.0,2909,1676.59068,267217
-18.0,2017,1689.358195,269234
-20.0,1546,1699.089803,270780
-20.0,2062,1712.081721,272842
-22.0,1747,1723.12879,274589
-12.0,2397,1738.08745,276986
-22.0,2008,1750.563976,278994
-20.0,2016,1763.027245,281010
-10.0,2386,1777.996723,283396
-22.0,1687,1788.524561,285083
-18.0,1499,1797.941962,286582
-14.0,2964,1816.452514,289546
-18.0,2574,1832.591214,292120
-20.0,2196,1846.315753,294316
-18.0,1614,1856.413215,295930
-18.0,1982,1868.703133,297912
-20.0,2317,1883.15886,300229
-8.0,2589,1899.206964,302818
-18.0,2067,1912.068146,304885
-24.0,1740,1922.905012,306625
-20.0,1868,1934.607414,308493
-10.0,2730,1951.61925,311223
-12.0,2515,1967.415087,313738
-20.0,1925,1979.449873,315663
-22.0,2127,1992.761642,317790
-20.0,1494,2002.103316,319284
-8.0,2126,2015.354971,321410
-18.0,1624,2025.445737,323034
-14.0,2332,2039.894503,325366
-18.0,1774,2050.933143,327140
-20.0,2460,2066.357753,329600
-20.0,2118,2079.468792,331718
-16.0,1428,2088.450199,333146
-12.0,2642,2104.97452,335788
-22.0,1616,2115.059142,337404
-18.0,1555,2124.956485,338959
-20.0,1932,2136.993395,340891
-22.0,2028,2149.762402,342919
-20.0,1743,2160.554946,344662
-20.0,1994,2173.022977,346656
-12.0,1900,2184.885596,348556
-14.0,1942,2196.877406,350498
-20.0,1745,2207.824319,352243
-12.0,1960,2220.156199,354203
-22.0,1944,2232.300879,356147
-18.0,2655,2249.053111,358802
-20.0,1899,2261.009994,360701
-20.0,2012,2273.644984,362713
-14.0,1936,2285.805189,364649
-18.0,1620,2295.995334,366269
-14.0,2190,2309.700443,368459
-18.0,2006,2322.259091,370465
-18.0,1999,2334.920768,372464
-12.0,2460,2350.399214,374924
-22.0,1626,2360.578915,376550
-18.0,2196,2374.405659,378746
-18.0,2397,2389.557897,381143
-20.0,2318,2404.137485,383461
-20.0,1618,2414.329261,385079
-20.0,1934,2426.466966,387013
-20.0,2203,2440.118537,389216
-22.0,2530,2455.738129,391746
-18.0,2444,2471.023572,394190
-10.0,2706,2487.728934,396896
-18.0,2120,2500.94975,399016
-18.0,1807,2512.275705,400823
-18.0,1740,2523.090905,402563
-20.0,1824,2534.547967,404387
-22.0,1282,2542.693479,405669
-18.0,1292,2550.797358,406961
-22.0,1602,2560.773592,408563
-20.0,2062,2573.654207,410625
-22.0,1682,2583.978105,412307
-18.0,2211,2597.680559,414518
-18.0,1805,2608.730871,416323
-20.0,1583,2618.457772,417906
-20.0,1928,2630.377977,419834
-18.0,1488,2639.602464,421322
-18.0,2213,2653.453624,423535
-18.0,1743,2664.28528,425278
-14.0,1871,2676.045125,427149
-18.0,2452,2691.471465,429601
-14.0,1982,2704.052315,431583
-16.0,1994,2716.628392,433577
-18.0,1668,2727.159955,435245
-18.0,2446,2742.51821,437691
-18.0,1623,2752.684034,439314
-18.0,2326,2767.172918,441640
-14.0,2154,2780.485717,443794
-14.0,2078,2793.261586,445872
-18.0,2088,2806.314387,447960
-12.0,2091,2819.363993,450051
-20.0,1284,2827.35273,451335
-22.0,1686,2837.8997,453021
-20.0,2018,2850.460031,455039
-22.0,2014,2862.867301,457053
-20.0,1617,2872.910783,458670
-22.0,1539,2882.500732,460209
-20.0,1742,2893.365019,461951
-20.0,1934,2905.373412,463885
-18.0,1989,2917.657255,465874
-20.0,2338,2932.20328,468212
-18.0,1826,2943.548447,470038
-20.0,1806,2954.778616,471844
-20.0,1741,2965.807149,473585
-18.0,2758,2983.212041,476343
-14.0,2001,2995.827159,478344
-22.0,1734,3006.620188,480078
-14.0,2829,3024.289074,482907
-20.0,1517,3033.653341,484424
-16.0,1479,3042.817356,485903
-18.0,2647,3059.350375,488550
-20.0,1357,3067.771682,489907
-16.0,1873,3079.337243,491780
-18.0,2447,3094.614808,494227
-18.0,1551,3104.32616,495778
-16.0,1744,3115.354229,497522
-18.0,1802,3126.600754,499324
-22.0,2180,3140.497391,501504
-18.0,1739,3151.430018,503243
-14.0,1807,3162.720762,505050
-20.0,1996,3175.30911,507046
-16.0,3050,3194.445483,510096
-22.0,1487,3203.69378,511583
-24.0,1487,3212.951855,513070
-20.0,2025,3225.592943,515095
-20.0,1348,3234.034144,516443
-20.0,1979,3246.392346,518422
-18.0,1887,3258.091782,520309
-20.0,2189,3271.713611,522498
-22.0,1828,3283.103013,524326
-22.0,2382,3298.095456,526708
-10.0,2854,3316.025546,529562
-18.0,2064,3328.912468,531626
-16.0,2255,3343.078572,533881
-22.0,1679,3353.53512,535560
-10.0,3216,3373.592566,538776
-14.0,3228,3393.773224,542004
-20.0,1601,3403.766892,543605
-18.0,1933,3415.927223,545538
-14.0,2445,3431.289943,547983
-20.0,1666,3441.748647,549649
-18.0,2250,3455.959833,551899
-18.0,1949,3468.252353,553848
-16.0,2440,3483.513156,556288
-12.0,3096,3502.949878,559384
-20.0,1636,3513.304421,561020
-18.0,2332,3528.011518,563352
-16.0,1677,3538.602821,565029
-20.0,2064,3551.575855,567093
-18.0,2325,3566.231321,569418
-16.0,1835,3577.754175,571253
-18.0,1936,3589.982089,573189
-22.0,1886,3601.935791,575075
-18.0,2319,3616.748596,577394
-18.0,2462,3632.288229,579856
-14.0,2065,3645.259104,581921
-24.0,1622,3655.501098,583543
-16.0,1940,3667.635562,585483
-14.0,2575,3683.935799,588058
-18.0,2188,3697.66337,590246
-18.0,2076,3710.754182,592322
-16.0,1776,3722.015834,594098
-20.0,2143,3735.392014,596241
-18.0,2082,3748.688111,598323
-12.0,1709,3759.458303,600032
-14.0,2578,3775.680511,602610
-16.0,2268,3789.824951,604878
-20.0,1748,3800.772004,606626
-20.0,1873,3812.392191,608499
-16.0,1818,3823.823948,610317
-18.0,1936,3835.954392,612253
-22.0,2176,3849.697856,614429
-18.0,2003,3862.231878,616432
-20.0,1675,3872.779679,618107
-22.0,2141,3886.167835,620248
-18.0,2571,3902.361358,622819
-14.0,2259,3916.416698,625078
-12.0,2444,3931.531301,627522
-18.0,2008,3944.134047,629530
-10.0,2970,3962.92967,632500
