#{"t_start": 1525515714.3047283, "env_id": "DoubleDunkNoFrameskip-v4"}
r,l,t,i
-20.0,1882,15.879678,1881
-20.0,2388,30.243842,4269
-20.0,2666,46.367973,6935
-20.0,1484,55.503467,8419
-14.0,2143,68.820447,10562
-20.0,1937,80.843467,12499
-20.0,1470,89.935583,13969
-22.0,1551,99.652952,15520
-18.0,2645,116.092777,18165
-14.0,2698,132.931983,20863
-18.0,1643,143.21758,22506
-20.0,1998,155.480749,24504
-16.0,2602,171.529656,27106
-16.0,1878,183.213523,28984
-20.0,2139,196.429302,31123
-22.0,2372,211.083401,33495
-18.0,1638,221.291715,35133
-20.0,1901,233.123911,37034
-18.0,1880,244.883606,38914
-16.0,1750,255.712919,40664
-22.0,2015,268.312645,42679
-22.0,2070,281.077408,44749
-20.0,1564,290.858094,46313
-14.0,2092,303.776645,48405
-16.0,2067,316.627657,50472
-20.0,2254,330.570104,52726
-14.0,1825,341.900601,54551
-16.0,2014,354.498059,56565
-22.0,2184,367.957539,58749
-20.0,2252,382.065858,61001
-16.0,2188,395.782794,63189
-14.0,1438,404.832353,64627
-20.0,2505,420.451806,67132
-20.0,1737,431.309576,68869
-24.0,2001,443.656507,70870
-24.0,1839,455.02045,72709
-18.0,1825,466.260524,74534
-22.0,1576,476.053233,76110
-8.0,2243,489.874945,78353
-22.0,1882,501.50835,80235
-18.0,2513,517.069025,82748
-16.0,1989,529.438014,84737
-16.0,1695,539.984047,86432
-22.0,1806,551.281172,88238
-12.0,2057,564.045116,90295
-20.0,2183,577.647085,92478
-12.0,1867,589.239808,94345
-14.0,1940,601.389394,96285
-18.0,1669,611.910319,97954
-22.0,2106,624.893188,100060
-20.0,1688,635.352016,101748
-20.0,2646,651.877858,104394
-22.0,1432,660.72903,105826
-14.0,2571,676.836037,108397
-20.0,1943,688.899823,110340
-20.0,2256,703.415593,112596
-16.0,1748,714.451871,114344
-22.0,2327,729.163682,116671
-16.0,2007,741.793156,118678
-18.0,2187,755.550109,120865
-18.0,1671,766.267171,122536
-18.0,1182,773.79602,123718
-14.0,1885,785.69607,125603
-18.0,2132,799.199874,127735
-18.0,1574,809.036041,129309
-16.0,2436,824.264791,131745
-20.0,1765,835.286268,133510
-14.0,1922,847.313017,135432
-16.0,1933,859.324554,137365
-18.0,1744,870.153225,139109
-20.0,2441,885.317475,141550
-16.0,2392,900.21294,143942
-20.0,1631,910.369093,145573
-14.0,2450,925.805192,148023
-22.0,1417,934.774624,149440
-18.0,1445,943.810206,150885
-14.0,1777,954.977599,152662
-20.0,1947,967.133895,154609
-18.0,1626,977.308993,156235
-20.0,2156,990.796295,158391
-18.0,2058,1003.53617,160449
-24.0,2120,1016.776738,162569
-20.0,2322,1031.162621,164891
-14.0,1866,1042.811236,166757
-14.0,2441,1058.043848,169198
-20.0,1622,1068.193409,170820
-12.0,1746,1079.152997,172566
-18.0,1808,1090.509762,174374
-20.0,1405,1099.352026,175779
-18.0,2131,1112.685516,177910
-18.0,2193,1126.412298,180103
-16.0,2275,1140.786194,182378
-24.0,1641,1151.181488,184019
-20.0,2064,1164.166028,186083
-20.0,2003,1176.811166,188086
-22.0,1701,1187.629512,189787
-16.0,2959,1206.190593,192746
-20.0,2313,1220.784446,195059
-22.0,1924,1233.001145,196983
-12.0,2326,1247.711818,199309
-16.0,1479,1257.168179,200788
-24.0,1695,1267.83262,202483
-10.0,2637,1284.48605,205120
-14.0,2139,1298.02115,207259
-20.0,1928,1309.947208,209187
-20.0,2263,1324.127996,211450
-20.0,2344,1338.788444,213794
-20.0,1756,1349.849959,215550
-18.0,2717,1367.10998,218267
-22.0,1881,1379.082885,220148
-22.0,1455,1388.338543,221603
-22.0,1793,1399.695713,223396
-24.0,1736,1410.691124,225132
-20.0,1762,1421.842692,226894
-24.0,2208,1435.878398,229102
-20.0,1812,1447.285856,230914
-20.0,1866,1459.073942,232780
-22.0,2390,1474.000185,235170
-14.0,1871,1485.934245,237041
-18.0,1884,1497.92212,238925
-22.0,2255,1512.032135,241180
-20.0,1375,1520.808716,242555
-14.0,1737,1531.933223,244292
-14.0,2048,1544.906816,246340
-18.0,1984,1557.45253,248324
-10.0,3789,1581.462332,252113
-20.0,2080,1594.535782,254193
-12.0,2260,1608.721544,256453
-20.0,2181,1622.353847,258634
-18.0,1934,1634.558665,260568
-18.0,1696,1645.218939,262264
-20.0,1941,1657.431908,264205
-22.0,1884,1669.344602,266089
-14.0,2145,1682.878129,268234
-12.0,2639,1699.547311,270873
-14.0,2049,1712.44175,272922
-20.0,2443,1727.917942,275365
-18.0,1815,1739.18239,277180
-22.0,1539,1748.69402,278719
-14.0,2408,1763.617709,281127
-18.0,1859,1775.295398,282986
-16.0,1944,1787.399014,284930
-22.0,2444,1802.75596,287374
-24.0,1661,1813.119323,289035
-18.0,1757,1824.195391,290792
-18.0,1376,1832.73739,292168
-8.0,2973,1851.382571,295141
-18.0,1228,1859.023333,296369
-16.0,1921,1870.902691,298290
-20.0,1359,1879.392653,299649
-24.0,1814,1890.671618,301463
-20.0,1678,1901.067968,303141
-20.0,1495,1910.405786,304636
-18.0,1770,1921.360977,306406
-22.0,1872,1933.087761,308278
-18.0,2128,1946.340342,310406
-20.0,2112,1959.543039,312518
-14.0,2225,1973.561351,314743
-16.0,1958,1985.768942,316701
-18.0,2066,1998.667034,318767
-18.0,1747,2009.633638,320514
-20.0,2122,2022.85413,322636
-16.0,1967,2035.067537,324603
-22.0,2499,2050.525436,327102
-22.0,1927,2062.6167,329029
-18.0,2059,2075.457198,331088
-14.0,2330,2090.014084,333418
-20.0,1924,2102.016556,335342
-22.0,2125,2115.283832,337467
-18.0,2333,2129.96794,339800
-18.0,2596,2146.295336,342396
-18.0,2443,2161.538131,344839
-20.0,1838,2173.018551,346677
-14.0,2400,2187.967325,349077
-20.0,2152,2201.260698,351229
-20.0,2008,2213.925807,353237
-22.0,2062,2226.838479,355299
-16.0,1822,2238.266412,357121
-14.0,1933,2250.481099,359054
-18.0,2147,2264.005032,361201
-14.0,1895,2275.913977,363096
-18.0,2133,2289.384738,365229
-12.0,1804,2300.634905,367033
-20.0,1865,2312.280548,368898
-20.0,2251,2326.386604,371149
-18.0,1663,2336.936123,372812
-10.0,2313,2351.48362,375125
-16.0,2003,2364.067941,377128
-20.0,1432,2373.106908,378560
-22.0,1684,2383.760131,380244
-20.0,2141,2397.249264,382385
-22.0,1868,2408.982962,384253
-20.0,1601,2419.034476,385854
-16.0,1688,2429.536644,387542
-12.0,2009,2442.03851,389551
-20.0,2529,2457.684465,392080
-20.0,1694,2468.222699,393774
-18.0,2391,2483.03732,396165
-18.0,2022,2495.580544,398187
-16.0,1815,2506.950204,400002
-18.0,1767,2517.971534,401769
-18.0,2172,2531.565282,403941
-22.0,1613,2541.79733,405554
-12.0,1453,2550.956193,407007
-16.0,2770,2568.118369,409777
-10.0,2378,2582.892769,412155
-18.0,1869,2594.437323,414024
-16.0,2144,2607.618627,416168
-24.0,1551,2617.202148,417719
-20.0,1885,2628.766691,419604
-20.0,2221,2642.532449,421825
-18.0,2573,2658.661422,424398
-16.0,2240,2672.654987,426638
-20.0,2388,2687.632735,429026
-18.0,1617,2697.973323,430643
-20.0,1821,2709.467519,432464
-18.0,1744,2720.46149,434208
-16.0,1606,2730.583314,435814
-16.0,2208,2744.454251,438022
-20.0,2140,2757.813635,440162
-22.0,2028,2770.43756,442190
-16.0,2282,2784.496945,444472
-22.0,1709,2795.026016,446181
-18.0,1532,2804.643677,447713
-24.0,2002,2817.141781,449715
-18.0,2659,2833.690537,452374
-18.0,2271,2847.875964,454645
-20.0,1874,2859.460769,456519
-18.0,2276,2873.56011,458795
-20.0,2126,2886.82606,460921
-14.0,2660,2903.364818,463581
-18.0,2252,2917.273245,465833
-14.0,1501,2926.572318,467334
-18.0,2272,2940.738336,469606
-16.0,2449,2956.012778,472055
-18.0,1984,2968.575208,474039
-22.0,1799,2979.812598,475838
-12.0,2326,2994.543794,478164
-22.0,2014,3007.146785,480178
-16.0,1681,3017.667275,481859
-12.0,1840,3029.048204,483699
-16.0,1934,3041.013633,485633
-16.0,2266,3055.207387,487899
-12.0,2059,3067.965283,489958
-16.0,1948,3079.969627,491906
-22.0,2124,3093.280292,494030
-14.0,1950,3105.461906,495980
-20.0,1484,3114.806464,497464
-20.0,2139,3128.238042,499603
-16.0,2181,3142.147375,501784
-20.0,1728,3152.994132,503512
-18.0,1890,3164.794018,505402
-18.0,2108,3178.106329,507510
-14.0,2640,3194.670839,510150
-18.0,1735,3205.45938,511885
-18.0,1788,3216.633888,513673
-20.0,1564,3226.34813,515237
-16.0,2210,3240.137971,517447
-14.0,1922,3252.179335,519369
-20.0,2139,3265.432144,521508
-18.0,2523,3281.141508,524031
-14.0,3300,3301.92135,527331
-14.0,1413,3310.828825,528744
-24.0,2197,3324.521609,530941
-22.0,1799,3335.778031,532740
-22.0,2240,3349.789474,534980
-18.0,2582,3365.837532,537562
-18.0,2182,3379.535597,539744
-20.0,2363,3394.320585,542107
-20.0,2064,3407.253942,544171
-10.0,3087,3426.652239,547258
-12.0,2309,3441.117419,549567
-16.0,1951,3453.471041,551518
-18.0,2445,3468.888765,553963
-20.0,2207,3482.674289,556170
-18.0,1945,3494.963819,558115
-22.0,2647,3511.566537,560762
-16.0,2066,3524.577984,562828
-16.0,2257,3538.837523,565085
-14.0,1579,3548.794431,566664
-18.0,2750,3566.102549,569414
-20.0,1517,3575.616629,570931
-16.0,2260,3589.897279,573191
-14.0,2079,3603.07015,575270
-18.0,2773,3620.743984,578043
-20.0,1627,3631.011095,579670
-22.0,1769,3642.145949,581439
-16.0,1962,3654.52306,583401
-14.0,2445,3669.873254,585846
-16.0,3029,3688.933417,588875
-18.0,1885,3700.762298,590760
-18.0,2124,3714.220002,592884
-14.0,1585,3724.225992,594469
