policy_entropy,value_loss,nupdates,fps,total_timesteps,explained_variance
2.8897757530212402,2.8487504096119665e-05,1,26,20,-0.5908995866775513
2.889011859893799,3.2090141758089885e-05,100,509,2000,0.18490689992904663
2.8890023231506348,2.7523619792191312e-05,200,547,4000,-6.011847019195557
2.889235258102417,5.129738201503642e-05,300,592,6000,-0.04899179935455322
2.8891491889953613,2.724212026805617e-05,400,608,8000,-0.41519784927368164
2.888894557952881,0.0718422383069992,500,623,10000,0.034113407135009766
2.8891332149505615,0.023336729034781456,600,628,12000,0.01954120397567749
2.888256788253784,0.00016582694661337882,700,632,14000,0.21470236778259277
2.8865914344787598,0.06880241632461548,800,635,16000,0.01583009958267212
2.8801989555358887,0.0007293472881428897,900,638,18000,-0.3165163993835449
2.8849599361419678,0.0001886513491626829,1000,641,20000,0.46066445112228394
2.87349271774292,0.00019700398843269795,1100,644,22000,0.3026311993598938
2.875952959060669,0.043436504900455475,1200,645,24000,0.032971203327178955
2.8672091960906982,0.0015332753537222743,1300,645,26000,0.5351193249225616
2.8273277282714844,0.06547614932060242,1400,646,28000,0.10362613201141357
2.859511613845825,0.0014447664143517613,1500,646,30000,0.25547266006469727
2.8603038787841797,0.0482630655169487,1600,647,32000,0.256997287273407
2.8335862159729004,0.01826447620987892,1700,646,34000,-0.046338558197021484
2.8727002143859863,0.11674438416957855,1800,646,36000,-0.04383194446563721
2.8856711387634277,0.0025283561553806067,1900,646,38000,0.3959220051765442
2.884838581085205,0.0016514852177351713,2000,645,40000,0.7537202686071396
2.88580322265625,0.0015695398906245828,2100,646,42000,0.665357768535614
2.819284439086914,0.0010867135133594275,2200,645,44000,0.8837979212403297
2.87623929977417,0.016798730939626694,2300,645,46000,0.35151588916778564
2.7827630043029785,0.049403298646211624,2400,645,48000,0.1056317687034607
2.697838306427002,0.015446996316313744,2500,645,50000,0.6476418077945709
2.856903553009033,0.001576365903019905,2600,645,52000,0.8377362638711929
2.8489956855773926,0.003824730170890689,2700,645,54000,-3.6867852210998535
2.8444714546203613,0.00431707501411438,2800,645,56000,0.7401849627494812
2.8667101860046387,0.09506509453058243,2900,645,58000,0.5892884731292725
2.887774705886841,0.13305334746837616,3000,645,60000,0.3725598454475403
2.865173578262329,0.005266506690531969,3100,644,62000,0.8419459313154221
2.8660004138946533,0.04848683625459671,3200,644,64000,0.5840885639190674
2.8842339515686035,0.0005417353240773082,3300,644,66000,0.9137218222022057
2.88330340385437,0.0014853480970486999,3400,644,68000,0.437873899936676
2.8806514739990234,0.0026177705731242895,3500,644,70000,0.9129457846283913
2.8783740997314453,0.0010544122196733952,3600,644,72000,0.7237323522567749
2.8836302757263184,0.0012047223281115294,3700,644,74000,0.6471481621265411
2.882904529571533,0.006238649599254131,3800,644,76000,0.6899363696575165
2.8855481147766113,0.0019150770967826247,3900,643,78000,0.7639167308807373
2.8564891815185547,0.007072028703987598,4000,643,80000,0.8874453976750374
2.882380723953247,0.0030092138331383467,4100,643,82000,0.7757144123315811
2.8672194480895996,0.04844838008284569,4200,643,84000,0.5866587460041046
2.886056900024414,0.0016213509952649474,4300,643,86000,0.7112844288349152
2.883937120437622,0.0021031158976256847,4400,643,88000,0.8435467779636383
2.8809173107147217,0.09410197287797928,4500,643,90000,0.5400230884552002
2.879941940307617,0.05690253525972366,4600,643,92000,0.6338464915752411
2.8856730461120605,0.014517262578010559,4700,643,94000,-1.8118717670440674
2.880737066268921,0.009280388243496418,4800,644,96000,0.8889951929450035
2.8866450786590576,0.00388333760201931,4900,644,98000,0.7889990359544754
2.8886756896972656,0.0018279015785083175,5000,644,100000,0.5533901453018188
2.88128662109375,0.004934868309646845,5100,644,102000,0.9522632211446762
2.8831162452697754,0.023928599432110786,5200,644,104000,0.24385499954223633
2.8865015506744385,0.0005964521551504731,5300,644,106000,0.6983640491962433
2.883315086364746,0.008101115003228188,5400,644,108000,0.44465142488479614
2.884094715118408,0.021407771855592728,5500,644,110000,0.5025399625301361
2.883720636367798,0.006384795065969229,5600,644,112000,0.915367916226387
2.867504596710205,0.0010687692556530237,5700,644,114000,0.9760317895561457
2.879058361053467,0.11582662910223007,5800,644,116000,0.4315659999847412
2.877655506134033,0.0005906615988351405,5900,644,118000,0.9810355193912983
2.882286548614502,0.004848002456128597,6000,644,120000,0.9112971797585487
2.879535675048828,0.0032537723891437054,6100,644,122000,0.8988428264856339
2.878631591796875,0.03134382516145706,6200,644,124000,0.8177700042724609
2.877533197402954,0.011312821879982948,6300,644,126000,0.9021562933921814
2.8822038173675537,0.002657349919900298,6400,644,128000,0.8937808871269226
2.870983600616455,0.03996015712618828,6500,644,130000,0.09503018856048584
2.880758762359619,0.002794416155666113,6600,644,132000,-0.7735408544540405
2.842508316040039,0.0650676041841507,6700,644,134000,0.7276400923728943
2.877089262008667,0.019569654017686844,6800,644,136000,0.7778548449277878
2.854809284210205,0.05693277716636658,6900,644,138000,0.700987696647644
2.874603509902954,0.0003849115746561438,7000,644,140000,0.9704423826187849
2.7724971771240234,0.020921682938933372,7100,644,142000,0.8643706738948822
2.7889838218688965,0.005652799271047115,7200,644,144000,0.9294138252735138
2.8562729358673096,0.008043499663472176,7300,644,146000,0.8776474148035049
2.8594534397125244,0.09021840244531631,7400,644,148000,0.1838057041168213
2.8581759929656982,0.005587782710790634,7500,644,150000,0.9523982666432858
2.866184711456299,0.001168165705166757,7600,644,152000,0.9849649537354708
2.8749146461486816,0.007332484237849712,7700,644,154000,0.86527219414711
