#{"t_start": 1525500271.8074222, "env_id": "AsteroidsNoFrameskip-v4"}
r,l,t,i
780.0,913,12.414753,912
830.0,793,16.856919,1705
1180.0,1717,26.517874,3422
830.0,954,31.851841,4376
630.0,798,36.281936,5174
1080.0,1092,42.400361,6266
1440.0,1675,51.847225,7941
210.0,422,54.265919,8363
680.0,901,59.264171,9264
530.0,285,60.844253,9549
930.0,854,65.699161,10403
1080.0,882,70.66141,11285
1080.0,870,75.593023,12155
1080.0,1047,81.495796,13202
280.0,270,82.995475,13472
1370.0,1607,91.976997,15079
1030.0,776,96.373879,15855
730.0,733,100.456999,16588
680.0,597,103.795829,17185
530.0,531,106.691315,17716
260.0,580,109.963107,18296
460.0,492,112.702138,18788
930.0,902,117.758618,19690
1410.0,1376,125.612797,21066
980.0,837,130.349495,21903
610.0,418,132.643807,22321
1300.0,1810,142.927235,24131
1080.0,1104,149.205533,25235
580.0,498,151.930239,25733
330.0,368,154.028074,26101
980.0,1024,159.723094,27125
1300.0,1063,165.715379,28188
630.0,709,169.650578,28897
2550.0,2352,182.902703,31249
1440.0,1930,193.742107,33179
1630.0,889,198.836581,34068
980.0,883,203.858676,34951
1180.0,1836,214.229828,36787
780.0,623,217.713914,37410
1390.0,1508,226.188856,38918
530.0,396,228.325116,39314
980.0,890,233.251869,40204
1280.0,1699,242.782221,41903
1390.0,1328,250.23652,43231
1180.0,920,255.473619,44151
480.0,504,258.265777,44655
980.0,564,261.402448,45219
1180.0,955,266.718866,46174
260.0,306,268.410496,46480
1300.0,1687,277.901497,48167
830.0,591,281.115595,48758
630.0,566,284.278668,49324
1030.0,922,289.465468,50246
780.0,612,292.840141,50858
1370.0,2020,304.274336,52878
1180.0,1181,310.816861,54059
630.0,906,315.880793,54965
530.0,317,317.617042,55282
480.0,517,320.516814,55799
530.0,764,324.791962,56563
1280.0,755,328.921309,57318
880.0,546,332.008985,57864
980.0,619,335.468769,58483
830.0,573,338.629278,59056
1030.0,928,343.86767,59984
430.0,323,345.652539,60307
1340.0,1243,352.679425,61550
480.0,318,354.409318,61868
1300.0,1476,362.726555,63344
1630.0,2672,377.839398,66016
1280.0,1623,387.036752,67639
1030.0,1144,394.538193,68783
1080.0,738,399.433873,69521
630.0,670,404.032416,70191
1350.0,798,409.362909,70989
1080.0,952,415.536068,71941
1180.0,637,419.58614,72578
930.0,605,423.470689,73183
330.0,418,426.136663,73601
580.0,507,429.392035,74108
1080.0,676,433.686145,74784
1390.0,1299,442.375418,76083
980.0,727,447.284488,76810
930.0,451,450.269925,77261
930.0,511,453.603423,77772
230.0,233,455.080067,78005
2100.0,2069,469.147594,80074
1320.0,1195,476.866316,81269
880.0,680,480.748856,81949
360.0,328,482.600282,82277
830.0,556,485.752619,82833
1370.0,1704,495.462631,84537
1630.0,1617,504.679296,86154
1630.0,1240,511.79137,87394
330.0,376,513.919345,87770
1460.0,721,517.955601,88491
530.0,324,519.753399,88815
830.0,615,523.21485,89430
880.0,334,525.082863,89764
630.0,377,527.236241,90141
1690.0,1364,535.090144,91505
480.0,323,536.916091,91828
980.0,428,539.224313,92256
460.0,573,542.523755,92829
1880.0,979,548.046888,93808
1430.0,1045,554.052354,94853
680.0,469,556.720811,95322
1800.0,1432,564.786619,96754
1810.0,1202,571.587313,97956
1350.0,1043,577.454327,98999
830.0,375,579.522861,99374
1080.0,556,582.635102,99930
1440.0,816,587.220314,100746
680.0,535,590.187371,101281
1300.0,1717,599.916295,102998
680.0,441,602.346233,103439
1130.0,710,606.296079,104149
1180.0,636,609.917657,104785
1280.0,1714,619.605271,106499
980.0,727,623.706499,107226
260.0,332,625.532216,107558
1180.0,1057,631.508862,108615
2400.0,1048,637.461841,109663
1780.0,1192,644.321134,110855
580.0,508,647.087692,111363
1080.0,807,651.714829,112170
1450.0,977,657.309127,113147
1080.0,529,660.268447,113676
1030.0,913,665.436893,114589
680.0,429,667.845732,115018
630.0,409,670.077503,115427
1530.0,939,675.397352,116366
1470.0,1016,681.158793,117382
1080.0,504,683.988227,117886
1360.0,910,689.080158,118796
1320.0,659,692.842868,119455
1390.0,1637,702.090754,121092
680.0,459,704.674969,121551
880.0,405,706.933392,121956
1300.0,725,711.065329,122681
930.0,456,713.595779,123137
1300.0,587,716.931008,123724
1370.0,1331,724.407083,125055
1730.0,924,729.685166,125979
980.0,472,732.336386,126451
1080.0,750,736.568024,127201
1760.0,1350,744.210463,128551
830.0,526,747.120394,129077
1730.0,690,751.065893,129767
1300.0,840,755.786178,130607
730.0,406,758.087257,131013
930.0,780,762.47484,131793
