nupdates,value_loss,fps,policy_entropy,explained_variance,total_timesteps
349700,0.0028202151879668236,703,2.7992255687713623,0.9744074400514364,6994000
349800,0.0011576407123357058,703,2.835338830947876,0.9847205998376012,6996000
349900,0.004854281898587942,703,2.880979537963867,0.8712708353996277,6998000
350000,0.004260161891579628,703,2.866976499557495,0.9672668352723122,7000000
350100,0.009027494117617607,703,2.8821940422058105,0.8813266158103943,7002000
350200,0.000936538097448647,703,2.8637194633483887,0.937688659876585,7004000
350300,0.003155086888000369,703,2.88100004196167,0.9733135607093573,7006000
350400,0.005057708825916052,703,2.7881648540496826,0.9487150125205517,7008000
350500,0.00149754888843745,703,2.883780002593994,0.8544792532920837,7010000
350600,0.06175334379076958,703,2.8802785873413086,0.6917544901371002,7012000
350700,0.05361167713999748,703,2.829530715942383,0.7822846323251724,7014000
350800,0.0010764170438051224,703,2.877362012863159,0.9926736573688686,7016000
350900,0.029247591271996498,703,2.861372709274292,0.8944831117987633,7018000
351000,0.026876766234636307,703,2.8698551654815674,0.9122602790594101,7020000
351100,0.004426480736583471,703,2.8807473182678223,0.8209239691495895,7022000
351200,0.009816118516027927,703,2.8794281482696533,0.9576504342257977,7024000
351300,0.0034830239601433277,703,2.831395149230957,0.948009368032217,7026000
351400,0.025681838393211365,703,2.8778367042541504,0.8049182891845703,7028000
351500,0.022185062989592552,703,2.8129498958587646,0.8059035390615463,7030000
351600,0.017308223992586136,703,2.8752825260162354,0.8901730328798294,7032000
351700,0.004841231741011143,703,2.868022918701172,0.9877058863639832,7034000
351800,0.011422084644436836,703,2.794703483581543,0.8572411090135574,7036000
351900,0.004708842374384403,703,2.880481004714966,0.8323767334222794,7038000
352000,0.0021242047660052776,703,2.7212307453155518,0.9800937809050083,7040000
352100,0.08238591253757477,703,2.8727004528045654,0.8055474013090134,7042000
352200,0.02026449516415596,703,2.867654800415039,0.9646334014832973,7044000
352300,0.0037125975359231234,703,2.8811120986938477,0.5140033662319183,7046000
352400,0.06063501164317131,703,2.8716392517089844,0.5930913090705872,7048000
352500,0.010218339040875435,703,2.8728506565093994,0.8324423879384995,7050000
352600,0.002331614028662443,703,2.8827908039093018,0.9630765542387962,7052000
352700,0.015465405769646168,703,2.8682243824005127,0.9672842510044575,7054000
352800,0.005136750638484955,703,2.884061098098755,0.6397910118103027,7056000
352900,0.034478507936000824,703,2.8825252056121826,0.7983484119176865,7058000
353000,0.028194734826683998,703,2.8844337463378906,0.037121593952178955,7060000
353100,0.007138689514249563,703,2.882692813873291,0.9514301419258118,7062000
353200,0.015737837180495262,703,2.8755688667297363,0.8862462416291237,7064000
353300,0.04840502887964249,703,2.8724124431610107,0.8458570241928101,7066000
353400,0.007785387337207794,703,2.8638172149658203,0.9451262839138508,7068000
353500,0.08594975620508194,703,2.858800172805786,0.6906513869762421,7070000
353600,0.0060682641342282295,703,2.8241500854492188,0.9600675366818905,7072000
353700,0.02231208048760891,703,2.881809711456299,0.7078290581703186,7074000
353800,0.012046786956489086,703,2.882031202316284,-0.039937496185302734,7076000
353900,0.004094148986041546,703,2.878431797027588,0.9506013356149197,7078000
354000,0.001849569147452712,703,2.8782432079315186,0.9942104853689671,7080000
354100,0.005393492057919502,703,2.8786532878875732,0.9700272511690855,7082000
354200,0.0021805285941809416,703,2.88191556930542,0.9835960026830435,7084000
354300,0.0028782659210264683,703,2.879366397857666,0.9642649032175541,7086000
354400,0.036486998200416565,703,2.8812904357910156,0.4002021551132202,7088000
354500,0.038344308733940125,703,2.8759307861328125,-1.7115707397460938,7090000
354600,0.0111146355047822,703,2.8828701972961426,0.7453517019748688,7092000
354700,0.02310379035770893,703,2.851047992706299,0.8708243668079376,7094000
354800,0.0015226186951622367,703,2.8830575942993164,0.9845335129648447,7096000
354900,0.006483589299023151,703,2.8769288063049316,0.9473817460238934,7098000
355000,0.001808872795663774,703,2.876298427581787,0.9798852968961,7100000
355100,0.004231552593410015,703,2.877533197402954,0.9601119682192802,7102000
355200,0.0010032537393271923,703,2.8799028396606445,0.8586395233869553,7104000
355300,0.008627673611044884,703,2.871001720428467,0.9281548112630844,7106000
355400,0.03209361433982849,703,2.8668859004974365,0.8890136331319809,7108000
355500,0.002104263985529542,703,2.880211114883423,0.9750340357422829,7110000
355600,0.018978849053382874,703,2.879828691482544,0.8784144744277,7112000
355700,0.0001440049964003265,703,2.8839614391326904,0.9919078461825848,7114000
355800,0.0018632309511303902,703,2.8843905925750732,0.7583698034286499,7116000
355900,0.2053961455821991,703,2.868265151977539,-0.08478939533233643,7118000
356000,0.06283609569072723,703,2.7885448932647705,0.85723477602005,7120000
356100,0.010832737199962139,703,2.87957763671875,0.9560977183282375,7122000
356200,0.013465188443660736,703,2.8803622722625732,0.6304759681224823,7124000
356300,0.0017627577763050795,703,2.883800983428955,0.9662918411195278,7126000
356400,0.0034638189245015383,703,2.883160352706909,0.9328779801726341,7128000
356500,0.0022822997998446226,703,2.881923198699951,0.9728600941598415,7130000
356600,0.0018898432608693838,703,2.8787055015563965,0.9936117446050048,7132000
356700,0.008657021448016167,703,2.8842597007751465,0.2793816328048706,7134000
356800,0.0040384335443377495,703,2.8613803386688232,0.9878297867253423,7136000
356900,0.001426729722879827,703,2.8085415363311768,0.9815540444105864,7138000
357000,0.0013078255578875542,703,2.8464791774749756,0.9853081768378615,7140000
357100,0.0002747516264207661,703,2.8867363929748535,0.9845233792439103,7142000
357200,0.0010563910473138094,703,2.731722354888916,0.9787616487592459,7144000
357300,0.0058806706219911575,703,2.862058401107788,0.9447652138769627,7146000
357400,0.01180843822658062,703,2.8794541358947754,0.9749560542404652,7148000
357500,0.006951010785996914,703,2.879600763320923,0.9652857407927513,7150000
357600,0.0011229427764192224,702,2.8804545402526855,0.9700251426547766,7152000
357700,0.007823594845831394,702,2.8813891410827637,0.9033761322498322,7154000
357800,0.003245919244363904,702,2.8679213523864746,0.9937665965408087,7156000
357900,0.0026032046880573034,702,2.872741222381592,0.9963585431687534,7158000
358000,0.0037882267497479916,702,2.8800289630889893,0.9820213131606579,7160000
358100,0.002032944466918707,702,2.8647303581237793,0.9853576682507992,7162000
358200,0.00582497101277113,702,2.8503711223602295,0.921276181936264,7164000
358300,0.004189427476376295,702,2.8846652507781982,0.9540599882602692,7166000
358400,0.0017010871088132262,702,2.884148120880127,0.9761913903057575,7168000
358500,0.028953533619642258,702,2.8847408294677734,0.847138524055481,7170000
358600,0.005897236056625843,702,2.8088719844818115,0.9790743235498667,7172000
358700,0.004606056027114391,702,2.8657987117767334,0.9602616354823112,7174000
358800,0.008494626730680466,702,2.856334686279297,0.7456616461277008,7176000
358900,0.004883325193077326,702,2.8831028938293457,0.9774987138807774,7178000
359000,0.00605194503441453,702,2.880763053894043,-0.6700677871704102,7180000
359100,0.002899644197896123,702,2.883002758026123,0.9752480052411556,7182000
359200,0.005478348582983017,702,2.8700952529907227,0.9593965597450733,7184000
359300,0.006750812288373709,702,2.775702953338623,0.9380915015935898,7186000
359400,0.022677844390273094,702,2.880174160003662,0.8949741870164871,7188000
359500,0.010499530471861362,702,2.8857390880584717,0.9085313081741333,7190000
359600,0.006667065434157848,702,2.873765230178833,0.9811569694429636,7192000
359700,0.006880473345518112,702,2.8846023082733154,0.9644028283655643,7194000
359800,0.02481674775481224,702,2.8803482055664062,0.9019423276185989,7196000
359900,0.0030001618433743715,702,2.8839190006256104,0.9306723773479462,7198000
360000,0.007056466303765774,702,2.8683953285217285,0.9449455365538597,7200000
360100,0.00782424584031105,702,2.8814992904663086,0.9580685757100582,7202000
360200,0.09651041030883789,702,2.873443126678467,0.8735523074865341,7204000
