#{"t_start": 1525515728.9357893, "env_id": "DoubleDunkNoFrameskip-v4"}
r,l,t,i
-16.0,2195,15.133902,2194
-18.0,1664,24.298403,3858
-22.0,2450,37.886898,6308
-14.0,1874,48.504275,8182
-16.0,2390,62.05141,10572
-22.0,1869,72.427013,12441
-20.0,1949,83.36916,14390
-18.0,2119,95.184331,16509
-8.0,2470,109.047976,18979
-16.0,2004,120.259058,20983
-16.0,2319,133.297142,23302
-24.0,1855,143.610772,25157
-20.0,2449,157.214626,27606
-16.0,2632,171.977573,30238
-16.0,2121,183.921108,32359
-22.0,1573,192.809657,33932
-20.0,1803,202.978022,35735
-20.0,2181,215.352988,37916
-18.0,2079,227.068729,39995
-22.0,1685,236.658176,41680
-14.0,1807,246.87857,43487
-16.0,2008,258.144795,45495
-20.0,2252,270.701996,47747
-20.0,1678,280.055743,49425
-24.0,1941,290.948011,51366
-18.0,2151,303.03024,53517
-24.0,2254,315.618942,55771
-16.0,2372,328.862622,58143
-10.0,2252,341.477817,60395
-22.0,2146,353.561242,62541
-20.0,1537,362.241282,64078
-20.0,1806,372.326396,65884
-20.0,1880,382.886956,67764
-20.0,2462,396.679118,70226
-24.0,1886,407.282161,72112
-18.0,2066,418.888961,74178
-20.0,2273,431.53599,76451
-18.0,2188,443.610554,78639
-20.0,2127,455.398463,80766
-16.0,2703,470.445753,83469
-22.0,2002,481.508363,85471
-20.0,1862,491.854901,87333
-20.0,2018,503.087293,89351
-22.0,1869,513.499434,91220
-22.0,2319,526.432706,93539
-18.0,1326,533.841696,94865
-18.0,2189,546.204274,97054
-22.0,2126,558.12205,99180
-18.0,1963,569.002641,101143
-20.0,1563,577.765172,102706
-18.0,1563,586.514704,104269
-12.0,2349,599.589985,106618
-22.0,2119,611.39352,108737
-20.0,2249,623.738807,110986
-18.0,1372,631.278601,112358
-18.0,2208,643.544445,114566
-18.0,2642,658.275331,117208
-16.0,2066,669.716875,119274
-20.0,2652,684.931644,121926
-20.0,1686,694.421016,123612
-14.0,2328,707.657528,125940
-18.0,2251,720.571916,128191
-18.0,1877,731.186066,130068
-24.0,1993,742.494725,132061
-22.0,1762,752.392538,133823
-20.0,2124,764.371744,135947
-20.0,2059,775.933543,138006
-22.0,1914,786.643573,139920
-20.0,1390,794.431825,141310
-22.0,1761,804.243986,143071
-16.0,2020,815.399482,145091
-18.0,1683,824.736108,146774
-18.0,2396,838.091323,149170
-18.0,1871,848.600877,151041
-22.0,1758,858.548197,152799
