#{"t_start": 1525515728.8249967, "env_id": "DoubleDunkNoFrameskip-v4"}
r,l,t,i
-12.0,2424,16.50699,2423
-22.0,2062,27.912432,4485
-20.0,1413,35.725481,5898
-22.0,1732,45.46924,7630
-20.0,1624,54.650638,9254
-18.0,1547,63.421089,10801
-16.0,2189,75.603391,12990
-20.0,1554,84.355489,14544
-12.0,2313,97.26035,16857
-14.0,1925,108.045206,18782
-20.0,2027,119.402597,20809
-16.0,1549,128.069999,22358
-16.0,2322,140.996624,24680
-20.0,1888,151.498466,26568
-18.0,1422,159.485823,27990
-20.0,2911,175.778576,30901
-16.0,2054,187.390656,32955
-18.0,1878,197.988662,34833
-22.0,1434,206.100973,36267
-22.0,2081,217.911132,38348
-20.0,1634,227.08406,39982
-20.0,1637,236.348572,41619
-22.0,2144,248.444847,43763
-12.0,2638,263.299832,46401
-22.0,2459,277.040439,48860
-14.0,2275,289.696729,51135
-18.0,1743,299.523197,52878
-14.0,2784,315.128133,55662
-18.0,1688,324.455065,57350
-20.0,2251,337.156085,59601
-16.0,2400,350.585756,62001
-22.0,1816,360.888117,63817
-22.0,1646,370.121346,65463
-16.0,1999,381.267701,67462
-16.0,2460,395.096181,69922
-20.0,1943,405.956999,71865
-18.0,1746,415.784455,73611
-18.0,1979,426.801589,75590
-14.0,1601,435.756322,77191
-22.0,1822,445.815156,79013
-18.0,1888,456.236393,80901
-20.0,2067,467.722534,82968
-16.0,1577,476.475852,84545
-22.0,2049,487.852723,86594
-20.0,2765,503.224847,89359
-18.0,1942,514.049071,91301
-18.0,2177,526.183679,93478
-20.0,1988,537.319129,95466
-18.0,1803,547.486036,97269
-18.0,2315,560.443885,99584
-22.0,1550,569.029278,101134
-14.0,1814,579.222342,102948
-20.0,1874,589.663406,104822
-18.0,1753,599.435918,106575
-24.0,1814,609.502441,108389
-14.0,2588,623.765187,110977
-18.0,2687,638.593686,113664
-18.0,1576,647.499499,115240
-18.0,1816,657.507737,117056
-18.0,2447,671.117696,119503
-22.0,1954,682.427174,121457
-18.0,1564,691.160392,123021
-20.0,1617,700.375896,124638
-18.0,1996,711.744997,126634
-18.0,1821,722.174536,128455
-20.0,1934,733.091962,130389
-18.0,2454,747.003864,132843
-16.0,1807,757.231591,134650
-16.0,1804,767.34848,136454
-24.0,2005,778.570156,138459
-12.0,2067,790.182878,140526
-14.0,2633,804.821579,143159
-18.0,1942,815.550671,145101
-22.0,2124,827.389117,147225
-16.0,2031,838.666275,149256
-16.0,2059,850.302524,151315
-20.0,2142,862.392534,153457
-18.0,1880,873.014132,155337
-18.0,1453,881.279629,156790
-16.0,1799,891.424503,158589
-16.0,1439,899.573053,160028
-22.0,1789,909.66204,161817
-20.0,1955,920.665722,163772
-20.0,2251,933.345107,166023
-20.0,1891,943.897563,167914
-20.0,2262,956.569693,170176
-10.0,1807,966.598262,171983
-20.0,1934,977.464669,173917
-24.0,1890,987.934478,175807
-18.0,2385,1001.261879,178192
-20.0,2384,1014.440152,180576
-20.0,1565,1023.259986,182141
-20.0,2255,1035.982799,184396
-22.0,2000,1047.247989,186396
-16.0,1626,1056.515662,188022
-18.0,2709,1071.763738,190731
-20.0,1546,1080.537606,192277
-18.0,1871,1091.103631,194148
-18.0,1550,1099.797332,195698
-18.0,1743,1109.543522,197441
-22.0,1798,1119.707153,199239
-16.0,1853,1130.162309,201092
-16.0,2275,1143.023816,203367
-14.0,2190,1155.553079,205557
-14.0,2232,1168.314169,207789
-18.0,1543,1177.208741,209332
-18.0,1866,1187.777403,211198
-20.0,1807,1198.091334,213005
-16.0,2253,1210.82618,215258
-18.0,1695,1220.428628,216953
-18.0,1686,1229.875091,218639
-18.0,1992,1241.104503,220631
-22.0,1359,1248.735063,221990
-24.0,1035,1254.553232,223025
-20.0,1823,1264.850585,224848
-20.0,1686,1274.446857,226534
-22.0,2008,1285.710924,228542
-18.0,1850,1296.048011,230392
-16.0,2268,1308.86405,232660
-16.0,2317,1321.985436,234977
-22.0,1350,1329.686485,236327
-20.0,1804,1340.085616,238131
-18.0,2093,1351.984303,240224
-16.0,2276,1364.969787,242500
-14.0,2055,1376.604123,244555
-18.0,1675,1386.056941,246230
-12.0,2260,1398.75375,248490
-20.0,1752,1408.63704,250242
-22.0,1807,1418.86492,252049
-22.0,2018,1430.259246,254067
-14.0,2064,1441.82011,256131
-10.0,2463,1455.556329,258594
-16.0,1926,1466.432412,260520
-24.0,1680,1476.037025,262200
-20.0,2071,1487.686629,264271
-18.0,1476,1496.079961,265747
-24.0,1989,1507.236278,267736
-22.0,1757,1517.060939,269493
-18.0,2141,1529.062805,271634
-22.0,2198,1541.503517,273832
-16.0,1622,1550.565034,275454
-18.0,1621,1559.677604,277075
-16.0,1884,1570.238097,278959
-16.0,2289,1583.07793,281248
-24.0,1991,1594.300671,283239
-22.0,1695,1603.884126,284934
-20.0,1713,1613.582783,286647
-18.0,1821,1623.85228,288468
-10.0,2830,1639.809808,291298
-18.0,1554,1648.473905,292852
-18.0,2350,1661.750877,295202
-18.0,2444,1675.582809,297646
-18.0,1309,1682.871071,298955
-22.0,2635,1697.715908,301590
-18.0,1233,1704.675804,302823
-16.0,1710,1714.258621,304533
-22.0,2126,1726.174804,306659
-20.0,1873,1736.583707,308532
-24.0,1361,1744.240319,309893
-22.0,1902,1754.928711,311795
-14.0,2065,1766.570033,313860
-22.0,1670,1775.976355,315530
-20.0,1807,1786.149344,317337
-18.0,2127,1798.074199,319464
-20.0,1788,1808.070601,321252
-16.0,2579,1822.507841,323831
-18.0,2308,1835.483476,326139
-20.0,2276,1848.221115,328415
-18.0,2659,1863.008816,331074
-20.0,2274,1875.752517,333348
-12.0,2089,1887.418476,335437
-12.0,2399,1900.925373,337836
-22.0,2067,1912.62078,339903
-20.0,1954,1923.521079,341857
-20.0,2329,1936.681631,344186
-22.0,2071,1948.366464,346257
-12.0,2125,1960.334441,348382
-20.0,2063,1972.041137,350445
-22.0,2531,1986.23257,352976
-14.0,2639,2001.108858,355615
-16.0,1611,2010.060244,357226
-22.0,2326,2023.052672,359552
-18.0,2126,2035.01595,361678
-14.0,2508,2049.115648,364186
-24.0,1627,2058.263287,365813
-22.0,1678,2067.715723,367491
-18.0,2443,2081.519734,369934
-16.0,1874,2092.069137,371808
-16.0,2545,2106.574299,374353
-14.0,2578,2121.178029,376931
-18.0,1496,2129.565849,378427
-10.0,2380,2142.958878,380807
-18.0,2126,2154.961404,382933
-12.0,2253,2167.702763,385186
-24.0,1618,2176.680072,386804
-12.0,2126,2188.623437,388930
-18.0,1948,2199.598892,390878
-12.0,1838,2209.953048,392716
