fps,nupdates,total_timesteps,value_loss,policy_entropy,explained_variance
775,31600,632000,0.002745573641732335,2.005164623260498,0.997291253414005
775,31700,634000,0.13823997974395752,1.4142625331878662,0.9627150595188141
775,31800,636000,0.13518010079860687,1.5272363424301147,0.9899893421679735
775,31900,638000,0.06650160253047943,1.8476957082748413,0.8907034024596214
775,32000,640000,0.16585059463977814,1.9371910095214844,0.9424947760999203
775,32100,642000,0.21431195735931396,1.9632880687713623,0.9183431640267372
776,32200,644000,0.09741412103176117,1.7743803262710571,0.9529879987239838
776,32300,646000,0.9910073280334473,1.888207197189331,0.6566057801246643
776,32400,648000,0.18046684563159943,1.775012731552124,0.8163598030805588
776,32500,650000,0.08682429045438766,1.4358237981796265,0.39368683099746704
775,32600,652000,0.199660986661911,1.3879926204681396,0.9314702898263931
775,32700,654000,0.09940469264984131,1.9478381872177124,0.9761729165911674
775,32800,656000,0.11799011379480362,1.8905093669891357,0.8991750925779343
775,32900,658000,0.04394019395112991,2.149855375289917,0.04556238651275635
776,33000,660000,2.833190441131592,2.142071485519409,0.2869407534599304
776,33100,662000,0.1540936529636383,1.8706356287002563,0.9675120674073696
776,33200,664000,0.15260902047157288,2.0598645210266113,0.8250641524791718
776,33300,666000,0.014853604137897491,2.095344305038452,0.9166871011257172
776,33400,668000,0.03853865712881088,1.853477120399475,0.9172715693712234
776,33500,670000,0.04242365062236786,1.788364052772522,0.9939033132977784
776,33600,672000,0.003525326494127512,2.1604275703430176,0.8552739769220352
775,33700,674000,0.019791223108768463,1.8447834253311157,0.9855476748198271
776,33800,676000,0.11601085960865021,1.958287239074707,0.9699439071118832
775,33900,678000,0.1509026736021042,2.0502889156341553,0.36757946014404297
775,34000,680000,0.003506261156871915,2.1036319732666016,0.9965098514221609
775,34100,682000,0.41228699684143066,1.107919454574585,0.9714898392558098
775,34200,684000,0.056238751858472824,1.8125388622283936,0.984870501793921
775,34300,686000,0.11605007946491241,1.7739083766937256,0.9888933068141341
775,34400,688000,0.9251130223274231,1.7715625762939453,0.6132156550884247
775,34500,690000,0.3094749450683594,1.5374730825424194,0.9566021487116814
775,34600,692000,0.2346072643995285,1.467655062675476,0.9677971415221691
775,34700,694000,0.5828194618225098,1.6371746063232422,0.9222149327397346
775,34800,696000,4.224517822265625,1.7850182056427002,-6.472560882568359
775,34900,698000,0.03527074307203293,1.9697065353393555,0.9421757683157921
775,35000,700000,0.09467502683401108,1.8201839923858643,0.935642272233963
775,35100,702000,0.07496483623981476,1.9483201503753662,0.942469023168087
775,35200,704000,0.05014767497777939,1.53948175907135,0.9879727708175778
775,35300,706000,0.14035974442958832,1.0015265941619873,0.9848157204687595
775,35400,708000,0.040545009076595306,1.6373838186264038,0.9973356788977981
775,35500,710000,0.1108226627111435,1.4986381530761719,0.9379584044218063
775,35600,712000,0.052656471729278564,2.05775785446167,0.7924104183912277
775,35700,714000,0.140975221991539,1.793532133102417,0.98542654607445
775,35800,716000,0.057269345968961716,1.6356077194213867,0.9973751076031476
775,35900,718000,0.2722528278827667,2.0334224700927734,0.8320724070072174
775,36000,720000,0.09270037710666656,1.5205632448196411,0.994519179686904
775,36100,722000,0.12007750570774078,0.7891472578048706,0.8778804764151573
775,36200,724000,0.0632256418466568,1.910578966140747,0.9851450249552727
775,36300,726000,0.08556193858385086,2.154381036758423,0.42674964666366577
775,36400,728000,0.09648972749710083,1.8274202346801758,0.9936140147037804
775,36500,730000,0.10657338798046112,1.5869686603546143,0.849761500954628
775,36600,732000,0.12825167179107666,1.441829800605774,0.9882182730361819
775,36700,734000,0.19169597327709198,1.361907958984375,0.9884535679593682
775,36800,736000,0.044740259647369385,1.813270926475525,0.11162227392196655
775,36900,738000,18.705068588256836,1.3697330951690674,0.05817919969558716
775,37000,740000,1.9436531066894531,0.8114725351333618,0.8901890963315964
775,37100,742000,0.007309952285140753,2.1310465335845947,0.9495647065341473
775,37200,744000,0.07430310547351837,1.5183398723602295,0.9961935908067971
775,37300,746000,0.19776158034801483,2.032653331756592,0.526514083147049
775,37400,748000,0.6381157040596008,1.9355579614639282,0.7666965126991272
775,37500,750000,1.6502151489257812,1.770867109298706,0.6671311855316162
775,37600,752000,0.12350419908761978,1.6858952045440674,0.9842007365077734
775,37700,754000,4.1986403465271,1.608123540878296,-1.1270110607147217
775,37800,756000,0.03693101555109024,1.7701091766357422,0.997445214074105
775,37900,758000,3.1748814582824707,1.624424695968628,0.475078821182251
775,38000,760000,0.11551196873188019,1.249108076095581,0.812826469540596
775,38100,762000,0.1258556991815567,1.903207540512085,0.9910772508010268
775,38200,764000,0.2232668697834015,2.038839340209961,-0.45016229152679443
775,38300,766000,0.0413067601621151,1.2809845209121704,0.9843911798670888
775,38400,768000,0.17017631232738495,1.4717711210250854,0.9875712664797902
775,38500,770000,0.5399947166442871,1.6414798498153687,0.839434802532196
775,38600,772000,0.032092489302158356,1.8536708354949951,0.9855865854769945
775,38700,774000,0.12178850173950195,1.6184533834457397,0.9737667609006166
775,38800,776000,0.2396024763584137,1.3882215023040771,0.9785508811473846
775,38900,778000,0.05807139724493027,2.0312373638153076,0.9758075438439846
775,39000,780000,0.020904211327433586,1.846204400062561,0.9968799578491598
775,39100,782000,0.058981917798519135,2.1363792419433594,0.8169098794460297
775,39200,784000,0.29953643679618835,1.3583344221115112,0.9511509239673615
775,39300,786000,0.23637251555919647,1.9042351245880127,0.9134331941604614
775,39400,788000,0.2700890898704529,1.968865990638733,-4.308440685272217
775,39500,790000,0.025993311777710915,1.7002712488174438,0.9858759669587016
775,39600,792000,0.02404611185193062,1.9202840328216553,0.9602499268949032
775,39700,794000,0.03006126545369625,1.7255704402923584,0.997534783789888
775,39800,796000,0.07296553999185562,1.0558514595031738,0.9924808032810688
775,39900,798000,0.18230614066123962,1.7246681451797485,0.99166892003268
775,40000,800000,0.041326649487018585,1.6901638507843018,0.9983585426816717
775,40100,802000,2.8260111808776855,1.3980162143707275,0.8838999345898628
775,40200,804000,0.31861940026283264,0.980739951133728,0.9349074885249138
775,40300,806000,0.13406959176063538,1.9286941289901733,0.8996447399258614
775,40400,808000,0.1182435005903244,1.3443989753723145,0.9217710644006729
775,40500,810000,0.32239294052124023,1.5041247606277466,0.9677637629210949
775,40600,812000,0.060457564890384674,1.5684661865234375,0.935154378414154
775,40700,814000,0.0853261798620224,1.9726860523223877,0.8378604650497437
775,40800,816000,0.21479444205760956,2.1566662788391113,-1.4257252216339111
775,40900,818000,0.12667182087898254,1.7188537120819092,0.9947202908806503
775,41000,820000,0.06283803284168243,1.5211035013198853,0.9832901898771524
775,41100,822000,0.17373281717300415,1.3081371784210205,0.9776208512485027
775,41200,824000,0.07000656425952911,1.829288125038147,0.9864628193899989
775,41300,826000,27.56692123413086,1.7194900512695312,-0.13383400440216064
775,41400,828000,0.029860973358154297,1.8490760326385498,0.9808614775538445
775,41500,830000,0.10734780877828598,1.3724770545959473,0.9950351482257247
775,41600,832000,0.19211070239543915,1.8531020879745483,0.9734704848378897
775,41700,834000,0.05831710249185562,1.535834550857544,0.9957786537706852
775,41800,836000,0.8971656560897827,1.7116801738739014,0.8850728273391724
775,41900,838000,0.062236238270998,1.7361571788787842,0.966012179851532
775,42000,840000,0.9632528424263,1.1865112781524658,0.859242171049118
775,42100,842000,0.11427663266658783,1.5998976230621338,0.9681939631700516
775,42200,844000,0.32502952218055725,1.5391566753387451,0.9909455608576536
775,42300,846000,0.2446286678314209,1.494873046875,0.9458787478506565
